"","Date","Fund.ID","NAV","NAV.date","NCF","CD","CC","Age.week","NAV.date.diff","delta.CC","delta.CD","delta.NCF","delta.NAV","delta.NAV.NCF","Return.NAV","Return.EVB","TVPI","RVPI","CD2CC","NAV2Com","Fuel.Level"
"1",2006-12-31,"9511503",NA,NA,NA,NA,NA,-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2007-12-31,"9511503",342850,"2007-11-30",-342858,0,342858,4,4,664033,0,-664033,158150,-505883,-0.4755,0.4976,1,1,0,0.0343,1
"3",2008-12-31,"9511503",501000,"2008-11-30",-1006891,0,1006891,57,4,782030,0,-782030,75720,-706310,-0.4098,0.4495,0.4976,0.4976,0,0.0501,0.9346
"4",2009-12-31,"9511503",576720,"2009-11-30",-1788921,0,1788921,109,4,1202781,0,-1202781,81510,-1121271,-0.9442,0.3699,0.3224,0.3224,0,0.0577,0.8433
"5",2010-12-31,"9511503",658230,"2010-11-30",-2991702,0,2991702,161,4,1225785,0,-1225785,214210,-1011575,-0.5368,0.4631,0.22,0.22,0,0.0658,0.6984
"6",2011-12-31,"9511503",872440,"2011-11-30",-4217487,0,4217487,213,4,1134635,0,-1134635,148700,-985935,-0.1301,0.5088,0.2069,0.2069,0,0.0872,0.5677
"7",2012-12-31,"9511503",1021140,"2012-11-30",-5352122,0,5352122,265,4,1256647,71323,-1185324,661110,-524214,0.4866,0.7699,0.1908,0.1908,0,0.1021,0.4403
"8",2013-12-31,"9511503",1682250,"2013-11-30",-6537446,71323,6608769,318,4,854087,125799,-728288,-48330,-776618,0.5383,0.6938,0.2653,0.2545,0.0108,0.1682,0.3633
"9",2014-12-31,"9511503",1633920,"2014-11-30",-7265734,197122,7462856,370,4,274528,0,-274528,-57680,-332208,0.7967,0.8259,0.2454,0.2189,0.0264,0.1634,0.2467
"10",2015-12-31,"9511503",1576240,"2015-05-31",-7540262,197122,7737384,422,31,NA,NA,NA,NA,NA,NA,NA,0.2292,0.2037,0.0255,0.1576,0.2037
"11",1996-06-30,"951976",NA,NA,NA,NA,NA,-49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1997-06-30,"951976",NA,NA,-473,0,473,3,NA,3353904,39591,-3314313,NA,NA,NA,NA,NA,NA,0,NA,NA
"13",1998-06-30,"951976",1549520,"1998-05-31",-3314786,39591,3354377,55,4,1148184,0,-1148184,2783840,1635656,2.0556,1.6063,0.4737,0.4619,0.0118,0.155,0.8235
"14",1999-06-30,"951976",4333360,"1999-05-31",-4462970,39591,4502561,107,4,1712996,2976903,1263907,-2530,1261377,1.2911,1.2086,0.9712,0.9624,0.0088,0.4333,0.9835
"15",2000-06-30,"951976",4330830,"2000-05-31",-3199063,3016494,6215557,159,4,2055642,717141,-1338501,940570,-397931,0.9081,0.9377,1.1821,0.6968,0.4853,0.4331,0.8157
"16",2001-06-30,"951976",5271400,"2001-05-31",-4537564,3733635,8271199,211,4,635260,20964,-614296,-717290,-1331586,0.7474,0.7746,1.0887,0.6373,0.4514,0.5271,0.7066
"17",2002-06-30,"951976",4554110,"2002-05-31",-5151860,3754599,8906459,264,4,523477,0,-523477,-293600,-817077,0.8206,0.8391,0.9329,0.5113,0.4216,0.4554,0.5743
"18",2003-06-30,"951976",4260510,"2003-05-31",-5675337,3754599,9429936,316,4,38543,12088,-26455,-1295170,-1321625,0.6898,0.6926,0.85,0.4518,0.3982,0.4261,0.4944
"19",2004-06-30,"951976",2965340,"2004-05-31",-5701792,3766687,9468479,368,4,41124,514868,473744,-2931790,-2458046,0.1711,0.1824,0.711,0.3132,0.3978,0.2965,0.3639
