"","AD","FD","Pri.NAV.scaled","Pri.Com.scaled","w1","sum.w1","w2","sum.w2","AMT","Yield1.US","Yield10.US","Yield1.EU","Yield10.EU","Y.US.EU.Date","HYspread","HYspread.Date","MSCI.Return","ES50.Return","SP500.Return","NASDAQ.Return","Comm.Return","VTM.Return","WRA.Return","RE.US.com.Return","PuPri.NAV.scaled","PuPri.Com.scaled","PuPri.wc.scaled","Pri.wc.scaled"
"13",1995-03-31,1996-03-31,1.39352831964767,1.61809229941422,"0.1-3.2-1.9-1.2-0.3-0.7-0.6",6.36138471779674,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"VC-DD-BO-VC-VC-FOF-VC",6.49,7.2,5.802,7.852,"1995-03-31",NA,NA,1.18072812446678,1.24006060932368,1.28916940265328,1.34761321909425,1.01837270341207,1.10669986781847,1.1358197255895,1.02095818296196,1.2201355680188,1.26172149019779,1.2201355680188,1.39352831964767
"14",1995-03-31,1996-03-31,NA,NA,"0.1-1.9-1-1.4-0.3-2.3-NA",NA,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"FOF-VC-VC-SEC-VC-BO-BO",6.49,7.2,5.802,7.852,"1995-03-31",NA,NA,1.18072812446678,1.24006060932368,1.28916940265328,1.34761321909425,1.01837270341207,1.10669986781847,1.1358197255895,1.02095818296196,NA,NA,NA,NA
"15",1995-03-31,1996-03-31,1.83705152422943,1.45723976545181,"0.1-4-0.8-5.3-0.3-0.6-4.3",8.75314327677767,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"BO-BO-VC-BO-VC-VC-BO",6.49,7.2,5.802,7.852,"1995-03-31",NA,NA,1.18072812446678,1.24006060932368,1.28916940265328,1.34761321909425,1.01837270341207,1.10669986781847,1.1358197255895,1.02095818296196,1.3022694947932,1.23193398390845,1.23193398390845,1.45723976545181
"16",1995-03-31,1996-03-31,1.2992430755804,1.3488368245807,"0.4-2-0.5-5-0.2-0.5-4.3",7.67322312112171,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"BO-MEZZ-BO-BO-VC-DD-BO",6.49,7.2,5.802,7.852,"1995-03-31",NA,NA,1.18072812446678,1.24006060932368,1.28916940265328,1.34761321909425,1.01837270341207,1.10669986781847,1.1358197255895,1.02095818296196,1.20267533763597,1.21185936522862,1.20267533763597,1.2992430755804
"17",1995-03-31,1996-03-31,NA,NA,"0.2-3-1.1-3.2-0.4-0.7-NA",NA,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"VC-VC-VC-BO-BO-BO-VC",6.49,7.2,5.802,7.852,"1995-03-31",NA,NA,1.18072812446678,1.24006060932368,1.28916940265328,1.34761321909425,1.01837270341207,1.10669986781847,1.1358197255895,1.02095818296196,NA,NA,NA,NA
"18",1995-03-31,1996-03-31,1.22469409738808,1.177266831784,"0.1-2.4-1.8-1.5-0.4-0.7-0.1",7.74685637216516,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"BO-BO-VC-VC-BO-FOF-BO",6.49,7.2,5.802,7.852,"1995-03-31",NA,NA,1.18072812446678,1.24006060932368,1.28916940265328,1.34761321909425,1.01837270341207,1.10669986781847,1.1358197255895,1.02095818296196,1.18886997130406,1.18008714434034,1.18008714434034,1.177266831784
"19",1995-06-30,1996-06-30,0.963463726128292,0.971721561149392,"0.1-3.6-0.4-1.7-0.3-0.9-0.6",6.85059686514219,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"VC-VC-BO-VC-BO-NatRes-VC",5.65,6.21,5.67,7.77,"1995-06-30",NA,NA,1.16566067053129,1.22266095176585,1.23107848554383,1.27009646302251,1.04076086956522,1.05026491456837,1.09990992392846,1.0028944839091,1.12821679193814,1.12974602064575,1.12821679193814,0.963463726128292
"20",1995-06-30,1996-06-30,1.61467127376121,1.35555946838993,"0.1-2.9-1-2.6-0.4-0.5-4.3",7.39086021014753,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"DD-VC-BO-BO-VC-SEC-BO",5.65,6.21,5.67,7.77,"1995-06-30",NA,NA,1.16566067053129,1.22266095176585,1.23107848554383,1.27009646302251,1.04076086956522,1.05026491456837,1.09990992392846,1.0028944839091,1.24881078224053,1.20082711457918,1.20082711457918,1.35555946838993
"21",1995-06-30,1996-06-30,1.32013649420479,1.3196935531421,"0.1-2.3-0.3-1.7-0.1-1.3-0.5",8.12819180933874,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"BO-BO-VC-FOF-VC-MEZZ-BO",5.65,6.21,5.67,7.77,"1995-06-30",NA,NA,1.16566067053129,1.22266095176585,1.23107848554383,1.27009646302251,1.04076086956522,1.05026491456837,1.09990992392846,1.0028944839091,1.1942673045449,1.19418527842218,1.19418527842218,1.3196935531421
"22",1995-06-30,1996-06-30,1.18147374070476,1.36561605992484,"0.2-3-3.5-1.6-0.3-0.6-0.1",8.44820031992929,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"BO-VC-MEZZ-DD-BO-VC-RE",5.65,6.21,5.67,7.77,"1995-06-30",NA,NA,1.16566067053129,1.22266095176585,1.23107848554383,1.27009646302251,1.04076086956522,1.05026491456837,1.09990992392846,1.0028944839091,1.16858901685971,1.20268944634491,1.16858901685971,1.18147374070476
"23",1995-06-30,1996-06-30,1.57552915658914,1.18975624081633,"0.1-2.8-0.3-1.7-0.1-0.6-4.3",9.33883130502286,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"DD-BO-VC-BO-BO-FOF-BO",5.65,6.21,5.67,7.77,"1995-06-30",NA,NA,1.16566067053129,1.22266095176585,1.23107848554383,1.27009646302251,1.04076086956522,1.05026491456837,1.09990992392846,1.0028944839091,1.24156224202348,1.17012281317666,1.17012281317666,1.18975624081633
"24",1995-06-30,1996-06-30,0.924418609787636,1.0918367660933,"0.1-1.9-1-2.6-0.1-0.6-2.2",7.50181850131818,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"BO-BO-BO-BO-VC-DD-BO",5.65,6.21,5.67,7.77,"1995-06-30",NA,NA,1.16566067053129,1.22266095176585,1.23107848554383,1.27009646302251,1.04076086956522,1.05026491456837,1.09990992392846,1.0028944839091,1.12098621483802,1.15198957711684,1.12098621483802,0.924418609787636
"25",1995-06-30,1996-06-30,1.60201657025328,1.72917681976621,"0.1-3.6-0.9-1.4-0.1-1.7-0.8",7.08170858610557,"1-2-0.5-1.5-1.2-1.5-1",2.37954613413017,"VC-VC-BO-VC-BO-BO-BO",5.65,6.21,5.67,7.77,"1995-06-30",NA,NA,1.16566067053129,1.22266095176585,1.23107848554383,1.27009646302251,1.04076086956522,1.05026491456837,1.09990992392846,1.0028944839091,1.24646731862795,1.2700155129822,1.24646731862795,1.60201657025328
