"","Date","Fund.ID","NAV","NAV.date","NCF","CD","CC","Age.week","NAV.date.diff","delta.CC","delta.CD","delta.NCF","delta.NAV","delta.NAV.NCF","Return.NAV","Return.EVB","TVPI","RVPI","CD2CC","NAV2Com","Fuel.Level"
"78",2007-06-30,"952017",1346740,"2007-05-31",7682215,13400023,5717808,394,4,0,713861,713861,-614690,99171,1.0736,1.0736,2.5791,0.2355,2.3436,0.1347,0.2358
"79",2008-06-30,"952017",732050,"2008-05-31",8396076,14113884,5717808,447,4,0,0,0,950,950,1.0013,1.0013,2.5964,0.128,2.4684,0.0732,0.1284
"80",2009-06-30,"952017",733000,"2009-05-31",8396076,14113884,5717808,499,4,0,0,0,-10540,-10540,0.9856,0.9856,2.5966,0.1282,2.4684,0.0733,0.1285
"81",2010-06-30,"952017",722460,"2010-05-31",8396076,14113884,5717808,551,4,2192,689477,687285,-722460,-35175,0.9513,0.9515,2.5948,0.1264,2.4684,0.0722,0.1267
"82",2011-06-30,"952017",0,"2011-06-30",9083361,14803361,5720000,603,0,0,0,0,0,0,NA,NA,2.588,0,2.588,0,0
"83",2012-06-30,"952017",0,"2012-06-30",9083361,14803361,5720000,655,0,0,0,0,0,0,NA,NA,2.588,0,2.588,0,0
"84",2013-06-30,"952017",0,"2013-06-30",9083361,14803361,5720000,707,0,NA,NA,NA,NA,NA,NA,NA,2.588,0,2.588,0,0
"85",2005-06-30,"958478",NA,NA,NA,NA,NA,-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2006-06-30,"958478",NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2007-06-30,"958478",2061730,"2007-06-30",-2069623,30377,2100000,46,0,1500000,345649,-1154351,1161040,6689,1.0032,1.0019,0.9962,0.9818,0.0145,0.2062,0.9952
"88",2008-06-30,"958478",3222770,"2008-06-30",-3223974,376026,3600000,98,0,1000000,858226,-141774,-1632460,-1774234,0.4495,0.5798,0.9997,0.8952,0.1045,0.3223,0.9528
"89",2009-06-30,"958478",1590310,"2009-06-30",-3365748,1234252,4600000,150,0,3400000,247194,-3152806,4200120,1047314,1.6586,1.2099,0.614,0.3457,0.2683,0.159,0.6238
"90",2010-06-30,"958478",5790430,"2010-06-30",-6518554,1481446,8000000,202,0,0,550632,550632,215590,766222,1.1323,1.1323,0.909,0.7238,0.1852,0.579,0.7238
"91",2011-06-30,"958478",6006020,"2011-06-30",-5967922,2032078,8000000,254,0,0,295543,295543,258310,553853,1.0922,1.0922,1.0048,0.7508,0.254,0.6006,0.7508
"92",2012-06-30,"958478",6264330,"2012-06-30",-5672379,2327621,8000000,307,0,0,2328797,2328797,-2065950,262847,1.042,1.042,1.074,0.783,0.291,0.6264,0.783
"93",2013-06-30,"958478",4198380,"2013-06-30",-3343582,4656418,8000000,359,0,0,489180,489180,-615980,-126800,0.9698,0.9698,1.1068,0.5248,0.5821,0.4198,0.5248
"94",2014-06-30,"958478",3582400,"2014-06-30",-2854402,5145598,8000000,411,0,0,2787200,2787200,-2042400,744800,1.2079,1.2079,1.091,0.4478,0.6432,0.3582,0.4478
"95",2015-06-30,"958478",1540000,"2015-06-30",-67202,7932798,8000000,463,0,NA,NA,NA,NA,NA,NA,NA,1.1841,0.1925,0.9916,0.154,0.1925
"96",2007-12-31,"958009",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2008-12-31,"958009",5808360,"2008-12-31",-7001737,0,7001737,39,0,463795,0,-463795,954070,490275,1.0844,1.0782,0.8296,0.8296,0,0.5808,0.8971
"98",2009-12-31,"958009",6762430,"2009-12-31",-7465532,0,7465532,91,0,625000,282797,-342203,1605170,1262967,1.1868,1.171,0.9058,0.9058,0,0.6762,0.9394
"99",2010-12-31,"958009",8367600,"2010-12-31",-7807735,282797,8090532,144,0,1193324,2183104,989780,-313610,676170,1.0808,1.0707,1.0692,1.0342,0.035,0.8368,1.0239
"100",2011-12-31,"958009",8053990,"2011-12-31",-6817955,2465901,9283856,196,0,1330888,2541650,1210762,342480,1553242,1.1929,1.1655,1.1331,0.8675,0.2656,0.8054,0.8939
"101",2012-12-31,"958009",8396470,"2012-12-31",-5607193,5007551,10614744,248,0,697886,2821587,2123701,-994780,1128921,1.1345,1.1241,1.2628,0.791,0.4718,0.791,0.8087
"102",2013-12-31,"958009",7401690,"2013-12-31",-3483492,7829138,11312630,300,0,281572,1370310,1088738,-891370,197368,1.0267,1.0257,1.3464,0.6543,0.6921,0.6543,0.6627
"103",2014-12-31,"958009",6510320,"2014-09-30",-2394754,9199448,11594202,352,13,0,0,0,0,0,1,1,1.355,0.5615,0.7935,0.5615,0.5615
"104",2015-12-31,"958009",6510320,"2014-09-30",-2394754,9199448,11594202,404,65,NA,NA,NA,NA,NA,NA,NA,1.355,0.5615,0.7935,0.5615,0.5615
"105",2009-06-30,"9515416",NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2010-06-30,"9515416",0,"2010-06-30",-1345291,0,1345291,13,0,558969,0,-558969,1428190,869221,Inf,2.555,0,0,0,0,0.8264
"107",2011-06-30,"9515416",1428190,"2011-06-30",-1904260,0,1904260,65,0,1223542,0,-1223542,1230440,6898,1.0048,1.0026,0.75,0.75,0,0.1428,0.9386
"108",2012-06-30,"9515416",2658630,"2012-06-30",-3127802,0,3127802,117,0,2926009,173139,-2752870,2913290,160420,1.0603,1.0287,0.85,0.85,0,0.2659,0.9395
"109",2013-06-30,"9515416",5571920,"2013-06-30",-5880672,173139,6053811,169,0,1696189,632861,-1063328,2573330,1510002,1.271,1.2078,0.949,0.9204,0.0286,0.5572,0.9378
"110",2014-06-30,"9515416",8145250,"2014-06-30",-6944000,806000,7750000,222,0,0,0,0,0,0,1,1,1.155,1.051,0.104,0.8145,1.051
"111",2015-06-30,"9515416",8145250,"2014-06-30",-6944000,806000,7750000,274,52,NA,NA,NA,NA,NA,NA,NA,1.155,1.051,0.104,0.8145,1.051
"112",2005-06-30,"958039",NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2006-06-30,"958039",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2007-06-30,"958039",880000,"2007-06-30",-900000,0,900000,26,0,400000,0,-400000,420000,20000,1.0227,1.0156,0.9778,0.9778,0,0.088,0.9977
"115",2008-06-30,"958039",1300000,"2007-12-31",-1300000,0,1300000,78,26,1850000,0,-1850000,0,-1850000,-0.4231,0.4127,1,1,0,0.13,1
"116",2009-06-30,"958039",1300000,"2007-12-31",-3150000,0,3150000,130,78,700000,0,-700000,2280500,1580500,2.2158,1.7902,0.4127,0.4127,0,0.13,0.791
"117",2010-06-30,"958039",3580500,"2010-06-30",-3850000,0,3850000,182,0,1400000,0,-1400000,2299500,899500,1.2512,1.1806,0.93,0.93,0,0.358,0.9695
"118",2011-06-30,"958039",5880000,"2011-06-30",-5250000,0,5250000,235,0,1450000,469000,-981000,1490000,509000,1.0866,1.0694,1.12,1.12,0,0.588,1.0712
"119",2012-06-30,"958039",7370000,"2012-06-30",-6231000,469000,6700000,287,0,650000,854000,204000,788500,992500,1.1347,1.1238,1.17,1.1,0.07,0.737,1.0757
"120",2013-06-30,"958039",8158500,"2013-06-30",-6027000,1323000,7350000,339,0,800001,1667000,866999,983680,1850679,1.2268,1.2066,1.29,1.11,0.18,0.8158,1.0914
"121",2014-06-30,"958039",9142180,"2014-06-30",-5160001,2990000,8150001,391,0,700010,1930000,1229990,-462490,767500,1.084,1.078,1.4886,1.1217,0.3669,0.9142,1.1121
"122",2015-06-30,"958039",8679690,"2015-03-31",-3930011,4920000,8850011,443,13,NA,NA,NA,NA,NA,NA,NA,1.5367,0.9808,0.5559,0.868,0.9808
"123",2006-06-30,"9510163",NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2007-06-30,"9510163",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2008-06-30,"9510163",2679460,"2008-06-30",-3275123,0,3275123,26,0,2005714,0,-2005714,1062300,-943414,0.6479,0.7986,0.8181,0.8181,0,0.2679,0.9378
"126",2009-06-30,"9510163",3741760,"2009-06-30",-5280837,0,5280837,78,0,605701,766730,161029,40830,201859,1.0539,1.0464,0.7086,0.7086,0,0.3742,0.8394
"127",2010-06-30,"9510163",3782590,"2010-06-30",-5119808,766730,5886538,130,0,1495562,-7153,-1502715,449850,-1052865,0.7217,0.8005,0.7728,0.6426,0.1303,0.3783,0.7804
"128",2011-06-30,"9510163",4232440,"2011-06-30",-6622523,759577,7382100,182,0,400000,0,-400000,1301990,901990,1.2131,1.1947,0.6762,0.5733,0.1029,0.4232,0.6713
"129",2012-06-30,"9510163",5534430,"2012-06-30",-7022523,759577,7782100,235,0,600000,904521,304521,-312870,-8349,0.9985,0.9986,0.8088,0.7112,0.0976,0.5534,0.7654
"130",2013-06-30,"9510163",5221560,"2013-06-30",-6718002,1664098,8382100,287,0,600000,0,-600000,2439480,1839480,1.3523,1.316,0.8215,0.6229,0.1985,0.5222,0.6702
"131",2014-06-30,"9510163",7661040,"2014-06-30",-7318002,1664098,8982100,339,0,600000,0,-600000,2839930,2239930,1.2924,1.2711,1.0382,0.8529,0.1853,0.7661,0.8621
"132",2015-06-30,"9510163",10500970,"2015-03-31",-7918002,1664098,9582100,391,13,NA,NA,NA,NA,NA,NA,NA,1.2696,1.0959,0.1737,1.0501,1.0959
"133",1997-06-30,"951173",NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1998-06-30,"951173",NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1999-06-30,"951173",2339260,"1999-05-31",-2435361,0,2435361,43,4,3894400,356532,-3537868,5418680,1880812,1.804,1.3017,0.9605,0.9605,0,0.2339,0.9904
"136",2000-06-30,"951173",7757940,"2000-05-31",-5973229,356532,6329761,95,4,2920800,3473927,553127,4773230,5326357,1.6866,1.4988,1.282,1.2256,0.0563,0.7758,1.1428
"137",2001-06-30,"951173",12531170,"2001-05-31",-5420102,3830459,9250561,147,4,486800,0,-486800,-6904740,-7391540,0.4101,0.4322,1.7687,1.3546,0.4141,1.2531,1.328
"138",2002-06-30,"951173",5626430,"2002-05-31",-5906902,3830459,9737361,200,4,0,0,0,-2318760,-2318760,0.5879,0.5879,0.9712,0.5778,0.3934,0.5626,0.589
"139",2003-06-30,"951173",3307670,"2003-05-31",-5906902,3830459,9737361,252,4,0,1179531,1179531,-796780,382751,1.1157,1.1157,0.7331,0.3397,0.3934,0.3308,0.3571
"140",2004-06-30,"951173",2510890,"2004-05-31",-4727371,5009990,9737361,304,4,0,1159766,1159766,-1903040,-743274,0.704,0.704,0.7724,0.2579,0.5145,0.2511,0.2775
"141",2005-06-30,"951173",607850,"2005-05-31",-3567605,6169756,9737361,356,4,0,764973,764973,3111780,3876753,7.3778,7.3778,0.696,0.0624,0.6336,0.0608,0.0872
"142",2006-06-30,"951173",3719630,"2006-02-28",-2802632,6934729,9737361,408,17,0,0,0,2057170,2057170,1.5531,1.5531,1.0942,0.382,0.7122,0.372,0.3983
"143",2007-06-30,"951173",5776800,"2007-05-31",-2802632,6934729,9737361,460,4,264000,9445602,9181602,-2424880,6756722,2.1696,2.1185,1.3054,0.5933,0.7122,0.5777,0.604
"144",2008-06-30,"951173",3351920,"2008-05-31",6378970,16380331,10001361,513,4,0,264215,264215,-1361420,-1097205,0.6727,0.6727,1.973,0.3351,1.6378,0.3351,0.3351
"145",2009-06-30,"951173",1990500,"2009-05-31",6643185,16644546,10001361,565,4,0,237600,237600,137990,375590,1.1887,1.1887,1.8633,0.199,1.6642,0.199,0.199
"146",2010-06-30,"951173",2128490,"2010-05-31",6880785,16882146,10001361,617,4,0,320476,320476,319880,640356,1.3008,1.3008,1.9008,0.2128,1.688,0.2128,0.2128
"147",2011-06-30,"951173",2448370,"2011-05-31",7201261,17202622,10001361,669,4,0,311715,311715,-206940,104775,1.0428,1.0428,1.9648,0.2448,1.72,0.2448,0.2448
"148",2012-06-30,"951173",2241430,"2012-05-31",7512976,17514337,10001361,721,4,0,25517,25517,-2085510,-2059993,0.0809,0.0809,1.9753,0.2241,1.7512,0.2241,0.2241
"149",2013-06-30,"951173",155920,"2013-05-31",7538493,17539854,10001361,774,4,0,0,0,-132590,-132590,0.1496,0.1496,1.7693,0.0156,1.7537,0.0156,0.0156
"150",2014-06-30,"951173",23330,"2014-05-31",7538493,17539854,10001361,826,4,0,0,0,9710,9710,1.4162,1.4162,1.7561,0.0023,1.7537,0.0023,0.0023
"151",2015-06-30,"951173",33040,"2015-05-31",7538493,17539854,10001361,878,4,NA,NA,NA,NA,NA,NA,NA,1.7571,0.0033,1.7537,0.0033,0.0033
"152",2012-06-30,"9543829",NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2013-06-30,"9543829",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2014-06-30,"9543829",2474080,"2014-06-30",-2000880,0,2000880,26,0,2026120,531564,-1494556,2877800,1383244,1.5591,1.3074,1.2365,1.2365,0,0.2474,1.1175
"155",2015-06-30,"9543829",5351880,"2015-06-30",-3495436,531564,4027000,78,0,NA,NA,NA,NA,NA,NA,NA,1.461,1.329,0.132,0.5352,1.329
