"","Date","Fund.ID","NAV","NAV.date","NCF","CD","CC","Age.week","NAV.date.diff","delta.CC","delta.CD","delta.NCF","delta.NAV","delta.NAV.NCF","Return.NAV","Return.EVB","TVPI","RVPI","CD2CC","NAV2Com","Fuel.Level"
"740",2011-12-31,"951015",4381130,"2011-09-30",-6552749,2747254,9300003,502,13,0,659341,659341,-382620,276721,1.0632,1.0632,0.7665,0.4711,0.2954,0.4381,0.4711
"741",2012-12-31,"951015",3998510,"2012-12-31",-5893408,3406595,9300003,555,0,-3,3,6,1333000,1333006,1.3334,1.3334,0.7962,0.4299,0.3663,0.3999,0.4299
"742",2013-12-31,"951015",5331510,"2013-12-31",-5893402,3406598,9300000,607,0,0,1978022,1978022,-913870,1064152,1.1996,1.1996,0.9396,0.5733,0.3663,0.5332,0.5733
"743",2014-12-31,"951015",4417640,"2014-12-31",-3915380,5384620,9300000,659,0,0,0,0,0,0,1,1,1.054,0.475,0.579,0.4418,0.475
"744",2015-12-31,"951015",4417640,"2014-12-31",-3915380,5384620,9300000,711,52,NA,NA,NA,NA,NA,NA,NA,1.054,0.475,0.579,0.4418,0.475
"745",2012-06-30,"9540875",NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",2013-06-30,"9540875",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",2014-06-30,"9540875",1944680,"2014-06-30",-1898503,766941,2665444,26,0,2895600,24500,-2871100,2934250,63150,1.0325,1.013,1.0173,0.7296,0.2877,0.1945,0.8704
"748",2015-06-30,"9540875",4878930,"2014-09-30",-4769603,791441,5561044,78,39,NA,NA,NA,NA,NA,NA,NA,1.0197,0.8773,0.1423,0.4879,0.8773
"749",2010-12-31,"9516419",NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",2011-12-31,"9516419",741440,"2011-12-31",-848446,0,848446,7,0,1769325,99900,-1669425,1657690,-11735,0.9842,0.9953,0.8739,0.8739,0,0.0741,0.9872
"751",2012-12-31,"9516419",2399130,"2012-12-31",-2517871,99900,2617771,59,0,2331916,266093,-2065823,2882670,816847,1.3405,1.1727,0.9546,0.9165,0.0382,0.2399,0.9739
"752",2013-12-31,"9516419",5281800,"2013-12-31",-4583694,365993,4949687,111,0,2700715,2923474,222759,309530,532289,1.1008,1.0667,1.141,1.0671,0.0739,0.5282,1.0396
"753",2014-12-31,"9516419",5591330,"2014-12-31",-4360935,3289467,7650402,163,0,740933,0,-740933,473330,-267603,0.9521,0.9577,1.1608,0.7309,0.43,0.5591,0.7546
"754",2015-12-31,"9516419",6064660,"2015-03-31",-5101868,3289467,8391335,215,39,NA,NA,NA,NA,NA,NA,NA,1.1147,0.7227,0.392,0.6065,0.7227
"755",1999-12-31,"951686",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",2000-12-31,"951686",1303500,"2000-12-31",-1521933,0,1521933,39,0,346797,23551,-323246,22960,-300286,0.7696,0.818,0.8565,0.8565,0,0.1304,0.9777
"757",2001-12-31,"951686",1326460,"2001-12-31",-1845179,23551,1868730,91,0,866059,11243,-854816,485530,-369286,0.7216,0.8316,0.7224,0.7098,0.0126,0.1326,0.9446
"758",2002-12-31,"951686",1811990,"2002-12-31",-2699995,34794,2734789,144,0,1483275,0,-1483275,1363930,-119345,0.9341,0.9638,0.6753,0.6626,0.0127,0.1812,0.9058
"759",2003-12-31,"951686",3175920,"2003-12-31",-4183270,34794,4218064,196,0,950223,1182319,232096,-25790,206306,1.065,1.05,0.7612,0.7529,0.0082,0.3176,0.8936
"760",2004-12-31,"951686",3150130,"2004-12-31",-3951174,1217113,5168287,248,0,880694,0,-880694,2304280,1423586,1.4519,1.3532,0.845,0.6095,0.2355,0.315,0.7939
"761",2005-12-31,"951686",5454410,"2005-12-31",-4831868,1217113,6048981,300,0,2602165,2303615,-298550,439490,140940,1.0258,1.0175,1.1029,0.9017,0.2012,0.5454,0.9393
"762",2006-12-31,"951686",5893900,"2006-12-31",-5130418,3520728,8651146,352,0,805604,0,-805604,661520,-144084,0.9756,0.9785,1.0883,0.6813,0.407,0.5894,0.7184
"763",2007-12-31,"951686",6555420,"2007-12-31",-5936022,3520728,9456750,404,0,241959,0,-241959,-917410,-1159369,0.8231,0.8294,1.0655,0.6932,0.3723,0.6555,0.7037
"764",2008-12-31,"951686",5638010,"2008-12-31",-6177981,3520728,9698709,457,0,0,3742871,3742871,-1478750,2264121,1.4016,1.4016,0.9443,0.5813,0.363,0.5638,0.5853
"765",2009-12-31,"951686",4159260,"2009-12-31",-2435110,7263599,9698709,509,0,0,0,0,-113850,-113850,0.9726,0.9726,1.1778,0.4288,0.7489,0.4159,0.4343
"766",2010-12-31,"951686",4045410,"2010-12-31",-2435110,7263599,9698709,561,0,0,740143,740143,-73330,666813,1.1648,1.1648,1.166,0.4171,0.7489,0.4045,0.4226
"767",2011-12-31,"951686",3972080,"2011-12-31",-1694967,8003742,9698709,613,0,92704,5813481,5720777,-1686480,4034297,2.0157,1.9925,1.2348,0.4095,0.8252,0.3972,0.4151
"768",2012-12-31,"951686",2285600,"2012-12-31",4025810,13817223,9791413,665,0,0,586628,586628,358790,945418,1.4136,1.4136,1.6446,0.2334,1.4112,0.2286,0.2334
"769",2013-12-31,"951686",2644390,"2013-12-31",4612438,14403851,9791413,718,0,0,804747,804747,-1340500,-535753,0.7974,0.7974,1.7411,0.2701,1.4711,0.2644,0.2701
"770",2014-12-31,"951686",1303890,"2014-12-31",5417185,15208598,9791413,770,0,0,0,0,-199430,-199430,0.847,0.847,1.6864,0.1332,1.5533,0.1304,0.1332
"771",2015-12-31,"951686",1104460,"2015-03-31",5417185,15208598,9791413,822,39,NA,NA,NA,NA,NA,NA,NA,1.6661,0.1128,1.5533,0.1104,0.1128
"772",2003-06-30,"953599",NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",2004-06-30,"953599",NA,NA,NA,NA,NA,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",2005-06-30,"953599",225000,"2005-06-30",-225000,0,225000,29,0,725000,0,-725000,542840,-182160,0.1904,0.8083,1,1,0,0.0225,1
"775",2006-06-30,"953599",767840,"2006-06-30",-950000,0,950000,81,0,1625000,0,-1625000,1528140,-96860,0.8739,0.9595,0.8083,0.8083,0,0.0768,0.9805
"776",2007-06-30,"953599",2295980,"2007-06-30",-2575000,0,2575000,134,0,2000000,0,-2000000,2040370,40370,1.0176,1.0094,0.8916,0.8916,0,0.2296,0.9702
"777",2008-06-30,"953599",4336350,"2008-06-30",-4575000,0,4575000,186,0,1525000,0,-1525000,670440,-854560,0.8029,0.8542,0.9478,0.9478,0,0.4336,0.9745
"778",2009-06-30,"953599",5006790,"2009-06-30",-6100000,0,6100000,238,0,1100000,0,-1100000,1159130,59130,1.0118,1.0097,0.8208,0.8208,0,0.5007,0.8832
"779",2010-06-30,"953599",6165920,"2010-06-30",-7200000,0,7200000,290,0,800000,0,-800000,1514210,714210,1.1158,1.1025,0.8564,0.8564,0,0.6166,0.8895
"780",2011-06-30,"953599",7680130,"2011-06-30",-8000000,0,8000000,342,0,466666,250884,-215782,1185900,970118,1.1263,1.1191,0.96,0.96,0,0.768,0.9658
"781",2012-06-30,"953599",8866030,"2012-06-30",-8215782,250884,8466666,395,0,400000,454266,54266,79020,133286,1.015,1.0144,1.0768,1.0472,0.0296,0.8866,1.0427
"782",2013-06-30,"953599",8945050,"2013-06-30",-8161516,705150,8866666,447,0,426667,1285157,858490,667740,1526230,1.1706,1.1629,1.0884,1.0088,0.0795,0.8945,1.0084
"783",2014-06-30,"953599",9612790,"2014-06-30",-7303026,1990307,9293333,499,0,66667,1866666,1799999,-350620,1449379,1.1508,1.1497,1.2485,1.0344,0.2142,0.9613,1.0341
"784",2015-06-30,"953599",9262170,"2015-06-30",-5503027,3856973,9360000,551,0,NA,NA,NA,NA,NA,NA,NA,1.4016,0.9895,0.4121,0.9262,0.9895
"785",2009-06-30,"9518443",NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",2010-06-30,"9518443",25000,"2010-06-30",-50000,0,50000,6,0,350000,0,-350000,266760,-83240,-2.3296,0.778,0.5,0.5,0,0.0025,0.9951
"787",2011-06-30,"9518443",291760,"2011-06-30",-400000,0,400000,59,0,1100000,0,-1100000,1114950,14950,1.0512,1.0107,0.7294,0.7294,0,0.0292,0.9788
"788",2012-06-30,"9518443",1406710,"2012-06-30",-1500000,0,1500000,111,0,1050000,0,-1050000,1177250,127250,1.0905,1.0518,0.9378,0.9378,0,0.1407,0.9817
"789",2013-06-30,"9518443",2583960,"2013-06-30",-2550000,0,2550000,163,0,1650000,298200,-1351800,1842840,491040,1.19,1.116,1.0133,1.0133,0,0.2584,1.0067
"790",2014-06-30,"9518443",4426800,"2014-06-30",-3901800,298200,4200000,215,0,900000,252600,-647400,918000,270600,1.0611,1.0508,1.125,1.054,0.071,0.4427,1.0445
"791",2015-06-30,"9518443",5344800,"2015-03-31",-4549200,550800,5100000,267,13,NA,NA,NA,NA,NA,NA,NA,1.156,1.048,0.108,0.5345,1.048
"792",1997-12-31,"95733",NA,NA,NA,NA,NA,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",1998-12-31,"95733",1086530,"1998-12-31",-1099295,0,1099295,23,0,2390002,174424,-2215578,0,-2215578,-1.0391,0.3627,0.9884,0.9884,0,0.1087,0.9988
"794",1999-12-31,"95733",1086530,"1998-12-31",-3314873,174424,3489297,75,52,4720335,1070747,-3649588,6393560,2743972,3.5254,1.4725,0.3614,0.3114,0.05,0.1087,0.781
"795",2000-12-31,"95733",7480090,"2000-12-31",-6964461,1245171,8209632,127,0,1041100,1246023,204923,367910,572833,1.0766,1.0672,1.0628,0.9111,0.1517,0.748,0.9335
"796",2001-12-31,"95733",7848000,"2001-12-31",-6759538,2491194,9250732,179,0,1261081,1186288,-74793,1148400,1073607,1.1368,1.1179,1.1177,0.8484,0.2693,0.7848,0.8721
"797",2002-12-31,"95733",8996400,"2002-12-31",-6834331,3677482,10511813,232,0,-433125,2173158,2606283,-721630,1884653,1.2095,1.2201,1.2057,0.8558,0.3498,0.8558,0.8619
"798",2003-12-31,"95733",8274770,"2003-12-31",-4228048,5850640,10078688,284,0,586630,2095552,1508922,-197430,1311492,1.1585,1.148,1.4015,0.821,0.5805,0.821,0.8356
"799",2004-12-31,"95733",8077340,"2004-12-31",-2719126,7946192,10665318,336,0,68081,1547188,1479107,-1626560,-147453,0.9817,0.9819,1.5024,0.7573,0.745,0.7573,0.7641
"800",2005-12-31,"95733",6450780,"2005-12-31",-1240019,9493380,10733399,388,0,58396,1264816,1206420,266470,1472890,1.2283,1.2263,1.4855,0.601,0.8845,0.601,0.6096
"801",2006-12-31,"95733",6717250,"2006-12-31",-33599,10758196,10791795,440,0,51196,1077986,1026790,-842990,183800,1.0274,1.0272,1.6193,0.6224,0.9969,0.6224,0.6286
"802",2007-12-31,"95733",5874260,"2007-12-31",993191,11836182,10842991,492,0,44634,1621353,1576719,-1367320,209399,1.0356,1.0354,1.6334,0.5418,1.0916,0.5418,0.5471
"803",2008-12-31,"95733",4506940,"2008-12-31",2569910,13457535,10887625,545,0,33715,475358,441643,-1025270,-583627,0.8705,0.8715,1.65,0.414,1.236,0.414,0.4184
"804",2009-12-31,"95733",3481670,"2009-12-31",3011553,13932893,10921340,597,0,21969,1851793,1829824,-1678820,151004,1.0434,1.0431,1.5945,0.3188,1.2757,0.3188,0.3218
"805",2010-12-31,"95733",1802850,"2010-12-31",4841377,15784686,10943309,649,0,12576,757242,744666,-575780,168886,1.0937,1.093,1.6071,0.1647,1.4424,0.1647,0.1668
"806",2011-12-31,"95733",1227070,"2011-12-31",5586043,16541928,10955885,701,0,8951,1141776,1132825,-1104450,28375,1.0231,1.023,1.6219,0.112,1.5099,0.112,0.1131
"807",2012-12-31,"95733",122620,"2012-12-31",6718868,17683704,10964836,753,0,5168,120609,115441,-122620,-7179,0.9415,0.9438,1.6239,0.0112,1.6128,0.0112,0.0116
"808",2013-12-31,"95733",0,"2013-12-31",6834309,17804313,10970004,806,0,0,0,0,0,0,NA,NA,1.623,0,1.623,0,0
"809",2014-12-31,"95733",0,"2014-12-31",6834309,17804313,10970004,858,0,0,0,0,0,0,NA,NA,1.623,0,1.623,0,0
"810",2015-12-31,"95733",0,"2015-09-30",6834309,17804313,10970004,910,13,NA,NA,NA,NA,NA,NA,NA,1.623,0,1.623,0,0
"811",2006-12-31,"9510326",NA,NA,NA,NA,NA,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",2007-12-31,"9510326",1119910,"2007-12-31",-3209306,0,3209306,20,0,3405462,180725,-3224737,517650,-2707087,-1.4172,0.4018,0.349,0.349,0,0.112,0.7903
"813",2008-12-31,"9510326",1637560,"2008-12-31",-6434043,180725,6614768,72,0,950094,4290,-945804,1790310,844506,1.5157,1.3264,0.2749,0.2476,0.0273,0.1638,0.5004
"814",2009-12-31,"9510326",3427870,"2009-12-31",-7379847,185015,7564862,124,0,2034818,419,-2034399,2989260,954861,1.2786,1.1748,0.4776,0.4531,0.0245,0.3428,0.5847
"815",2010-12-31,"9510326",6417130,"2010-12-31",-9414246,185434,9599680,176,0,361934,0,-361934,1950090,1588156,1.2475,1.2343,0.6878,0.6685,0.0193,0.6417,0.6805
"816",2011-12-31,"9510326",8367220,"2011-12-31",-9776180,185434,9961614,228,0,0,0,0,1147540,1147540,1.1371,1.1371,0.8586,0.8399,0.0186,0.8367,0.8399
"817",2012-12-31,"9510326",9514760,"2012-12-31",-9776180,185434,9961614,281,0,0,1138328,1138328,1575250,2713578,1.2852,1.2852,0.9738,0.9551,0.0186,0.9515,0.9551
"818",2013-12-31,"9510326",11090010,"2013-12-31",-8637852,1323762,9961614,333,0,0,2125682,2125682,-56900,2068782,1.1865,1.1865,1.2462,1.1133,0.1329,1.109,1.1133
"819",2014-12-31,"9510326",11033110,"2014-12-31",-6512170,3449444,9961614,385,0,0,194794,194794,1739310,1934104,1.1753,1.1753,1.4538,1.1076,0.3463,1.1033,1.1076
"820",2015-12-31,"9510326",12772420,"2015-03-31",-6317376,3644238,9961614,437,39,NA,NA,NA,NA,NA,NA,NA,1.648,1.2822,0.3658,1.2772,1.2822
"821",2009-12-31,"9515867",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",2010-12-31,"9515867",1194540,"2010-12-31",-1300000,0,1300000,39,0,1580000,298582,-1281418,1844480,563062,1.4714,1.2029,0.9189,0.9189,0,0.1195,0.9888
"823",2011-12-31,"9515867",3039020,"2011-12-31",-2581418,298582,2880000,91,0,2870000,852950,-2017050,2330990,313940,1.1033,1.0531,1.1589,1.0552,0.1037,0.3039,1.0169
"824",2012-12-31,"9515867",5370010,"2012-12-31",-4598468,1151532,5750000,144,0,1999724,1142175,-857549,2866410,2008861,1.3741,1.2726,1.1342,0.9339,0.2003,0.537,0.9597
"825",2013-12-31,"9515867",8236420,"2013-12-31",-5456017,2293707,7749724,196,0,1300276,1480143,179867,822620,1002487,1.1217,1.1051,1.3588,1.0628,0.296,0.8236,1.0516
"826",2014-12-31,"9515867",9059040,"2014-12-31",-5276150,3773850,9050000,248,0,380000,1014704,634704,-671060,-36356,0.996,0.9961,1.418,1.001,0.417,0.9059,1.001
"827",2015-12-31,"9515867",8387980,"2015-03-31",-4641446,4788554,9430000,300,39,NA,NA,NA,NA,NA,NA,NA,1.3973,0.8895,0.5078,0.8388,0.8895
"828",2009-06-30,"9515841",NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",2010-06-30,"9515841",0,"2010-06-30",-220517,0,220517,13,0,3078885,0,-3078885,5178340,2099455,Inf,1.6819,0,0,0,0,0.976
"830",2011-06-30,"9515841",5178340,"2011-06-30",-3299402,0,3299402,65,0,2623259,72498,-2550761,3996320,1445559,1.2792,1.1853,1.5695,1.5695,0,0.5178,1.2042
"831",2012-06-30,"9515841",9174660,"2012-06-30",-5850163,72498,5922661,117,0,2562556,3907416,1344860,627010,1971870,1.2149,1.168,1.5613,1.5491,0.0122,0.9175,1.3534
"832",2013-06-30,"9515841",9801670,"2013-06-30",-4505303,3979914,8485217,170,0,574460,3782038,3207578,-949410,2258168,1.2304,1.2176,1.6242,1.1551,0.469,0.9802,1.1431
"833",2014-06-30,"9515841",8852260,"2014-06-30",-1297725,7761952,9059677,222,0,142538,2425045,2282507,-4149550,-1867043,0.7891,0.7924,1.8339,0.9771,0.8568,0.8852,0.9775
"834",2015-06-30,"9515841",4702710,"2014-12-31",984782,10186997,9202215,274,26,NA,NA,NA,NA,NA,NA,NA,1.6181,0.511,1.107,0.4703,0.511
"835",2001-12-31,"951087",NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",2002-12-31,"951087",1151350,"2002-12-31",-1506060,0,1506060,46,0,1504036,410709,-1093327,852470,-240857,0.7908,0.9093,0.7645,0.7645,0,0.1151,0.9627
"837",2003-12-31,"951087",2003820,"2003-09-30",-2599387,410709,3010096,98,13,1700009,0,-1700009,1851560,151551,1.0756,1.0409,0.8021,0.6657,0.1364,0.2004,0.8942
"838",2004-12-31,"951087",3855380,"2004-12-31",-4299396,410709,4710105,150,0,1799994,1400467,-399527,1006900,607373,1.1575,1.1074,0.9057,0.8185,0.0872,0.3855,0.9101
"839",2005-12-31,"951087",4862280,"2005-12-31",-4698923,1811176,6510099,202,0,1699992,1146373,-553619,702270,148651,1.0306,1.0227,1.0251,0.7469,0.2782,0.4862,0.8267
"840",2006-12-31,"951087",5564550,"2006-09-30",-5252542,2957549,8210091,254,13,0,0,0,2283490,2283490,1.4104,1.4104,1.038,0.6778,0.3602,0.5565,0.7218
"841",2007-12-31,"951087",7848040,"2007-03-31",-5252542,2957549,8210091,307,39,1300007,3294379,1994372,0,1994372,1.2541,1.218,1.3161,0.9559,0.3602,0.7848,0.9619
"842",2008-12-31,"951087",7848040,"2007-03-31",-3258170,6251928,9510098,359,92,0,816188,816188,-3066320,-2250132,0.7133,0.7133,1.4826,0.8252,0.6574,0.7848,0.8252
"843",2009-12-31,"951087",4781720,"2009-12-31",-2441982,7068116,9510098,411,0,0,1406793,1406793,-1045310,361483,1.0756,1.0756,1.246,0.5028,0.7432,0.4782,0.5028
"844",2010-12-31,"951087",3736410,"2010-12-31",-1035189,8474909,9510098,463,0,0,1857334,1857334,-513750,1343584,1.3596,1.3596,1.284,0.3929,0.8911,0.3736,0.3929
"845",2011-12-31,"951087",3222660,"2011-09-30",822145,10332243,9510098,515,13,0,707338,707338,-362420,344918,1.107,1.107,1.4253,0.3389,1.0864,0.3223,0.3389
"846",2012-12-31,"951087",2860240,"2012-12-31",1529483,11039581,9510098,568,0,8,802407,802399,-405260,397139,1.1388,1.1388,1.4616,0.3008,1.1608,0.286,0.3008
"847",2013-12-31,"951087",2454980,"2013-12-31",2331882,11841988,9510106,620,0,0,321389,321389,-860920,-539531,0.7802,0.7802,1.5033,0.2581,1.2452,0.2455,0.2581
"848",2014-12-31,"951087",1594060,"2014-12-31",2653271,12163377,9510106,672,0,0,0,0,0,0,1,1,1.4466,0.1676,1.279,0.1594,0.1676
"849",2015-12-31,"951087",1594060,"2014-12-31",2653271,12163377,9510106,724,52,NA,NA,NA,NA,NA,NA,NA,1.4466,0.1676,1.279,0.1594,0.1676
"850",2012-12-31,"9527396",NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",2013-12-31,"9527396",693600,"2013-12-31",-799872,9128,809000,46,0,1587000,175872,-1411128,1370990,-40138,0.9421,0.9824,0.8686,0.8574,0.0113,0.0694,0.9583
"852",2014-12-31,"9527396",2064590,"2014-12-31",-2211000,185000,2396000,98,0,369000,0,-369000,325190,-43810,0.9788,0.982,0.9389,0.8617,0.0772,0.2065,0.8801
"853",2015-12-31,"9527396",2389780,"2015-03-31",-2580000,185000,2765000,150,39,NA,NA,NA,NA,NA,NA,NA,0.9312,0.8643,0.0669,0.239,0.8643
"854",1995-12-31,"95061",NA,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",1996-12-31,"95061",393790,"1996-12-31",-494938,4184,499122,0,0,3054461,0,-3054461,2819520,-234941,0.4034,0.9319,0.7973,0.789,0.0084,0.0394,0.9894
"856",1997-12-31,"95061",3213310,"1997-12-31",-3549399,4184,3553583,52,0,1690774,0,-1690774,1470610,-220164,0.9315,0.9551,0.9054,0.9042,0.0012,0.3213,0.9659
"857",1998-12-31,"95061",4683920,"1998-12-31",-5240173,4184,5244357,104,0,2697732,0,-2697732,2132050,-565682,0.8792,0.9234,0.8939,0.8931,8e-04,0.4684,0.9438
"858",1999-12-31,"95061",6815970,"1999-12-31",-7937905,4184,7942089,156,0,1734232,0,-1734232,-428510,-2162742,0.6827,0.7471,0.8587,0.8582,5e-04,0.6816,0.887
"859",2000-12-31,"95061",6387460,"2000-12-31",-9672137,4184,9676321,209,0,22132,0,-22132,227580,205448,1.0322,1.0321,0.6605,0.6601,4e-04,0.6387,0.6701
"860",2001-12-31,"95061",6615040,"2001-12-31",-9694269,4184,9698453,261,0,226510,0,-226510,-2425280,-2651790,0.5991,0.6124,0.6825,0.6821,4e-04,0.6615,0.6907
"861",2002-12-31,"95061",4189760,"2002-12-31",-9920779,4184,9924963,313,0,43687,1567,-42120,-822990,-865110,0.7935,0.7956,0.4226,0.4221,4e-04,0.419,0.4248
"862",2003-12-31,"95061",3366770,"2003-12-31",-9962899,5751,9968650,365,0,0,128684,128684,-3366770,-3238086,0.0382,0.0382,0.3383,0.3377,6e-04,0.3367,0.3378
"863",2004-12-31,"95061",0,"2004-12-31",-9834215,134435,9968650,417,0,-713,900076,900789,0,900789,Inf,-1262.3787,0.0135,0,0.0135,0,1e-04
"864",2005-12-31,"95061",0,"2005-11-30",-8933426,1034511,9967937,470,4,-1,2,3,0,3,Inf,-2,0.1038,0,0.1038,0,2e-04
"865",2006-12-31,"95061",0,"2006-11-30",-8933423,1034513,9967936,522,4,NA,NA,NA,NA,NA,NA,NA,0.1038,0,0.1038,0,2e-04
"866",1984-12-31,"951272",NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",1985-12-31,"951272",3233330,"1985-12-31",-3333333,0,3333333,13,0,3333333,193333,-3140000,2933330,-206670,0.9361,0.9685,0.97,0.97,0,0.3233,0.99
"868",1986-12-31,"951272",6166660,"1986-12-31",-6473333,193333,6666666,65,0,0,143334,143334,-300000,-156666,0.9746,0.9746,0.954,0.925,0.029,0.6167,0.95
"869",1987-12-31,"951272",5866660,"1987-12-31",-6329999,336667,6666666,117,0,0,50000,50000,-300000,-250000,0.9574,0.9574,0.9305,0.88,0.0505,0.5867,0.92
"870",1988-12-31,"951272",5566660,"1988-12-31",-6279999,386667,6666666,170,0,0,156666,156666,-233330,-76664,0.9862,0.9862,0.893,0.835,0.058,0.5567,0.89
"871",1989-12-31,"951272",5333330,"1989-12-31",-6123333,543333,6666666,222,0,3333333,466667,-2866666,2700000,-166666,0.9688,0.9808,0.8815,0.8,0.0815,0.5333,0.8667
"872",1990-12-31,"951272",8033330,"1990-12-31",-8989999,1010000,9999999,274,0,0,16666,16666,-66670,-50004,0.9938,0.9938,0.9043,0.8033,0.101,0.8033,0.8033
"873",1991-12-31,"951272",7966660,"1991-12-31",-8973333,1026666,9999999,326,0,0,470000,470000,-600000,-130000,0.9837,0.9837,0.8993,0.7967,0.1027,0.7967,0.7967
"874",1992-12-31,"951272",7366660,"1992-12-31",-8503333,1496666,9999999,378,0,0,560000,560000,-200000,360000,1.0489,1.0489,0.8863,0.7367,0.1497,0.7367,0.7367
"875",1993-12-31,"951272",7166660,"1993-12-31",-7943333,2056666,9999999,431,0,0,2386667,2386667,-1170000,1216667,1.1698,1.1698,0.9223,0.7167,0.2057,0.7167,0.7167
"876",1994-12-31,"951272",5996660,"1994-12-31",-5556666,4443333,9999999,483,0,0,3530000,3530000,-3130000,400000,1.0667,1.0667,1.044,0.5997,0.4443,0.5997,0.5997
"877",1995-12-31,"951272",2866660,"1995-12-31",-2026666,7973333,9999999,535,0,0,1486666,1486666,-1263330,223336,1.0779,1.0779,1.084,0.2867,0.7973,0.2867,0.2867
"878",1996-12-31,"951272",1603330,"1996-12-31",-540000,9459999,9999999,587,0,0,1986667,1986667,-920000,1066667,1.6653,1.6653,1.1063,0.1603,0.946,0.1603,0.1603
"879",1997-12-31,"951272",683330,"1997-12-31",1446667,11446666,9999999,639,0,0,1520000,1520000,-413330,1106670,2.6195,2.6195,1.213,0.0683,1.1447,0.0683,0.0683
"880",1998-12-31,"951272",270000,"1998-12-31",2966667,12966666,9999999,691,0,0,236667,236667,-236670,-3,1,1,1.3237,0.027,1.2967,0.027,0.027
"881",1999-12-31,"951272",33330,"1999-12-31",3203334,13203333,9999999,744,0,0,3706667,3706667,-33330,3673337,111.2111,111.2111,1.3237,0.0033,1.3203,0.0033,0.0033
"882",2000-12-31,"951272",0,"2000-12-31",6910001,16910000,9999999,796,0,0,0,0,0,0,NA,NA,1.691,0,1.691,0,0
"883",2001-12-31,"951272",0,"2001-12-31",6910001,16910000,9999999,848,0,0,0,0,0,0,NA,NA,1.691,0,1.691,0,0
"884",2002-12-31,"951272",0,"2002-12-31",6910001,16910000,9999999,900,0,NA,NA,NA,NA,NA,NA,NA,1.691,0,1.691,0,0
"885",2014-06-30,"9554322",NA,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886",2015-06-30,"9554322",2399560,"2015-06-30",-2390000,0,2390000,0,0,NA,NA,NA,NA,NA,NA,NA,1.004,1.004,0,0.24,1.004
"887",1999-06-30,"94974",NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888",2000-06-30,"94974",925350,"2000-06-30",-1000000,0,1000000,6,0,2000000,0,-2000000,3020130,1020130,2.1024,1.3487,0.9254,0.9254,0,0.0925,0.9925
"889",2001-06-30,"94974",3945480,"2001-06-30",-3000000,0,3000000,58,0,3000000,1037310,-1962690,1195290,-767400,0.8055,0.8895,1.3152,1.3152,0,0.3945,1.0945
"890",2002-06-30,"94974",5140770,"2002-06-30",-4962690,1037310,6000000,110,0,2000000,0,-2000000,744030,-1255970,0.7557,0.8241,1.0297,0.8568,0.1729,0.5141,0.9141
"891",2003-06-30,"94974",5884800,"2003-06-30",-6962690,1037310,8000000,162,0,500000,0,-500000,-856220,-1356220,0.7695,0.7876,0.8653,0.7356,0.1297,0.5885,0.7885
"892",2004-06-30,"94974",5028580,"2004-06-30",-7462690,1037310,8500000,215,0,500000,0,-500000,-284030,-784030,0.8441,0.8582,0.7136,0.5916,0.122,0.5029,0.6529
"893",2005-06-30,"94974",4744550,"2005-06-30",-7962690,1037310,9000000,267,0,0,0,0,121620,121620,1.0256,1.0256,0.6424,0.5272,0.1153,0.4745,0.5745
"894",2006-06-30,"94974",4866170,"2006-06-30",-7962690,1037310,9000000,319,0,0,0,0,-443310,-443310,0.9089,0.9089,0.6559,0.5407,0.1153,0.4866,0.5866
