"","Date","Fund.ID","NAV","NAV.date","NCF","CD","CC","Age.week","NAV.date.diff","delta.CC","delta.CD","delta.NCF","delta.NAV","delta.NAV.NCF","Return.NAV","Return.EVB","TVPI","RVPI","CD2CC","NAV2Com","Fuel.Level"
"48",2009-06-30,"9519833",NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2010-06-30,"9519833",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2011-06-30,"9519833",9960000,"2011-06-30",-8300000,0,8300000,39,0,969000,0,-969000,2553150,1584150,1.1591,1.1449,1.2,1.2,0,0.996,1.1791
"51",2012-06-30,"9519833",12513150,"2011-12-31",-9269000,0,9269000,91,26,0,0,0,0,0,1,1,1.35,1.35,0,1.2513,1.35
"52",2013-06-30,"9519833",12513150,"2011-12-31",-9269000,0,9269000,143,78,0,0,0,0,0,1,1,1.35,1.35,0,1.2513,1.35
"53",2014-06-30,"9519833",12513150,"2011-12-31",-9269000,0,9269000,196,130,0,0,0,0,0,1,1,1.35,1.35,0,1.2513,1.35
"54",2015-06-30,"9519833",12513150,"2011-12-31",-9269000,0,9269000,248,182,NA,NA,NA,NA,NA,NA,NA,1.35,1.35,0,1.2513,1.35
"55",1997-06-30,"956898",NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",1998-06-30,"956898",4146340,"1998-06-30",-4146341,0,4146341,13,0,0,0,0,-487810,-487810,0.8824,0.8824,1,1,0,0.4146,1
"57",1999-06-30,"956898",3658530,"1999-06-30",-4146341,0,4146341,65,0,5853659,0,-5853659,3234150,-2619509,0.284,0.7246,0.8824,0.8824,0,0.3659,0.9512
"58",2000-06-30,"956898",6892680,"2000-06-30",-10000000,0,10000000,117,0,0,0,0,243900,243900,1.0354,1.0354,0.6893,0.6893,0,0.6893,0.6893
"59",2001-06-30,"956898",7136580,"2001-06-30",-10000000,0,10000000,170,0,0,8370731,8370731,-4146340,4224391,1.5919,1.5919,0.7137,0.7137,0,0.7137,0.7137
"60",2002-06-30,"956898",2990240,"2002-06-30",-1629269,8370731,10000000,222,0,0,0,0,-2385370,-2385370,0.2023,0.2023,1.1361,0.299,0.8371,0.299,0.299
"61",2003-06-30,"956898",604870,"2003-06-30",-1629269,8370731,10000000,274,0,0,663414,663414,0,663414,2.0968,2.0968,0.8976,0.0605,0.8371,0.0605,0.0605
"62",2004-06-30,"956898",604870,"2003-12-31",-965855,9034145,10000000,326,26,0,0,0,-604870,-604870,0,0,0.9639,0.0605,0.9034,0.0605,0.0605
"63",2005-06-30,"956898",0,"2004-10-31",-965855,9034145,10000000,378,35,0,0,0,0,0,NA,NA,0.9034,0,0.9034,0,0
"64",2006-06-30,"956898",0,"2004-10-31",-965855,9034145,10000000,430,87,NA,NA,NA,NA,NA,NA,NA,0.9034,0,0.9034,0,0
"65",2012-12-31,"9529057",NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2013-12-31,"9529057",230000,"2013-09-30",-1000000,0,1000000,13,13,600000,0,-600000,826000,226000,1.9826,1.2723,0.23,0.23,0,0.023,0.615
"67",2014-12-31,"9529057",1056000,"2014-12-31",-1600000,0,1600000,65,0,400000,0,-400000,24000,-376000,0.6439,0.7418,0.66,0.66,0,0.1056,0.728
"68",2015-12-31,"9529057",1080000,"2015-03-31",-2000000,0,2000000,117,39,NA,NA,NA,NA,NA,NA,NA,0.54,0.54,0,0.108,0.54
"69",2011-06-30,"9532574",NA,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2012-06-30,"9532574",371120,"2012-06-30",-457721,0,457721,0,0,1903280,0,-1903280,1806430,-96850,0.739,0.9574,0.8108,0.8108,0,0.0371,0.9859
"71",2013-06-30,"9532574",2177550,"2013-06-30",-2361001,0,2361001,52,0,2468000,0,-2468000,3115510,647510,1.2974,1.1394,0.9223,0.9223,0,0.2178,0.9702
"72",2014-06-30,"9532574",5293060,"2014-06-30",-4829001,0,4829001,104,0,1329000,198903,-1130097,2730810,1600713,1.3024,1.2417,1.0961,1.0961,0,0.5293,1.0754
"73",2015-06-30,"9532574",8023870,"2015-06-30",-5959098,198903,6158001,156,0,NA,NA,NA,NA,NA,NA,NA,1.3353,1.303,0.0323,0.8024,1.303
"74",2005-06-30,"958643",NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2006-06-30,"958643",NA,NA,NA,NA,NA,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2007-06-30,"958643",811610,"2007-05-31",-870076,13416,883492,30,4,1142990,-1314,-1144304,1239040,94736,1.1167,1.0485,0.9338,0.9186,0.0152,0.0812,0.9934
"77",2008-06-30,"958643",2050650,"2008-05-31",-2014380,12102,2026482,83,4,3214517,-1774,-3216291,3408130,191839,1.0936,1.0364,1.0179,1.0119,0.006,0.2051,1.0022
"78",2009-06-30,"958643",5458780,"2009-05-31",-5230671,10328,5240999,135,4,347365,528967,181602,-461990,-280388,0.9486,0.9517,1.0435,1.0416,0.002,0.5459,1.0201
"79",2010-06-30,"958643",4996790,"2010-05-31",-5049069,539295,5588364,187,4,1319625,462494,-857131,1867410,1010279,1.2022,1.1599,0.9906,0.8941,0.0965,0.4997,0.9455
"80",2011-06-30,"958643",6864200,"2011-05-31",-5906200,1001789,6907989,239,4,3072048,750523,-2321525,802540,-1518985,0.7787,0.8471,1.1387,0.9937,0.145,0.6864,0.996
"81",2012-06-30,"958643",7666740,"2012-05-31",-8227725,1752312,9980037,291,4,704117,2371629,1667512,-1435220,232292,1.0303,1.0278,0.9438,0.7682,0.1756,0.7667,0.787
"82",2013-06-30,"958643",6231520,"2013-05-31",-6560213,4123941,10684154,343,4,86345,2385138,2298793,240380,2539173,1.4075,1.4019,0.9692,0.5832,0.386,0.5832,0.59
"83",2014-06-30,"958643",6471900,"2014-05-31",-4261420,6509079,10770499,396,4,90501,2232806,2142305,-2608430,-466125,0.928,0.929,1.2052,0.6009,0.6043,0.6009,0.6042
"84",2015-06-30,"958643",3863470,"2015-05-31",-2119115,8741885,10861000,448,4,NA,NA,NA,NA,NA,NA,NA,1.1606,0.3557,0.8049,0.3557,0.3557
"85",2011-06-30,"9526244",NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2012-06-30,"9526244",337660,"2012-03-31",-434072,0,434072,13,13,880184,0,-880184,853180,-27004,0.92,0.9778,0.7779,0.7779,0,0.0338,0.9757
"87",2013-06-30,"9526244",1190840,"2013-03-31",-1314256,0,1314256,65,13,1029744,0,-1029744,933050,-96694,0.9188,0.9565,0.9061,0.9061,0,0.1191,0.9689
"88",2014-06-30,"9526244",2123890,"2014-06-30",-2344000,0,2344000,117,0,1629700,550735,-1078965,953680,-125285,0.941,0.9666,0.9061,0.9061,0,0.2124,0.9446
"89",2015-06-30,"9526244",3077570,"2015-03-31",-3422965,550735,3973700,169,13,NA,NA,NA,NA,NA,NA,NA,0.9131,0.7745,0.1386,0.3078,0.7745
"90",2007-12-31,"9509971",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2008-12-31,"9509971",204910,"2008-12-31",-319673,0,319673,39,0,106557,0,-106557,122950,16393,1.08,1.0526,0.641,0.641,0,0.0205,0.9882
"92",2009-12-31,"9509971",327860,"2009-12-31",-426230,0,426230,91,0,3352459,0,-3352459,3581970,229511,1.7,1.0624,0.7692,0.7692,0,0.0328,0.9898
"93",2010-12-31,"9509971",3909830,"2010-12-31",-3778689,0,3778689,144,0,319673,0,-319673,270490,-49183,0.9874,0.9884,1.0347,1.0347,0,0.391,1.0135
"94",2011-12-31,"9509971",4180320,"2011-12-31",-4098362,0,4098362,196,0,1516394,0,-1516394,2327870,811476,1.1941,1.1424,1.02,1.02,0,0.418,1.0085
"95",2012-12-31,"9509971",6508190,"2012-12-31",-5614756,0,5614756,248,0,1696721,1024591,-672130,1803280,1131150,1.1738,1.1379,1.1591,1.1591,0,0.6508,1.0922
"96",2013-12-31,"9509971",8311470,"2013-12-31",-6286886,1024591,7311477,300,0,2336066,4360656,2024590,254100,2278690,1.2742,1.214,1.2769,1.1368,0.1401,0.8311,1.1032
"97",2014-12-31,"9509971",8565570,"2014-12-31",-4262296,5385247,9647543,352,0,40984,475410,434426,254100,688526,1.0804,1.08,1.446,0.8878,0.5582,0.8566,0.8883
"98",2015-12-31,"9509971",8819670,"2015-03-31",-3827870,5860657,9688527,404,39,NA,NA,NA,NA,NA,NA,NA,1.5152,0.9103,0.6049,0.882,0.9103
"99",2003-06-30,"953599",NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2004-06-30,"953599",NA,NA,NA,NA,NA,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2005-06-30,"953599",225000,"2005-06-30",-225000,0,225000,29,0,725000,0,-725000,542840,-182160,0.1904,0.8083,1,1,0,0.0225,1
"102",2006-06-30,"953599",767840,"2006-06-30",-950000,0,950000,81,0,1625000,0,-1625000,1528140,-96860,0.8739,0.9595,0.8083,0.8083,0,0.0768,0.9805
"103",2007-06-30,"953599",2295980,"2007-06-30",-2575000,0,2575000,134,0,2000000,0,-2000000,2040370,40370,1.0176,1.0094,0.8916,0.8916,0,0.2296,0.9702
"104",2008-06-30,"953599",4336350,"2008-06-30",-4575000,0,4575000,186,0,1525000,0,-1525000,670440,-854560,0.8029,0.8542,0.9478,0.9478,0,0.4336,0.9745
"105",2009-06-30,"953599",5006790,"2009-06-30",-6100000,0,6100000,238,0,1100000,0,-1100000,1159130,59130,1.0118,1.0097,0.8208,0.8208,0,0.5007,0.8832
"106",2010-06-30,"953599",6165920,"2010-06-30",-7200000,0,7200000,290,0,800000,0,-800000,1514210,714210,1.1158,1.1025,0.8564,0.8564,0,0.6166,0.8895
"107",2011-06-30,"953599",7680130,"2011-06-30",-8000000,0,8000000,342,0,466666,250884,-215782,1185900,970118,1.1263,1.1191,0.96,0.96,0,0.768,0.9658
"108",2012-06-30,"953599",8866030,"2012-06-30",-8215782,250884,8466666,395,0,400000,454266,54266,79020,133286,1.015,1.0144,1.0768,1.0472,0.0296,0.8866,1.0427
"109",2013-06-30,"953599",8945050,"2013-06-30",-8161516,705150,8866666,447,0,426667,1285157,858490,667740,1526230,1.1706,1.1629,1.0884,1.0088,0.0795,0.8945,1.0084
"110",2014-06-30,"953599",9612790,"2014-06-30",-7303026,1990307,9293333,499,0,66667,1866666,1799999,-350620,1449379,1.1508,1.1497,1.2485,1.0344,0.2142,0.9613,1.0341
"111",2015-06-30,"953599",9262170,"2015-06-30",-5503027,3856973,9360000,551,0,NA,NA,NA,NA,NA,NA,NA,1.4016,0.9895,0.4121,0.9262,0.9895
"112",1994-12-31,"95570",NA,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",1995-12-31,"95570",1715320,"1995-12-31",-1871127,0,1871127,42,0,1954870,0,-1954870,2312440,357570,1.2085,1.0974,0.9167,0.9167,0,0.1715,0.9844
"114",1996-12-31,"95570",4027760,"1996-12-31",-3825997,0,3825997,95,0,1991633,1020472,-971161,2722190,1751029,1.4347,1.2909,1.0527,1.0527,0,0.4028,1.0202
"115",1997-12-31,"95570",6749950,"1997-12-31",-4797158,1020472,5817630,147,0,3697854,0,-3697854,3315200,-382654,0.9433,0.9634,1.3357,1.1603,0.1754,0.675,1.0932
"116",1998-12-31,"95570",10065150,"1998-12-31",-8495012,1020472,9515484,199,0,484516,5292908,4808392,11554230,16362622,2.6257,2.551,1.165,1.0578,0.1072,1.0065,1.055
"117",1999-12-31,"95570",21619380,"1999-12-31",-3686620,6313380,10000000,251,0,0,4661795,4661795,-11928980,-7267185,0.6639,0.6639,2.7933,2.1619,0.6313,2.1619,2.1619
"118",2000-12-31,"95570",9690400,"2000-12-31",975175,10975175,10000000,303,0,0,4666207,4666207,-6398470,-1732263,0.8212,0.8212,2.0666,0.969,1.0975,0.969,0.969
"119",2001-12-31,"95570",3291930,"2001-12-31",5641382,15641382,10000000,356,0,0,311562,311562,-1305150,-993588,0.6982,0.6982,1.8933,0.3292,1.5641,0.3292,0.3292
"120",2002-12-31,"95570",1986780,"2002-12-31",5952944,15952944,10000000,408,0,0,679246,679246,-52160,627086,1.3156,1.3156,1.794,0.1987,1.5953,0.1987,0.1987
"121",2003-12-31,"95570",1934620,"2003-12-31",6632190,16632190,10000000,460,0,0,505523,505523,-203850,301673,1.1559,1.1559,1.8567,0.1935,1.6632,0.1935,0.1935
"122",2004-12-31,"95570",1730770,"2004-12-31",7137713,17137713,10000000,512,0,0,362775,362775,-378960,-16185,0.9906,0.9906,1.8868,0.1731,1.7138,0.1731,0.1731
"123",2005-12-31,"95570",1351810,"2005-12-31",7500488,17500488,10000000,564,0,0,1196595,1196595,-245310,951285,1.7037,1.7037,1.8852,0.1352,1.75,0.1352,0.1352
"124",2006-12-31,"95570",1106500,"2006-12-31",8697083,18697083,10000000,616,0,0,607651,607651,-513300,94351,1.0853,1.0853,1.9804,0.1106,1.8697,0.1106,0.1106
"125",2007-12-31,"95570",593200,"2007-12-31",9304734,19304734,10000000,669,0,0,0,0,-163810,-163810,0.7239,0.7239,1.9898,0.0593,1.9305,0.0593,0.0593
"126",2008-12-31,"95570",429390,"2008-12-31",9304734,19304734,10000000,721,0,0,347854,347854,-256170,91684,1.2135,1.2135,1.9734,0.0429,1.9305,0.0429,0.0429
"127",2009-12-31,"95570",173220,"2009-12-31",9652588,19652588,10000000,773,0,0,0,0,15700,15700,1.0906,1.0906,1.9826,0.0173,1.9653,0.0173,0.0173
