"","Date","Fund.ID","NAV","NAV.date","NCF","CD","CC","Age.week","NAV.date.diff","delta.CC","delta.CD","delta.NCF","delta.NAV","delta.NAV.NCF","Return.NAV","Return.EVB","TVPI","RVPI","CD2CC","NAV2Com","Fuel.Level"
"19",2014-06-30,"9518095",5983050,"2014-06-30",-4668373,398246,5066619,163,0,1014423,211381,-803042,1520010,716968,1.1198,1.1025,1.2595,1.1809,0.0786,0.5983,1.1507
"20",2015-06-30,"9518095",7503060,"2015-03-31",-5471415,609627,6081042,215,13,NA,NA,NA,NA,NA,NA,NA,1.3341,1.2338,0.1003,0.7503,1.2338
"21",2000-12-31,"951060",NA,NA,NA,NA,NA,-49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2001-12-31,"951060",NA,NA,-9654,0,9654,3,NA,1534705,24302,-1510403,NA,NA,NA,NA,NA,NA,0,NA,NA
"23",2002-12-31,"951060",179840,"2002-09-30",-1520057,24302,1544359,55,13,4965331,886907,-4078424,0,-4078424,-21.6781,0.2073,0.1322,0.1164,0.0157,0.018,0.8567
"24",2003-12-31,"951060",179840,"2002-09-30",-5598481,911209,6509690,107,65,1949566,1983710,34144,7224380,7258524,41.361,4.4087,0.1676,0.0276,0.14,0.018,0.3353
"25",2004-12-31,"951060",7404220,"2004-12-31",-5564337,2894919,8459256,159,0,1063344,7935727,6872383,0,6872383,1.9282,1.8116,1.2175,0.8753,0.3422,0.7404,0.8892
"26",2005-12-31,"951060",7404220,"2004-12-31",1308046,10830646,9522600,211,52,0,441705,441705,1264350,1706055,1.2304,1.2304,1.9149,0.7775,1.1374,0.7404,0.7775
"27",2006-12-31,"951060",8668570,"2006-09-30",1749751,11272351,9522600,264,13,0,3217024,3217024,911930,4128954,1.4763,1.4763,2.0941,0.9103,1.1837,0.8669,0.9103
"28",2007-12-31,"951060",9580500,"2007-12-31",4966775,14489375,9522600,316,0,0,138295,138295,-3655920,-3517625,0.6328,0.6328,2.5277,1.0061,1.5216,0.958,1.0061
"29",2008-12-31,"951060",5924580,"2008-12-31",5105070,14627670,9522600,368,0,0,0,0,70650,70650,1.0119,1.0119,2.1583,0.6222,1.5361,0.5925,0.6222
"30",2009-12-31,"951060",5995230,"2009-12-31",5105070,14627670,9522600,420,0,0,672849,672849,-119240,553609,1.0923,1.0923,2.1657,0.6296,1.5361,0.5995,0.6296
"31",2010-12-31,"951060",5875990,"2010-12-31",5777919,15300519,9522600,472,0,0,2959143,2959143,-2003470,955673,1.1626,1.1626,2.2238,0.6171,1.6068,0.5876,0.6171
"32",2011-12-31,"951060",3872520,"2011-12-31",8737062,18259662,9522600,524,0,0,2798875,2798875,-3271880,-473005,0.8779,0.8779,2.3242,0.4067,1.9175,0.3873,0.4067
"33",2012-12-31,"951060",600640,"2012-12-31",11535937,21058537,9522600,577,0,-12599,266464,279063,-110650,168413,1.2804,1.2864,2.2745,0.0631,2.2114,0.0601,0.0631
"34",2013-12-31,"951060",489990,"2013-12-31",11815000,21325001,9510001,629,0,12599,482047,469448,-311590,157858,1.3222,1.3141,2.2939,0.0515,2.2424,0.049,0.0528
"35",2014-12-31,"951060",178400,"2014-12-31",12284448,21807048,9522600,681,0,0,86154,86154,0,86154,1.4829,1.4829,2.3088,0.0187,2.29,0.0178,0.0187
"36",2015-12-31,"951060",178400,"2015-06-30",12370602,21893202,9522600,733,26,NA,NA,NA,NA,NA,NA,NA,2.3178,0.0187,2.2991,0.0178,0.0187
"37",2004-06-30,"955268",NA,NA,NA,NA,NA,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2005-06-30,"955268",0,"2005-06-30",-114400,0,114400,19,0,3513200,0,-3513200,3284000,-229200,-Inf,0.9348,0,0,0,0,0.9871
"39",2006-06-30,"955268",3284000,"2006-06-30",-3627600,0,3627600,72,0,689600,0,-689600,676400,-13200,0.996,0.9967,0.9053,0.9053,0,0.3284,0.9614
"40",2007-06-30,"955268",3960400,"2007-06-30",-4317200,0,4317200,124,0,1305600,0,-1305600,1884400,578800,1.1461,1.1099,0.9174,0.9174,0,0.396,0.9599
"41",2008-06-30,"955268",5844800,"2008-06-30",-5622800,0,5622800,176,0,261200,0,-261200,-2016800,-2278000,0.6103,0.6269,1.0395,1.0395,0,0.5845,1.025
"42",2009-06-30,"955268",3828000,"2009-06-30",-5884000,0,5884000,228,0,482800,0,-482800,1232400,749600,1.1958,1.1739,0.6506,0.6506,0,0.3828,0.7688
"43",2010-06-30,"955268",5060400,"2010-06-30",-6366800,0,6366800,280,0,904400,0,-904400,1273200,368800,1.0729,1.0618,0.7948,0.7948,0,0.506,0.8531
"44",2011-06-30,"955268",6333600,"2011-06-30",-7271200,0,7271200,332,0,1804008,1663840,-140168,1267940,1127772,1.1781,1.1386,0.8711,0.8711,0,0.6334,0.8946
"45",2012-06-30,"955268",7601540,"2012-06-30",-7411368,1663840,9075208,385,0,269728,1399420,1129692,-818910,310782,1.0409,1.0395,1.021,0.8376,0.1833,0.7602,0.8343
"46",2013-06-30,"955268",6782630,"2013-06-30",-6281676,3063260,9344936,437,0,-499936,4056965,4556901,-3250830,1306071,1.1926,1.2079,1.0536,0.7258,0.3278,0.6783,0.7119
"47",2014-06-30,"955268",3531800,"2014-06-30",-1724775,7120225,8845000,489,0,48000,30636,-17364,496720,479356,1.1357,1.1339,1.2043,0.3993,0.805,0.3532,0.4025
"48",2015-06-30,"955268",4028520,"2014-12-31",-1742139,7150861,8893000,541,26,NA,NA,NA,NA,NA,NA,NA,1.2571,0.453,0.8041,0.4029,0.453
"49",2010-06-30,"9522833",NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2011-06-30,"9522833",NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2012-06-30,"9522833",2031640,"2012-06-30",-962138,535362,1497500,33,0,4278939,-160064,-4439003,7143830,2704827,2.3314,1.4286,1.7142,1.3567,0.3575,0.2032,1.0493
"52",2013-06-30,"9522833",9175470,"2013-06-30",-5401141,375298,5776439,85,0,4968534,4960435,-8099,3186140,3178041,1.3464,1.2247,1.6534,1.5884,0.065,0.9175,1.3139
"53",2014-06-30,"9522833",12361610,"2013-12-31",-5409240,5335733,10744973,137,26,83694,1459068,1375374,-875830,499544,1.0404,1.0401,1.647,1.1505,0.4966,1.1505,1.1493
"54",2015-06-30,"9522833",11485780,"2015-03-31",-4033866,6794801,10828667,189,13,NA,NA,NA,NA,NA,NA,NA,1.6882,1.0607,0.6275,1.0607,1.0607
"55",2013-12-31,"9545760",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2014-12-31,"9545760",2090000,"2014-12-31",-2089999,0,2089999,39,0,770000,0,-770000,1141800,371800,1.1779,1.13,1,1,0,0.209,1
"57",2015-12-31,"9545760",3231800,"2015-06-30",-2859999,0,2859999,91,26,NA,NA,NA,NA,NA,NA,NA,1.13,1.13,0,0.3232,1.13
"58",1991-12-31,"95330",NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",1992-12-31,"95330",1959100,"1992-12-31",-2000000,0,2000000,13,0,1500000,170207,-1329793,1425170,95377,1.0487,1.0276,0.9796,0.9796,0,0.1959,0.9959
"60",1993-12-31,"95330",3384270,"1993-12-31",-3329793,170207,3500000,65,0,1200000,755418,-444582,808810,364228,1.1076,1.0795,1.0156,0.9669,0.0486,0.3384,0.9884
"61",1994-12-31,"95330",4193080,"1994-12-31",-3774375,925625,4700000,117,0,2000000,1721458,-278542,357480,78938,1.0188,1.0127,1.0891,0.8921,0.1969,0.4193,0.9493
"62",1995-12-31,"95330",4550560,"1995-12-31",-4052917,2647083,6700000,170,0,3300000,2135130,-1164870,3274960,2110090,1.4637,1.2688,1.0743,0.6792,0.3951,0.4551,0.7851
"63",1996-12-31,"95330",7825520,"1996-12-31",-5217787,4782213,10000000,222,0,0,2133692,2133692,-2073060,60632,1.0077,1.0077,1.2608,0.7826,0.4782,0.7826,0.7826
"64",1997-12-31,"95330",5752460,"1997-12-31",-3084095,6915905,10000000,274,0,0,2363383,2363383,-668470,1694913,1.2946,1.2946,1.2668,0.5752,0.6916,0.5752,0.5752
"65",1998-12-31,"95330",5083990,"1998-12-31",-720712,9279288,10000000,326,0,0,1859180,1859180,-1791050,68130,1.0134,1.0134,1.4363,0.5084,0.9279,0.5084,0.5084
"66",1999-12-31,"95330",3292940,"1999-12-31",1138468,11138468,10000000,378,0,0,248889,248889,-436910,-188021,0.9429,0.9429,1.4431,0.3293,1.1138,0.3293,0.3293
"67",2000-12-31,"95330",2856030,"2000-12-31",1387357,11387357,10000000,431,0,0,90056,90056,-1213290,-1123234,0.6067,0.6067,1.4243,0.2856,1.1387,0.2856,0.2856
"68",2001-12-31,"95330",1642740,"2001-12-31",1477413,11477413,10000000,483,0,0,202584,202584,237260,439844,1.2678,1.2678,1.312,0.1643,1.1477,0.1643,0.1643
"69",2002-12-31,"95330",1880000,"2002-12-31",1679997,11679997,10000000,535,0,0,920000,920000,-680000,240000,1.1277,1.1277,1.356,0.188,1.168,0.188,0.188
"70",2003-12-31,"95330",1200000,"2003-09-30",2599997,12599997,10000000,587,13,0,1130000,1130000,-1200000,-70000,0.9417,0.9417,1.38,0.12,1.26,0.12,0.12
"71",2004-12-31,"95330",0,"2004-12-31",3729997,13729997,10000000,639,0,0,0,0,0,0,NA,NA,1.373,0,1.373,0,0
"72",2005-12-31,"95330",0,"2005-12-31",3729997,13729997,10000000,691,0,0,0,0,0,0,NA,NA,1.373,0,1.373,0,0
"73",2006-12-31,"95330",0,"2006-12-31",3729997,13729997,10000000,744,0,NA,NA,NA,NA,NA,NA,NA,1.373,0,1.373,0,0
"74",2004-06-30,"958120",NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2005-06-30,"958120",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2006-06-30,"958120",1870310,"2006-06-30",-1978130,0,1978130,26,0,318100,0,-318100,1388720,1070620,1.5724,1.4892,0.9455,0.9455,0,0.187,0.9892
"77",2007-06-30,"958120",3259030,"2007-03-31",-2296230,0,2296230,78,13,4839276,670702,-4168574,5508260,1339686,1.4111,1.1654,1.4193,1.4193,0,0.3259,1.0963
"78",2008-06-30,"958120",8767290,"2008-06-30",-6464804,670702,7135506,130,0,845684,1156814,311130,-2151640,-1840510,0.7901,0.8085,1.3227,1.2287,0.094,0.8767,1.1632
"79",2009-06-30,"958120",6615650,"2009-06-30",-6153674,1827516,7981190,182,0,1288258,156618,-1131640,624940,-506700,0.9234,0.9359,1.0579,0.8289,0.229,0.6616,0.8634
"80",2010-06-30,"958120",7240590,"2009-12-31",-7285314,1984134,9269448,235,26,261460,367904,106444,3595620,3702064,1.5113,1.4935,0.9952,0.7811,0.2141,0.7241,0.7971
"81",2011-06-30,"958120",10836210,"2011-06-30",-7178870,2352038,9530908,287,0,167576,449340,281764,-744210,-462446,0.9573,0.958,1.3837,1.137,0.2468,1.0836,1.1305
"82",2012-06-30,"958120",10092000,"2012-06-30",-6897106,2801378,9698484,339,0,157688,1582480,1424792,-372090,1052702,1.1043,1.1027,1.3294,1.0406,0.2888,1.0092,1.0394
"83",2013-06-30,"958120",9719910,"2013-06-30",-5472314,4383858,9856172,391,0,124672,4356054,4231382,1213280,5444662,1.5602,1.5531,1.431,0.9862,0.4448,0.972,0.9864
"84",2014-06-30,"958120",10933190,"2014-06-30",-1240932,8739912,9980844,443,0,19154,2432278,2413124,-4997600,-2584476,0.7636,0.764,1.9711,1.0954,0.8757,1.0933,1.0952
"85",2015-06-30,"958120",5935590,"2014-12-31",1172192,11172190,9999998,495,26,NA,NA,NA,NA,NA,NA,NA,1.7108,0.5936,1.1172,0.5936,0.5936
"86",2000-12-31,"9400",NA,NA,NA,NA,NA,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2001-12-31,"9400",5022280,"2001-12-31",-5000003,0,5000003,20,0,1199996,0,-1199996,-200060,-1400056,0.7212,0.775,1.0045,1.0045,0,0.5022,1.0028
"88",2002-12-31,"9400",4822220,"2002-12-31",-6199999,0,6199999,72,0,688889,0,-688889,0,-688889,0.8571,0.875,0.7778,0.7778,0,0.4822,0.8267
"89",2003-12-31,"9400",4822220,"2003-09-30",-6888888,0,6888888,124,13,688889,1046133,357244,688890,1046134,1.2169,1.1898,0.7,0.7,0,0.4822,0.74
"90",2004-12-31,"9400",5511110,"2004-12-31",-6531644,1046133,7577777,176,0,372214,0,-372214,0,-372214,0.9325,0.9367,0.8653,0.7273,0.1381,0.5511,0.74
"91",2005-12-31,"9400",5511110,"2005-12-31",-6903858,1046133,7949991,228,0,0,0,0,4822220,4822220,1.875,1.875,0.8248,0.6932,0.1316,0.5511,0.6932
"92",2006-12-31,"9400",10333330,"2006-12-31",-6903858,1046133,7949991,281,0,0,0,0,1377780,1377780,1.1333,1.1333,1.4314,1.2998,0.1316,1.0333,1.2998
"93",2007-12-31,"9400",11711110,"2007-12-31",-6903858,1046133,7949991,333,0,-3,-1,2,-1564670,-1564668,0.8664,0.8664,1.6047,1.4731,0.1316,1.1711,1.4731
"94",2008-12-31,"9400",10146440,"2008-12-31",-6903856,1046132,7949988,385,0,0,0,0,1167510,1167510,1.1151,1.1151,1.4079,1.2763,0.1316,1.0146,1.2763
"95",2009-12-31,"9400",11313950,"2009-12-31",-6903856,1046132,7949988,437,0,3,6903866,6903863,2514680,9418543,1.8325,1.8325,1.5547,1.4231,0.1316,1.1314,1.4231
"96",2010-12-31,"9400",13828630,"2010-12-31",7,7949998,7949991,489,0,-3,-1,2,1083000,1083002,1.0783,1.0783,2.7395,1.7395,1,1.3829,1.7395
"97",2011-12-31,"9400",14911630,"2011-12-31",9,7949997,7949988,541,0,0,0,0,-2098470,-2098470,0.8593,0.8593,2.8757,1.8757,1,1.4912,1.8757
"98",2012-12-31,"9400",12813160,"2012-12-31",9,7949997,7949988,594,0,0,7119470,7119470,10092180,17211650,2.3433,2.3433,2.6117,1.6117,1,1.2813,1.6117
"99",2013-12-31,"9400",22905340,"2013-12-31",7119479,15069467,7949988,646,0,3,15892008,15892005,-14758880,1133125,1.0495,1.0495,4.7767,2.8812,1.8955,2.2905,2.8812
"100",2014-12-31,"9400",8146460,"2014-12-31",23011484,30961475,7949991,698,0,0,0,0,0,0,1,1,4.9192,1.0247,3.8945,0.8146,1.0247
"101",2015-12-31,"9400",8146460,"2014-12-31",23011484,30961475,7949991,750,52,NA,NA,NA,NA,NA,NA,NA,4.9192,1.0247,3.8945,0.8146,1.0247
"102",2011-12-31,"9533539",NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2012-12-31,"9533539",1703320,"2012-12-31",-1852304,0,1852304,7,0,1675580,0,-1675580,2109910,434330,1.255,1.1285,0.9196,0.9196,0,0.1703,0.9707
"104",2013-12-31,"9533539",3813230,"2013-12-31",-3527884,0,3527884,59,0,1565075,714,-1564361,1399820,-164541,0.9568,0.9694,1.0809,1.0809,0,0.3813,1.056
"105",2014-12-31,"9533539",5213050,"2014-12-31",-5092245,714,5092959,111,0,0,0,0,0,0,1,1,1.0237,1.0236,1e-04,0.5213,1.0236
"106",2015-12-31,"9533539",5213050,"2014-12-31",-5092245,714,5092959,163,52,NA,NA,NA,NA,NA,NA,NA,1.0237,1.0236,1e-04,0.5213,1.0236
"107",1993-06-30,"951238",NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1994-06-30,"951238",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1995-06-30,"951238",1208090,"1995-06-30",-1333334,0,1333334,26,0,3276666,0,-3276666,4026140,749474,1.6204,1.1671,0.9061,0.9061,0,0.1208,0.9875
"110",1996-06-30,"951238",5234230,"1996-06-30",-4610000,0,4610000,78,0,2888888,453626,-2435262,3829400,1394138,1.2664,1.1716,1.1354,1.1354,0,0.5234,1.0624
"111",1997-06-30,"951238",9063630,"1997-06-30",-7045262,453626,7498888,130,0,1383333,1050388,-332945,3422770,3089825,1.3409,1.2958,1.2692,1.2087,0.0605,0.9064,1.1565
"112",1998-06-30,"951238",12486400,"1998-06-30",-7378207,1504014,8882221,182,0,1117779,2720125,1602346,821550,2423896,1.1941,1.1782,1.5751,1.4058,0.1693,1.2486,1.3604
"113",1999-06-30,"951238",13307950,"1999-06-30",-5775861,4224139,10000000,235,0,0,16690798,16690798,2429570,19120368,2.4368,2.4368,1.7532,1.3308,0.4224,1.3308,1.3308
"114",2000-06-30,"951238",15737520,"2000-06-30",10914937,20914937,10000000,287,0,0,4350943,4350943,-9655330,-5304387,0.6629,0.6629,3.6652,1.5738,2.0915,1.5738,1.5738
"115",2001-06-30,"951238",6082190,"2001-06-30",15265880,25265880,10000000,339,0,0,1570503,1570503,-3698330,-2127827,0.6502,0.6502,3.1348,0.6082,2.5266,0.6082,0.6082
"116",2002-06-30,"951238",2383860,"2002-06-30",16836383,26836383,10000000,391,0,0,877902,877902,-1526720,-648818,0.7278,0.7278,2.922,0.2384,2.6836,0.2384,0.2384
"117",2003-06-30,"951238",857140,"2003-06-30",17714285,27714285,10000000,443,0,0,357143,357143,-214290,142853,1.1667,1.1667,2.8571,0.0857,2.7714,0.0857,0.0857
"118",2004-06-30,"951238",642850,"2004-06-30",18071428,28071428,10000000,496,0,0,0,0,-71430,-71430,0.8889,0.8889,2.8714,0.0643,2.8071,0.0643,0.0643
"119",2005-06-30,"951238",571420,"2005-06-30",18071428,28071428,10000000,548,0,0,285714,285714,-357140,-71426,0.875,0.875,2.8643,0.0571,2.8071,0.0571,0.0571
"120",2006-06-30,"951238",214280,"2006-06-30",18357142,28357142,10000000,600,0,0,482235,482235,-63860,418375,2.9525,2.9525,2.8571,0.0214,2.8357,0.0214,0.0214
"121",2007-06-30,"951238",150420,"2007-06-30",18839377,28839377,10000000,652,0,0,162863,162863,-93860,69003,1.4587,1.4587,2.899,0.015,2.8839,0.015,0.015
"122",2008-06-30,"951238",56560,"2008-06-30",19002240,29002240,10000000,704,0,0,0,0,-2200,-2200,0.9611,0.9611,2.9059,0.0057,2.9002,0.0057,0.0057
"123",2009-06-30,"951238",54360,"2009-06-30",19002240,29002240,10000000,756,0,0,0,0,10340,10340,1.1902,1.1902,2.9057,0.0054,2.9002,0.0054,0.0054
"124",2010-06-30,"951238",64700,"2010-06-30",19002240,29002240,10000000,809,0,0,39495,39495,-41100,-1605,0.9752,0.9752,2.9067,0.0065,2.9002,0.0065,0.0065
"125",2011-06-30,"951238",23600,"2011-06-30",19041735,29041735,10000000,861,0,0,0,0,1180,1180,1.05,1.05,2.9065,0.0024,2.9042,0.0024,0.0024
"126",2012-06-30,"951238",24780,"2012-06-30",19041735,29041735,10000000,913,0,0,0,0,13890,13890,1.5605,1.5605,2.9067,0.0025,2.9042,0.0025,0.0025
"127",2013-06-30,"951238",38670,"2013-06-30",19041735,29041735,10000000,965,0,0,30630,30630,-38670,-8040,0.7921,0.7921,2.908,0.0039,2.9042,0.0039,0.0039
"128",2014-06-30,"951238",0,"2014-06-30",19072365,29072365,10000000,1017,0,0,0,0,0,0,NA,NA,2.9072,0,2.9072,0,0
"129",2015-06-30,"951238",0,"2014-12-31",19072365,29072365,10000000,1069,26,NA,NA,NA,NA,NA,NA,NA,2.9072,0,2.9072,0,0
"130",2004-06-30,"957149",NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2005-06-30,"957149",NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2006-06-30,"957149",3610510,"2006-06-30",-3482378,84960,3567338,33,0,1973813,679548,-1294265,2590280,1296015,1.359,1.2321,1.0359,1.0121,0.0238,0.3611,1.0039
"133",2007-06-30,"957149",6200790,"2007-06-30",-4776643,764508,5541151,85,0,3211625,1240561,-1971064,3257680,1286616,1.2075,1.1367,1.257,1.119,0.138,0.6201,1.0598
"134",2008-06-30,"957149",9458470,"2008-06-30",-6747707,2005069,8752776,137,0,564362,1022014,457652,-1683640,-1225988,0.8704,0.8777,1.3097,1.0806,0.2291,0.9458,1.064
"135",2009-06-30,"957149",7774830,"2009-06-30",-6290055,3027083,9317138,189,0,345327,1482648,1137321,-1113490,23831,1.0031,1.0029,1.1594,0.8345,0.3249,0.7775,0.8601
"136",2010-06-30,"957149",6661340,"2010-06-30",-5152734,4509731,9662465,241,0,233449,952783,719334,-206410,512924,1.077,1.0744,1.1561,0.6894,0.4667,0.6661,0.7279
"137",2011-06-30,"957149",6454930,"2011-06-30",-4433400,5462514,9895914,293,0,264992,1146847,881855,-242650,639205,1.099,1.0951,1.2043,0.6523,0.552,0.6455,0.688
"138",2012-06-30,"957149",6212280,"2012-06-30",-3551545,6609361,10160906,346,0,746322,1984720,1238398,-959340,279058,1.0449,1.0401,1.2619,0.6114,0.6505,0.6114,0.6419
"139",2013-06-30,"957149",5252940,"2013-06-30",-2313147,8594081,10907228,398,0,95478,1278561,1183083,-832100,350983,1.0668,1.0656,1.2695,0.4816,0.7879,0.4816,0.4873
"140",2014-06-30,"957149",4420840,"2014-06-30",-1130064,9872642,11002706,450,0,25229,189909,164680,-144670,20010,1.0045,1.0045,1.2991,0.4018,0.8973,0.4018,0.4032
"141",2015-06-30,"957149",4276170,"2014-09-30",-965384,10062551,11027935,502,39,NA,NA,NA,NA,NA,NA,NA,1.3002,0.3878,0.9125,0.3878,0.3878
"142",1999-06-30,"951525",NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2000-06-30,"951525",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2001-06-30,"951525",4929260,"2000-12-31",-5298015,4007,5302022,26,26,161498,319916,158418,-540010,-381592,0.9226,0.925,0.9305,0.9297,8e-04,0.4929,0.9638
"145",2002-06-30,"951525",4389250,"2002-03-31",-5139597,323923,5463520,79,13,1934950,2136964,202014,4333590,4535604,2.0333,1.7172,0.8627,0.8034,0.0593,0.4389,0.8957
"146",2003-06-30,"951525",8722840,"2003-06-30",-4937583,2460887,7398470,131,0,1661996,3338435,1676439,141390,1817829,1.2084,1.175,1.5116,1.179,0.3326,0.8723,1.1286
"147",2004-06-30,"951525",8864230,"2004-06-30",-3261144,5799322,9060466,183,0,863245,3185499,2322254,-1194250,1128004,1.1273,1.116,1.6184,0.9783,0.6401,0.8864,0.9809
"148",2005-06-30,"951525",7669980,"2005-06-30",-938890,8984821,9923711,235,0,492218,5256120,4763902,-2057330,2706572,1.3529,1.3316,1.6783,0.7729,0.9054,0.767,0.7812
"149",2006-06-30,"951525",5612650,"2006-06-30",3825012,14240941,10415929,287,0,30112,5456988,5426876,-2501510,2925366,1.5212,1.5184,1.9061,0.5389,1.3672,0.5389,0.5337
"150",2007-06-30,"951525",3111140,"2007-06-30",9251888,19697929,10446041,339,0,9619,927727,918108,-670740,247368,1.0795,1.0793,2.1835,0.2978,1.8857,0.2978,0.2879
"151",2008-06-30,"951525",2440400,"2008-06-30",10169996,20625656,10455660,392,0,31012,618227,587215,-791390,-204175,0.9163,0.9174,2.2061,0.2334,1.9727,0.2334,0.2218
"152",2009-06-30,"951525",1649010,"2009-06-30",10757211,21243883,10486672,444,0,0,1597802,1597802,-1518550,79252,1.0481,1.0481,2.183,0.1572,2.0258,0.1572,0.142
"153",2010-06-30,"951525",130460,"2010-06-30",12355013,22841685,10486672,496,0,-186673,3423314,3609987,-130460,3479527,27.6712,-60.899,2.1906,0.0124,2.1782,0.0124,-0.0055
"154",2011-06-30,"951525",0,"2011-06-30",15965000,26264999,10299999,548,0,0,0,0,0,0,NA,NA,2.55,0,2.55,0,0
"155",2012-06-30,"951525",0,"2012-06-30",15965000,26264999,10299999,600,0,0,0,0,0,0,NA,NA,2.55,0,2.55,0,0
