"","AD","FD","Pri.NAV.scaled","Pri.Com.scaled","w1","sum.w1","w2","sum.w2","AMT","FID"
"12","2007-09-30","2008-09-30",1.05439871068162,0.994501661272506,"0.5-1.8-1.6-2-0.2-0.7-0.5-2.3-1.1-14.9",8.73292520789137,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-FOF-RE-MEZZ-VC-VC","958139-959280-952821-94975-951910-951295-951928-954193-951236-950975"
"13","2012-06-30","2013-07-01",1.19793502719208,1.156427420716,"1.4-1.4-0.8-2.1-0.4-0.9-0.1-1.1-1.3-4.5",6.82401355086013,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-MEZZ-VC-BO-FOF-MEZZ-FOF-VC-VC","9522735-9516883-9514718-9513067-958902-9511427-9511642-956327-953725-951351"
"14","1997-12-31","1999-01-01",1.19073899716191,1.13859300534886,"0.5-1-0.8-0.7-0.1-0.2-0.6-7.5-0.7-0.3",9.27136507381396,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-NatRes-VC-BO-NatRes-VC-BO-BO-BO","951659-951443-95133-950975-95102-95600-951100-951837-955609-951978"
"15","2008-03-31","2009-04-01",0.788359818309782,0.798057869163543,"0.3-1.5-1.3-4.1-0.2-0.9-0.1-1.8-3-5.2",10.6352302508554,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-MEZZ-FOF-FOF-VC-VC","9510761-957148-957944-953335-951910-95583-950986-9371-951727-951518"
"16","2010-12-31","2012-01-01",1.08808747158351,1.1475086414331,"0.9-2.2-1.1-3.9-0.4-2.1-0.2-1.2-1-1.7",6.33072040585578,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-DD-MEZZ-FOF-VC-FOF","9511093-958680-9510289-955360-955374-953482-953938-953695-952791-951950"
"17","2008-06-30","2009-07-01",0.848721346148457,0.76386232883329,"0.3-1.9-1.9-2.8-0.2-1.1-0.3-2-0.6-4.9",9.21922889985876,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-FOF-VC-BO-SEC-SEC-FOF-VC-BO","9510014-9512029-956740-954932-95478-951361-951037-95580-951521-951098"
"18","2007-03-31","2008-03-31",1.20933031501604,1.14603230656385,"0.4-3.6-0.6-5.4-0.2-0.9-0.7-1.9-0-7.9",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-DD-VC-BO-MEZZ-MEZZ-FOF-VC-VC","955375-956200-955107-954898-953492-951841-95716-950844-951655-951172"
"19","2014-12-31","2016-01-01",1.28544654992447,1.10940425341681,"1.1-3-2-1.7-0.2-0.6-0.1-1.5-0.9-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-NatRes-FOF-FOF-VC-BO","9537054-9521715-9521472-9519634-9511040-9517882-9511427-9514982-954181-95825"
"20","2014-09-30","2015-10-01",0.938705579426953,0.93139701634545,"0.3-4.5-0.7-1.7-0.2-1.6-0.1-3-0.4-0.8",10.2154266026335,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-FOF-VC-BO-SEC-FOF-DD-VC-VC","9528915-9539971-9518056-9521196-958665-957826-959299-9509852-957937-954075"
"21","1999-03-31","2000-03-31",0.717359925591009,1.01507624483047,"0.4-7.4-0.9-1.2-0.4-0.5-0.4-2.4-193.6-0.3",13.0764171653666,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-NatRes-MEZZ-DD-BO-BO","95038-95733-95732-951560-95476-95133-951442-956897-95767-951978"
"22","2001-06-30","2002-07-01",1.08943350489797,0.983931943621983,"0.8-1.1-2.2-3.2-0.2-0.9-0.1-0.7-1.1-10.8",9.11897668024769,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-MEZZ-VC-BO-MEZZ-NatRes-NatRes-VC-VC","951413-95134-951593-95538-951073-951315-951472-956127-94994-957293"
"23","2006-06-30","2007-07-01",1.27475516337598,1.27009685149681,"1-2.2-0.8-2.4-0.2-0.8-0.1-3.9-0-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-DD-VC-BO-FOF-MEZZ-MEZZ-VC-MEZZ","953816-957149-95089-953191-95634-95788-95733-951227-950951-951442"
"24","2010-12-31","2012-01-01",1.09159458609961,1.06353050423714,"0.3-1.6-1.3-2.8-0.4-0.6-0.5-4.4-2.1-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-MEZZ-VC-BO-FOF-DD-SEC-VC-BO","9511203-9514370-9511028-95264-956012-953453-953673-952251-951331-95665"
"25","2001-09-30","2002-10-01",1.01739218138637,1.04372659686957,"1-2.4-0.9-2.8-0.3-0.5-0.4-0.7-2.7-35.6",9.74613174175992,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-DD-SEC-NatRes-VC-BO","95165-952091-954567-951648-951448-951247-951003-956127-951507-951985"
"26","2012-12-31","2014-01-01",1.24317876271911,1.20037033133522,"0.2-1.8-1.1-2.6-0.2-0.6-0.1-8.4-0.7-12.8",12.7052466520757,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-raus-VC-BO-FOF-SEC-DD-VC-BO","9520120-9516821-9509953-9510163-957450-956327-954246-953482-954099-951641"
"27","1995-09-30","1996-09-30",1.74679472543845,1.54958393933934,"1.1-7.2-1.9-1.1-0.3-0.7-4.7-2.2-1.3-2.5",7.88187788548965,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-MEZZ-VC-BO-VC-VC-FOF-VC-MEZZ","95230-95133-95330-951194-951468-9513613-9513614-95413-951100-95310"
"28","1998-03-31","1999-04-01",1.20735063508179,0.977961426208433,"1-1.7-1.5-1-0.6-0.6-0.1-9.6-0.7-3.4",8.102543173731,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-BO-DD-DD-VC-FOF-VC","95163-951247-950940-951647-951658-956897-956897-951895-95413-951578"
"29","1997-12-31","1999-01-01",1.00873632093771,1.11160561830328,"0.2-2.3-0.7-1.1-0.4-0.6-0.4-6.4-166.7-600.2",18.6074959597552,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-DD-BO-VC-BO-VC","951832-951247-954574-95501-951469-956897-95148-951578-95767-9513614"
"30","2004-06-30","2005-07-01",1.13583285386832,1.14465278088187,"0.3-5.9-0.8-2.2-0.3-0.8-0.1-1.5-1-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-Infrastructure-VC-BO-MEZZ-MEZZ-NatRes-VC-BO","95164-953458-952507-953430-950948-95716-951227-951472-95687-951057"
"31","1997-12-31","1999-01-01",0.915342715822235,1.00956739380008,"0.2-0.6-0.5-2-0.2-0.6-0.4-6.4-1-1.8",8.98719682066197,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-NatRes-VC-BO-DD-BO-VC-VC-BO","95290-951632-951472-951579-95150-956897-95148-951578-95390-95148"
"32","1995-09-30","1996-09-30",1.39521342833164,1.41452315244203,"0.2-3.7-0.8-0.9-0.3-0.6-0.2-3.7-1-0.7",8.23551890317125,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-DD-VC-BO-MEZZ-VC-VC-BO-VC","95304-951443-953786-950974-951468-951795-951578-951100-951985-95445"
"33","2012-06-30","2013-07-01",1.16374556382775,1.21916449936638,"0.5-3.2-0.8-2.8-0.3-0.8-0.2-2.7-0.7-41.8",11.228438283415,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-RE-MEZZ-NatRes-VC-BO","9515986-9519728-9513830-9510859-9510696-9511330-957051-953568-953615-95691"
"34","2007-03-31","2008-03-31",NA,NA,"0.4-NA-1.1-2.6-0.2-0.8-143.3-1.4-2.4-3.1",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-RE-VC-BO-FOF-NatRes-NatRes-VC-VC","955532-958205-953478-954559-951667-954450-952017-95602-951257-95337"
"35","2001-03-31","2002-04-01",0.898176546512196,0.954030813285581,"2.2-10.1-1.1-1-0.2-1.6-0.4-4-0.4-6",10.2863797997919,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-NatRes-VC-BO-DD-DD-MEZZ-VC-VC","9385-950986-952015-951169-95357-951415-951632-95330-9396-951332"
"36","1998-06-30","1999-07-01",NA,NA,"4.4-NA-3.1-1.9-0.2-11.2-0-2.2-205.8-242",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-BO-DD-DD-BO-VC-BO","95228-95387-952013-952029-951072-953786-956173-95624-951408-95767"
"37","2003-09-30","2004-09-30",0.938345240851209,1.14070982252629,"2-15.4-1-3-0.3-1.7-0.4-1.8-1.3-272.8",13.6359086212488,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-RE-SEC-MEZZ-VC-BO","951048-953067-951059-94980-95231-952061-951034-952032-952029-951405"
"38","2001-06-30","2002-07-01",0.899815674473951,0.922761733120308,"3.4-1.7-0.8-4.9-0.3-2.1-0.1-3-0.7-1.7",9.80119316483345,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-DD-VC-BO-DD-NatRes-DD-VC-FOF","951183-951830-951844-952026-950957-951632-951472-956897-951208-951999"
"39","2004-12-31","2006-01-01",1.2915098401806,1.22217083576522,"1-3.9-0.7-2.2-0.7-0.5-0.3-1.2-0.8-3.8",6.50036996110372,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-DD-RE-MEZZ-VC-VC","952150-953067-955127-951954-95165-951416-951923-952032-950888-95010"
"40","2009-12-31","2011-01-01",1.15640934289072,1.1674576979318,"0.4-4.9-1.4-2-0.3-1.7-0.1-2.8-3.7-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-raus-VC-BO-DD-FOF-RE-VC-VC","9510591-9510074-9511915-954559-953898-953417-954450-951585-953675-95034"
"41","2002-06-30","2003-07-01",NA,NA,"NA-1.4-1.1-2.7-0.3-0.4-0.1-5-1.2-1.3",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-NatRes-VC-BO-NatRes-NatRes-SEC-VC-VC","952234-952022-951473-951598-951708-951472-951472-951003-950975-951101"
"42","2003-06-30","2004-06-30",1.11091873104659,1.17644391478607,"0.9-1.8-2.8-4.4-0.6-1.9-0.1-2.1-1.2-2.2",8.37235200348535,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-FOF-VC-BO-DD-MEZZ-RE-VC-SEC","951902-95695-950986-95473-95402-951243-951797-956269-951560-951003"
"43","2009-03-31","2010-04-01",1.04511984504513,1.12384043642745,"2.6-5.7-0.7-3.3-0.3-0.8-1.4-2.9-1.1-2.7",8.1634363143475,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-DD-VC-BO-FOF-MEZZ-MEZZ-VC-BO","9512858-959299-9509855-957937-95164-952252-95695-954193-951358-95435"
"44","2005-12-31","2007-01-01",1.1838797679315,1.20019893421959,"0.6-2.5-1-2.3-0.4-1.3-0.1-4.5-3.2-17.2",11.2534031583123,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-SEC-VC-BO-DD-RE-MEZZ-VC-VC","951019-956635-953115-952100-952234-952030-955133-951705-950899-951560"
"45","2013-06-30","2014-07-01",1.15560076148454,1.13132859256488,"0.8-0.9-2.1-1.2-0.3-1.1-0.2-1.3-0.3-4.5",7.13189833062943,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-Infrastructure-VC-BO-DD-SEC-FOF-VC-VC","9525299-9513404-9516419-9513544-9511563-9512029-954246-957256-954185-952814"
"46","1996-06-30","1997-07-01",1.64131154000896,1.25604708048501,"0.7-0.7-0.8-1.2-1-1.4-0.1-200-0.7-3.2",10.5760154458933,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-NatRes-VC-BO-BO-BO-VC-BO-BO","95476-951003-95600-94994-951816-95624-94998-9513614-95657-955144"
"47","2009-03-31","2010-04-01",1.22151147845202,1.26024179597112,"2.1-1.6-1.1-2.2-0.3-1.1-0.2-9.4-1.5-38.7",11.3064438081279,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-FOF-SEC-RE-VC-VC","9510788-959283-959280-956926-954058-954835-953115-954568-952796-951597"
"48","1997-09-30","1998-10-01",1.67675357929333,1.26612562010615,"0.6-1.3-0.7-2.4-0-0.5-0.4-1-0.3-1.7",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-DD-VC-BO-RE-BO-VC-VC-BO","951659-951443-951632-951336-950863-951920-951985-95445-957293-951973"
"49","1999-06-30","2000-06-30",1.19015101919161,1.06524228824503,"0.3-2.2-0.5-2.4-0.3-0.5-0.3-1.9-0.7-1.3",7.92303196639449,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-NatRes-MEZZ-FOF-BO-FOF","95428-951705-951923-95393-95349-95133-95330-951999-95629-95413"
"50","2008-06-30","2009-07-01",0.823576816621441,0.796761752179936,"0.3-6.3-1-2.8-0.2-1.3-0.2-3.6-6.3-5.4",12.3632643766701,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-DD-VC-BO-SEC-FOF-raus-VC-BO","957068-9511541-956332-955431-954999-953011-95788-95094-950889-951410"
"51","1996-03-31","1997-04-01",1.2538097543467,1.261358938571,"0.3-0.9-1.1-1.5-0.2-2.3-0.3-4.6-0.3-0.4",9.10274828728653,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-BO-BO-VC-BO-VC-BO","95748-951632-951442-951208-95150-951434-951773-955144-951753-95629"
"52","2003-12-31","2004-12-31",1.20788048468239,1.25769647813267,"0.6-4.4-1.7-11.8-0.3-1.5-0.3-2.1-1.5-12.5",11.4776997611298,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-DD-VC-BO-Infrastructure-NatRes-Infrastructure-VC-VC","951671-95752-952030-95262-95590-94951-952015-94967-951112-950974"
"53","2014-12-31","2016-01-01",1.04536899141741,1.08595136882135,"0.4-0.9-1.7-0.9-0.2-0.4-0.1-2-0.6-70.7",11.9483721287827,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-SEC-VC-BO-DD-FOF-NatRes-VC-VC","9532267-9527652-9522846-9516507-9510788-9530154-958680-958846-954717-951727"
"54","2014-03-31","2015-04-01",NA,NA,"NA-8.7-5.7-2.8-0.5-0.6-0.1-1.3-0.6-86.2",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-MEZZ-FOF-FOF-VC-Infrastructure","9541999-9535263-9512749-9523221-9514092-9514718-958037-955495-955795-954050"
"55","1999-06-30","2000-06-30",1.47394038473682,1.15403521517223,"1-2.1-1.5-1.2-0.2-0.9-0.2-2.3-1.5-5.1",7.52157512093107,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-MEZZ-VC-BO-MEZZ-DD-DD-BO-BO","95104-952015-951593-95687-951097-951315-956897-956897-95148-951837"
"56","2011-09-30","2012-09-30",1.00736053647541,1.08519430270484,"0.5-2.5-0.8-1.7-0.5-0.6-0.1-9.2-0.6-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-SEC-VC-BO-FOF-FOF-RE-VC-VC","9518140-9510389-9514752-9510212-958094-958037-954928-955933-94975-952027"
"57","2006-09-30","2007-10-01",1.19323628731552,1.31789936275349,"1-3.4-1-3-0.3-0.9-2.1-3.9-1.2-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-raus-VC-BO-FOF-DD-MEZZ-VC-BO","955450-955193-954092-953626-952407-952137-95752-951227-951350-95304"
"58","2011-09-30","2012-09-30",0.990646588400824,1.10522721581043,"0.3-2.2-5.4-1.4-0.4-0.8-0.2-5.5-0.7-1.5",9.23106169478944,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-FOF-SEC-DD-VC-VC","9515543-9512056-9515015-9510860-954975-958039-952255-953353-951483-95573"
"59","1998-06-30","1999-07-01",0.996077548995468,1.05835125698012,"0.7-0.9-0.8-1.9-0.2-0.5-0.5-2.3-0.5-1",5.8488214741322,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-RE-MEZZ-VC-VC-BO","95163-951901-951901-951983-951072-951920-951442-95390-957293-95624"
"60","2000-03-31","2001-04-01",0.893939256520978,0.927971458360228,"0.8-0.9-0.8-1.6-0.5-1-0.3-3.4-2.3-1.1",5.07076596677941,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-MEZZ-MEZZ-MEZZ-VC-VC","95250-956109-951844-95246-951659-951443-95330-95330-951596-952024"
"61","2006-12-31","2008-01-01",1.21733433168969,1.40854682903617,"0.3-5.6-0.7-3.3-0.4-0.6-0.2-2.9-1.2-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-DD-VC-BO-FOF-MEZZ-MEZZ-VC-NatRes","955372-957393-95089-953725-95344-95782-954193-95240-951173-956127"
"62","1996-03-31","1997-04-01",1.07823504535663,1.08775491773786,"2.1-1.9-0.7-0.7-0.3-1-0.2-0.9-0.8-0.7",5.59573084645004,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-VC-BO-VC-VC-VC","952012-951443-954574-950974-952014-951578-95693-951753-951578-9513613"
"63","2001-12-31","2003-01-01",0.725798486950743,0.81396702194605,"0.5-3-1.4-2.1-0.4-0.5-0.2-1-1-2.9",7.15375561243927,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-RE-MEZZ-RE-VC-VC","95070-95784-95240-95061-95655-954574-951315-951920-951112-952024"
"64","2009-03-31","2010-04-01",0.938066977744952,0.957978008799638,"1.7-4.6-0.9-2.8-0.3-3.6-0.4-5.5-0.9-0.5",9.09611765751456,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-RE-SEC-SEC-VC-VC","9521816-9512851-957051-954099-953487-955933-952251-951037-950900-951763"
"65","2006-06-30","2007-07-01",1.59668088641448,1.24071274272962,"0.5-14.1-0.8-1.6-0.2-0.8-0.2-3.1-3.7-258.7",15.4698925550197,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-FOF-MEZZ-MEZZ-VC-BO","955293-957256-954552-952814-952407-950846-954193-952091-95178-95803"
"66","1998-03-31","1999-04-01",NA,NA,"NA-1.5-1.2-1.3-0.4-1.1-1.2-9.6-0.5-600.2",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-SEC-DD-VC-BO-VC","952087-955133-95466-951084-951029-951003-953786-951895-95693-9513614"
"67","1997-12-31","1999-01-01",1.08457983416262,1.04918532895078,"0.1-2.3-0.5-1-0.4-0.5-120-0.9-0.6-1.8",11.4295438560312,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-NatRes-VC-BO-RE-VC-BO-BO-BO","951676-951247-951472-951647-951769-951920-9513614-95629-95657-95148"
"68","1997-03-31","1998-04-01",1.14437337359112,1.37342533476263,"0.6-1.1-4.3-1.4-0.3-5.8-0.2-0.9-0.3-4.3",9.74044003988674,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-DD-BO-VC-VC-VC","95095-951443-952013-951101-951658-956173-951973-952024-951753-951100"
"69","2003-06-30","2004-06-30",1.13889596219622,1.25069871877197,"0.7-9.8-1.9-3.3-0.3-1.3-0.4-4.2-1.2-1.1",8.57017774681527,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-NatRes-RE-DD-VC-VC","953724-9412-951314-94984-951805-95134-952061-951243-951560-951208"
"70","2000-09-30","2001-10-01",0.835482843718296,0.718929507473336,"0.5-1.3-1-0.7-0.4-0.9-0.4-2.5-0.2-1.2",5.95817856947451,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-MEZZ-MEZZ-FOF-VC-BO","9360-951992-951900-95026-951707-951315-951442-951999-951507-95629"
"71","2004-09-30","2005-10-01",1.59337920778014,1.43221190431379,"0.3-3-1.3-3.8-0.3-1.5-0.3-2.1-3.3-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-SEC-VC-BO-Infrastructure-FOF-Infrastructure-VC-MEZZ","95049-953417-951361-950865-95435-94951-95579-94967-952029-951442"
"72","2004-03-31","2005-04-01",1.64658686361553,1.50364727534612,"1.3-23-1.4-4.4-0.3-1.2-0.1-1.4-2.2-357.1",15.9077601636419,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-DD-VC-BO-RE-RE-DD-VC-VC","952150-95785-952022-950900-95747-954567-956281-951247-951508-95501"
"73","2011-03-31","2012-03-31",1.19072049854878,1.17160709843124,"0.5-2.5-0.9-2.3-0.2-4.3-0.2-4-0.6-1",9.12231838348063,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-SEC-VC-BO-RE-MEZZ-MEZZ-VC-FOF","9516399-9510873-9513291-9510061-958651-955933-953938-952974-95711-951295"
"74","2011-06-30","2012-06-30",1.09421893802106,1.15980568081315,"0.6-3.4-1.6-2.6-0.3-0.6-0.2-4.9-1.1-5.1",9.79813839483849,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-FOF-VC-BO-RE-RE-MEZZ-VC-BO","9518854-9521540-9511739-9510248-956591-9511870-957208-952974-95036-950957"
"75","2006-03-31","2007-04-01",1.19941620656995,1.43599436895885,"0.5-1.1-1.5-4.1-0.2-1-0.2-16.5-1.4-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-FOF-MEZZ-NatRes-VC-BO","954203-955933-954066-953725-951413-951950-952091-952015-952027-95102"
