"","AD","FD","Pri.NAV.scaled","Pri.Com.scaled","w1","sum.w1","w2","sum.w2","AMT","FID"
"1968","1998-12-31","2000-01-01",2.95323159998384,3.0114900745636,"0.3-1.2-0.6-0.9-0.2-21.7-0.1-3.7-1.4-0.3",11.8405936271156,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-DD-NatRes-BO-BO-BO","951619-95466-951243-951084-951072-953786-95600-94998-94998-951978"
"1969","2007-12-31","2008-12-31",0.932919595440857,0.775800808427462,"0.2-1.6-1.9-2.2-0.2-1.9-0.8-9.2-10.3-12.9",13.0927628287954,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-MEZZ-DD-DD-VC-VC","957078-955674-958152-952066-95232-951830-952030-952030-95081-952029"
"1970","2010-12-31","2012-01-01",1.22210937983282,1.08304783764731,"9.3-1.4-0.7-4.4-0.3-0.9-1.6-1.4-0.7-6",8.66900972066087,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-Infrastructure-DD-VC-BO-RE-MEZZ-FOF-VC-VC","9513249-9510427-959798-957726-954400-955318-95583-953236-95262-94989"
"1971","2014-09-30","2015-10-01",0.939668102270267,1.05502632478789,"0.4-1.6-0.9-4.8-0.2-1.5-0.3-7-0.5-1.2",9.10052550596898,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-DD-DD-NatRes-VC-VC","9533709-9527811-9517879-9516818-9513869-9533950-958229-955322-953240-953832"
"1972","1996-03-31","1997-04-01",1.08900350284762,1.11612109424019,"0.3-6-1.1-2.2-0.2-1-0.1-3.4-0.6-0.8",9.74926742585305,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-VC-VC-VC-VC-BO","95748-952013-951442-95007-951405-951578-957293-951634-95537-951973"
"1973","1997-09-30","1998-10-01",1.35219934387855,1.61135963596521,"0.6-3.5-0.8-1.7-0.2-0-0.3-3.7-0.7-0.3",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-NatRes-VC-BO-DD-BO-BO-BO-VC","951659-952013-95133-951972-9358-956173-951973-95148-955609-957293"
"1974","2007-06-30","2008-06-30",1.10699191276039,1.23872470443622,"0.2-3-1.3-1.5-0.3-0.9-0.2-5.1-2.1-1.7",9.19645694161756,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-SEC-VC-BO-FOF-FOF-RE-VC-VC","956560-958698-954700-953723-952234-956283-954558-951928-95081-951576"
"1975","2003-03-31","2004-03-31",0.999654099073037,1.09229056736963,"4.9-2.9-2.9-5.9-0.2-0.6-0.1-6.7-1.5-268",17.8150172742232,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-MEZZ-DD-DD-VC-BO","951671-951295-952091-950901-95228-951797-951247-951415-952029-95767"
"1976","2008-06-30","2009-07-01",0.799493742520248,0.766139444748771,"0.2-12.9-0.8-1.5-0.2-1.6-0.1-3.6-2.7-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-raus-VC-BO-raus-FOF-raus-VC-BO","9510702-957126-954780-955402-953174-95094-951149-95094-95369-94977"
"1977","2005-12-31","2007-01-01",1.07052021498364,1.27632775786448,"0.6-1.3-5.3-4-0.2-1.7-1.2-4.1-2.8-7.7",10.6314055099527,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-FOF-VC-BO-MEZZ-MEZZ-SEC-VC-VC","955056-952974-956489-952248-95773-95166-951227-951007-9398-951575"
"1978","2005-03-31","2006-04-01",1.21044479849256,1.2154717618217,"0.5-1.4-0.8-1.5-0.3-2.4-0.3-1.9-2.3-1.8",7.00419209661892,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-DD-VC-BO-RE-SEC-NatRes-VC-BO","953101-953011-952022-951331-95747-956900-951007-95134-951644-797"
"1979","2007-12-31","2008-12-31",0.841678053901233,0.889928189995607,"0.5-0.7-1.1-1.8-0.3-0.9-0.2-20.8-2.4-8.4",10.6903436315334,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-FOF-FOF-MEZZ-VC-VC","957510-956965-953417-952129-95640-956283-954124-951705-951648-95026"
"1980","2007-06-30","2008-06-30",1.06942562769851,1.24519105594495,"0.3-1.7-1.5-2.9-0.2-5.4-0.2-2.5-1.8-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-FOF-VC-BO-DD-SEC-FOF-VC-VC","955356-957944-954928-953725-952059-951246-951037-951950-951350-951507"
"1981","2005-12-31","2007-01-01",1.94124521202823,1.64711823440257,"0.3-1.5-1.3-4.9-0.6-3-0.2-3-1.2-4.8",9.52946297026228,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-DD-RE-NatRes-VC-VC","958059-953427-953427-95060-951404-951245-956109-951473-95792-95196"
"1982","2009-09-30","2010-10-01",1.04122815503774,1.07011322873982,"0.6-3.9-1.1-3.7-0.4-2.3-0.2-7.8-1.1-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-RE-VC-BO-DD-RE-RE-VC-NatRes","9510788-9514209-958288-953322-955378-953673-956266-951059-951170-951472"
"1983","1995-03-31","1996-03-31",1.46708946773853,1.1717459568735,"3.6-1.2-1.7-3-0.3-0.7-0.1-1.7-0.6-0.4",8.91347338994733,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-FOF-BO-BO-VC-BO-BO","95162-956897-95330-951635-95413-94998-95693-9513613-95657-951837"
"1984","1996-12-31","1998-01-01",1.30413067728089,1.57939728529219,"0.3-0.7-0.6-0.9-3.9-0.6-0.1-13.1-3.5-0.6",10.6874219800526,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-VC-BO-BO-VC-VC","951804-951632-951920-951101-951816-95537-95629-95624-951254-9513613"
"1985","2007-12-31","2008-12-31",1.61362691608231,0.747227646775651,"0.1-786.6-1.2-6.4-0.3-0.7-0.3-1.9-1.3-23.3",17.8262165639535,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-Infrastructure-VC-BO-FOF-FOF-RE-VC-VC","957724-954020-953564-953335-953646-95788-95784-955127-95740-951238"
"1986","1997-03-31","1998-04-01",1.25965181723198,1.51916131495155,"0.3-3.4-1.1-1.6-0.4-0.7-2.8-1.3-1.3-1.8",6.40816233182926,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-BO-FOF-VC-FOF-BO-MEZZ","951676-95466-95133-951238-950925-951999-951408-95413-951837-951795"
"1987","1997-03-31","1998-04-01",2.00316088022772,1.45238517096956,"0.2-1.3-1.9-1.1-0.6-0.5-0.3-2.6-19-0.6",9.42768789949005,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-MEZZ-VC-BO-RE-BO-BO-VC-VC","95589-95133-951315-95501-951469-951920-95148-951973-951254-95537"
"1988","2000-03-31","2001-04-01",0.875421438918727,0.874349240310882,"0.4-1.4-0.6-1.3-0.6-0.8-0.3-4.1-1.1-0.4",6.38648272152373,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-MEZZ-MEZZ-MEZZ-VC-BO","951839-951930-951247-951560-951974-951315-95330-951442-951635-95693"
"1989","2009-09-30","2010-10-01",0.600402972632771,1.01856671333713,"149.5-3.7-0.7-2.2-0.4-0.7-0.3-7.7-2.7-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-FOF-SEC-RE-VC-BO","9513647-9510012-9510594-953680-956012-953453-951361-951928-951989-95434"
"1990","2012-09-30","2013-10-01",1.2082123201872,1.12020640668959,"0.5-2-1.5-0.7-0.3-1.7-0.2-2.3-0.7-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-FOF-VC-BO-RE-RE-DD-VC-MEZZ","9516329-9518232-9515100-958842-9513787-955935-957208-956139-954898-951140"
"1991","2002-09-30","2003-10-01",NA,NA,"23.5-3.6-NA-3.2-0.7-1.5-0.3-1.2-2.5-27.2",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-RE-DD-RE-VC-BO","952127-95784-950844-951648-951659-95466-951415-954574-951507-951424"
"1992","1996-03-31","1997-04-01",1.29442315807023,1.21601323937117,"0.3-0.7-4.2-1.3-0.2-0.4-0.1-1-1-0.8",8.30955382663799,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-NatRes-VC-BO-VC-BO-FOF-VC-VC","951804-951003-95133-94994-951817-951753-951978-95413-951773-95445"
"1993","2007-09-30","2008-09-30",1.08357576049534,1.02695989970437,"0.2-2.9-0.4-2.2-0.3-2.7-0.2-6.3-2.7-93",15.5519601309963,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-DD-SEC-SEC-VC-DD","955356-955933-953482-954559-951628-952022-952251-951007-951496-951244"
"1994","1995-09-30","1996-09-30",1.22976649983696,1.43313189635058,"0.5-1-1.2-2.1-0.7-1.4-0.2-5-0.6-0.6",6.5510803350434,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-NatRes-VC-VC-VC-FOF-VC-BO-BO","95162-951442-95600-95501-951100-951634-95413-951895-951973-951837"
"1995","2004-12-31","2006-01-01",1.09192422614629,1.20432460340673,"0.1-3.3-1.6-10.2-0.4-1-0.4-2.2-0-0.7",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-RE-RE-RE-VC-BO","95164-9412-950986-952770-951233-956109-95466-956109-950874-950926"
"1996","1998-12-31","2000-01-01",1.26945362718503,1.39102891096052,"0.2-1.2-0.7-1.1-0.3-0.5-0.2-40.7-0-20.1",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-RE-FOF-VC-VC-MEZZ","9359-95466-956269-951560-797-951920-951999-951272-951408-95310"
"1997","2005-06-30","2006-07-01",NA,NA,"2.2-NA-14.9-3.1-0.4-2.6-0.5-4.2-2.5-2.4",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-FOF-VC-BO-RE-RE-MEZZ-VC-MEZZ","954999-9510944-95787-95483-95344-951900-956281-950940-95522-951315"
"1998","2002-06-30","2003-07-01",0.924974080742098,0.999488362365033,"1.1-3.4-1.3-6.7-0.4-1.5-0.2-2.1-4.5-30.4",12.0752085046251,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-MEZZ-VC-BO-RE-MEZZ-MEZZ-VC-MEZZ","951303-951926-95240-95403-950948-95466-952013-951315-95501-951442"
"1999","1997-12-31","1999-01-01",2.7046273425577,1.26790684622903,"0.2-1.6-3.2-1.7-0.2-0.6-0.7-2.8-3.5-12.2",11.0339774201022,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-MEZZ-VC-BO-DD-BO-VC-VC-BO","95589-951901-952013-951983-95150-956897-951837-95390-951895-95624"
"2000","2011-09-30","2012-09-30",1.17679539112786,1.18745565936156,"0.8-2.6-0.8-1.6-0.3-2-0.1-2-0.6-4.1",8.68646703281772,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-raus-NatRes-VC-BO-RE-FOF-SEC-VC-VC","9516240-9536769-9512546-958093-957873-958896-957256-954068-951915-951692"
"2001","2007-09-30","2008-09-30",1.00640785407595,1.09501084954175,"0.4-5-0.8-2.3-0.3-1-0.3-3.1-2.2-6.3",9.7501360324623,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-SEC-RE-SEC-VC-MEZZ","957084-956339-955832-950921-951449-953011-95042-951037-951169-95732"
"2002","2005-03-31","2006-04-01",1.31861150855959,1.20037086386636,"0.3-6-1-1.8-0.1-3.3-0.2-3.2-1.1-3.2",11.1110762117724,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-DD-VC-BO-MEZZ-MEZZ-Infrastructure-VC-VC","955100-956489-952126-953648-951360-951623-95240-94951-951528-951112"
"2003","2008-03-31","2009-04-01",0.808630866251182,0.870984819492022,"308.6-1.6-7.7-2.5-0.2-1.3-0.2-1.5-5.1-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-Infrastructure-VC-BO-SEC-SEC-FOF-VC-NatRes","956985-9520772-9510071-95711-95561-952251-951038-95788-94988-951472"
"2004","2002-12-31","2004-01-01",NA,NA,"1.6-NA-0.6-2.6-0.3-1.9-0.1-6-1.1-0",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-NatRes-VC-BO-RE-DD-MEZZ-VC-BO","951449-9519433-95602-95394-95163-952061-951247-951443-950887-95102"
"2005","2005-12-31","2007-01-01",1.19409262123156,1.19038593836071,"0.4-0.8-1.5-4.3-0.4-7.3-0.2-16-2.8-8.1",13.411189607558,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-SEC-VC-BO-DD-MEZZ-DD-VC-BO","954339-953673-95366-952327-951839-951992-952091-951992-951726-951661"
"2006","2011-03-31","2012-03-31",1.15862753749227,1.12723170396018,"1.2-1.2-1.5-1.5-0.6-0.4-0.1-3.1-0.5-32.3",10.2048913007181,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-FOF-VC-BO-DD-MEZZ-RE-VC-RE","9516509-9516748-9511425-9510202-955777-9509855-954565-951585-952503-954567"
"2007","1999-09-30","2000-09-30",2.42595655669587,2.26415329667087,"0.3-0.7-0.9-1-0.2-1.1-0.1-1-16.5-20.6",11.501992905857,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-DD-NatRes-RE-BO-BO","951410-952061-955133-951845-95729-956897-95600-951920-951985-951985"
"2008","2007-06-30","2008-06-30",1.01392759180514,1.15860930530411,"0.3-6.2-1.5-3.1-0.2-0.5-0.6-15.3-1.4-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-Infrastructure-NatRes-VC-BO-DD-SEC-DD-VC-BO","955356-9510071-956355-951531-951048-952126-951005-951245-952027-95399"
"2009","2007-06-30","2008-06-30",1.10535173751296,1.20872226542542,"0.2-12.2-1-1.6-0.5-1.7-0.3-3.3-0.8-2.8",9.4553111663349,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-raus-VC-BO-Infrastructure-MEZZ-RE-VC-MEZZ","954975-9510499-954092-955112-950990-952507-95695-951059-95083-95732"
"2010","2014-12-31","2016-01-01",1.0214945274813,1.00882754304133,"0.6-2-1-1.8-0.2-0.6-0.3-4.3-0.8-39",10.4613160298975,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-raus-RE-VC-BO-FOF-DD-DD-VC-VC","9531096-9532919-9514903-9523098-9521816-957318-958187-956721-957259-951699"
"2011","2000-12-31","2002-01-01",0.908220427202385,0.93921476034521,"0.5-1.1-0.6-1-0.2-0.7-0.1-1-1.1-4.6",7.18934741679651,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-FOF-VC-BO-NatRes-NatRes-RE-VC-VC","950960-95733-950985-951169-95103-95133-95600-951920-951635-951895"
"2012","2013-03-31","2014-04-01",1.29013076449246,1.24522382838361,"0.3-1.6-1.2-1.5-0.2-1.5-0.1-1.6-1.1-1.7",7.67519327212233,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-Infrastructure-NatRes-VC-BO-FOF-RE-FOF-VC-VC","9516508-9517897-9527617-9513565-9511313-9513756-958152-953414-953852-95370"
"2013","1995-12-31","1996-12-31",1.2299006983274,1.20773861150189,"0.1-0.7-1-1.3-0.7-0.6-0.1-1.7-0.3-2.1",8.56824836221652,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-VC-VC-VC-VC-VC-BO","951057-951920-95600-951787-951272-952024-9513613-95390-951753-955144"
"2014","2004-03-31","2005-04-01",1.39503160889264,1.21407262009987,"1.1-17.9-0.9-4.5-0.4-0.7-0.2-1.6-2.4-6.9",10.748946171535,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-MEZZ-NatRes-MEZZ-VC-VC","951912-953936-955127-952800-951768-951705-951473-951797-95196-951983"
"2015","1995-03-31","1996-03-31",1.45277749880811,1.28614613185382,"0.3-43.9-0.9-1.7-0.5-0.9-0.2-1.6-0.6-0.7",9.36732569672939,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-VC-VC-FOF-VC-BO","95718-951443-951442-951332-951985-95537-9513613-95413-952024-951468"
"2016","2013-03-31","2014-04-01",1.13428435576934,1.09642298054285,"0.6-2.9-0.8-2.2-0.2-0.7-0.1-2.8-0.9-7.2",9.96489618066477,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-NatRes-VC-BO-DD-FOF-MEZZ-VC-SEC","9528920-9515880-9515841-9513067-9515002-958162-9510155-953938-953913-95467"
"2017","2004-03-31","2005-04-01",1.71542466282352,1.37911055293329,"5.1-3-4-4.9-0.3-1.2-0.2-8.5-0.6-2.3",12.1829155783862,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-FOF-VC-BO-RE-DD-FOF-VC-BO","953490-95069-950844-951727-951779-954567-951244-95579-95396-95356"
"2018","1998-06-30","1999-07-01",1.38947576097229,1.33270818634198,"0.5-3.6-0.7-1.5-0.3-0.8-2.2-0.5-6.2-3.4",8.69326669830643,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-FOF-DD-BO-BO-BO","950872-952013-954574-951597-95230-951999-953786-951978-951434-951837"
"2019","2001-12-31","2003-01-01",NA,NA,"2.9-1.2-1.2-2.6-0.2-0.5-NA-3.3-6.8-8.8",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-MEZZ-VC-BO-RE-SEC-DD-VC-BO","951975-956900-951705-95404-95103-954574-951006-956897-95007-94998"
"2020","2006-09-30","2007-10-01",1.12222009239117,1.13405608090504,"0.1-2-1.2-2.4-0.2-0.9-0.1-1.5-0.9-3.9",9.94270826568941,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-SEC-VC-BO-FOF-DD-MEZZ-VC-VC","956121-953454-951361-9389-952506-954450-951416-95733-95194-951091"
"2021","2003-03-31","2004-03-31",0.924417526243156,0.874388270663982,"1.3-5-1.9-4.3-1-2.1-0.4-2-2.3-5",8.76599337830618,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-MEZZ-MEZZ-MEZZ-VC-VC","954154-950846-954568-952800-95291-951227-950940-95732-950887-95051"
"2022","2005-03-31","2006-04-01",1.08487370209617,1.20159335782356,"1.3-20.9-1.4-2.5-1.7-1-1.1-1.4-2.5-4.5",7.93765518807176,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-FOF-RE-RE-VC-BO","953487-954835-951149-951271-951402-951951-952061-956281-951518-94977"
"2023","2012-12-31","2014-01-01",1.07622478819915,1.0674657009572,"0.2-4.1-1.3-2-0.1-0.4-0.1-0.7-186.7-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-Infrastructure-VC-BO-DD-FOF-NatRes-VC-VC","9522379-9513763-9517897-958658-959015-9510497-953988-954148-953366-951825"
"2024","2013-09-30","2014-10-01",1.17406192942605,1.10740910370291,"0.8-2.6-3.7-1-0.2-1-0.2-1.6-2.5-3.4",8.31593343360203,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-NatRes-VC-BO-SEC-SEC-FOF-VC-VC","9532819-9520420-9522075-9512074-9511774-957797-9510942-9515994-955537-95018"
"2025","2014-09-30","2015-10-01",1.07817678166426,1.12085666652704,"0.3-1.9-1-1.4-0.2-0.9-0.2-2.6-1.3-0.7",7.08108592107923,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-FOF-FOF-DD-VC-VC","9535496-9517896-9521540-9515673-9515002-9553749-958009-955825-955250-9411"
"2026","1996-06-30","1997-07-01",1.05471545364315,1.12084349769639,"0.4-2.3-1.1-0.6-0.3-3.1-0.1-3.4-1.6-3.1",9.81847683954961,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-MEZZ-BO-VC-VC-MEZZ","951702-951315-951442-9396-950954-95310-955609-951634-951272-95310"
"2027","1999-12-31","2000-12-31",1.0629981754392,0.976429667219745,"0.4-1.8-1-0.7-0.1-1.5-0.2-0.8-0.4-0.3",8.52164754176562,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-MEZZ-DD-NatRes-BO-BO","951672-954567-95387-951647-95821-95330-956897-95600-95693-951978"
"2028","2000-12-31","2002-01-01",0.892952071039704,0.898706019209866,"0.3-0.9-0.5-1.6-0.5-0.7-0.3-0.7-5.1-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-RE-VC-BO-NatRes-DD-NatRes-VC-VC","95291-95602-951923-95687-951659-95133-951632-956127-951332-951408"
"2029","2012-06-30","2013-07-01",1.1081030007225,1.0950587743047,"1.5-1.8-2.4-2.5-0.3-0.8-0.2-1.4-0.8-4.2",7.81626582353733,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-DD-RE-raus-VC-RE","9527511-9511699-9510597-9510163-955612-959633-954066-955722-955078-951928"
"2030","2000-03-31","2001-04-01",NA,NA,"0.2-0.9-1.6-0.1-0.2-0.6-0.1-NA-2.5-2",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-BO-NatRes-RE-NatRes-VC-VC","951402-956109-952015-9398-95803-95133-951920-956127-95051-957293"
"2031","1998-03-31","1999-04-01",NA,NA,"0.3-20.2-0.5-1.2-NA-6.2-0.1-2.5-480.2-1.8",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-DD-VC-BO-DD-DD-VC-VC-BO","9359-951844-951243-95090-95356-953786-956897-95390-9513614-951468"
"2032","2007-09-30","2008-09-30",0.596007071709439,1.1164350814143,"0.5-1.2-1.2-1.6-0.3-1.1-0.4-19.8-3.2-119.7",12.6771889994681,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-SEC-VC-BO-SEC-MEZZ-RE-VC-BO","957510-959039-953115-953610-951048-951361-95695-951930-951257-950926"
"2033","2009-09-30","2010-10-01",1.05970610440221,1.13305742373103,"0.3-8.5-1.1-1.9-0.3-0.7-1.1-2.5-0.7-32.2",10.4820930902312,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-FOF-MEZZ-FOF-VC-SEC","9513559-9511996-957370-954344-958059-953454-951140-95787-951692-951034"
"2034","2008-09-30","2009-10-01",0.895818053231127,0.874959083277035,"0.2-0.9-0.9-2.4-4-0.7-0.5-5.7-1.7-1.4",7.73931082924611,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-FOF-NatRes-MEZZ-VC-VC","955481-956332-955318-955250-951902-953236-952798-951624-951114-951528"
"2035","2006-12-31","2008-01-01",1.26793690162506,1.27208825940565,"0.7-8.7-3.2-2.8-0.4-1.2-0.2-4.3-18.2-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-DD-VC-BO-MEZZ-FOF-DD-VC-DD","953820-956800-953368-9420-95200-800-951951-95387-95646-953786"
"2036","2013-09-30","2014-10-01",1.01139130569932,1.04722773204661,"0.3-1.3-1.6-2.4-0.8-0.7-0.1-1.2-0.3-5.1",8.70974792449022,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-Infrastructure-VC-BO-SEC-FOF-MEZZ-VC-VC","9525579-9520273-9515510-9509849-9511008-9513291-9512040-9511642-954185-951511"
"2037","1996-12-31","1998-01-01",1.31723482333599,1.23815258961358,"0.6-2-0.6-2.4-0.7-0.8-8.8-6.9-0.7-0.4",8.54932446959903,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-SEC-VC-BO-BO-VC-VC-BO-VC","95399-95133-951003-951579-952014-94998-9513614-951272-95657-952024"
