"","AD","FD","Pri.NAV.scaled","Pri.Com.scaled","w1","sum.w1","w2","sum.w2","AMT","FID"
"3824","2002-06-30","2003-07-01",0.965780904246655,0.918735188155483,"0.3-1.5-3.4-1.3-0.5-1.3-0.5-0.7-0.7-14.5",8.13173477141508,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-FOF-VC-BO-RE-DD-NatRes-VC-VC","950990-95240-956283-95792-952020-952061-951632-956127-9396-951634"
"3825","1999-09-30","2000-09-30",1.08251479192004,1.21239767012275,"0.2-1.4-0.5-2.2-0.2-0.5-0.1-3.3-0.3-0.4",11.3468708806401,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-RE-NatRes-MEZZ-BO-VC","951708-951705-951923-95061-95729-954574-95600-95330-951978-951753"
"3826","2014-03-31","2015-04-01",1.1278376481199,1.04388384413019,"1.7-12.9-1.8-1.9-0.2-0.7-0.2-1.7-1-50",12.3356981388016,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-FOF-VC-BO-FOF-FOF-FOF-VC-MEZZ","959611-9528065-9518443-9513067-9510658-958701-9514982-9511524-953813-952974"
"3827","2001-03-31","2002-04-01",0.810615280466332,0.72116439952151,"2.2-2.5-10.7-0.8-0.2-0.8-0.4-1.2-1-0.8",7.45247268875112,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-DD-VC-BO-NatRes-SEC-RE-VC-VC","9385-95240-951416-95404-95399-95133-951003-954574-951336-952146"
"3828","2011-06-30","2012-06-30",1.03319283574614,1.03315958372103,"1-3.7-1.3-1.6-0.6-0.7-0.1-1-3.4-0.9",6.53992232134212,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-SEC-VC-BO-Infrastructure-FOF-FOF-VC-BO","9516240-9518711-9515786-953322-9510725-958253-953567-953695-957729-95712"
"3829","2012-12-31","2014-01-01",1.17741684666425,1.18536554625643,"1.3-1.1-1.4-1.5-0.2-0.6-0.1-8.4-0.7-3.4",9.23114249960545,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-FOF-VC-BO-FOF-RE-DD-VC-VC","9522258-9521157-9517753-9517682-957766-956340-9511443-953482-959727-951400"
"3830","2014-12-31","2016-01-01",1.05895094162795,1.0689549425745,"0.4-2.2-1-1.5-0.4-1.8-0.3-4.1-0.5-7.3",8.91027190387335,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-Infrastructure-VC-BO-RE-RE-RE-VC-RE","9527155-9523651-9518135-9514274-9514785-9509864-957839-956716-955791-956293"
"3831","2001-09-30","2002-10-01",0.963481009138457,1.03167288385523,"0.5-1.1-1.9-2.5-0.6-0.8-0.1-3-2.1-2.6",8.17921732490999,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-FOF-VC-BO-MEZZ-NatRes-DD-VC-FOF","95400-95733-951950-95687-9383-951315-951472-956897-95051-95413"
"3832","1999-12-31","2000-12-31",1.499766118478,1.54395148946937,"0.2-1.9-0.7-0.6-0.4-0.4-0.2-0.8-1.3-0.4",7.96261029014948,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-DD-VC-BO-NatRes-DD-NatRes-BO-VC","952020-952015-951247-951597-951029-95600-956897-95600-94998-951753"
"3833","2001-03-31","2002-04-01",0.93057820409336,0.936952675661589,"0.3-0.8-0.8-1.6-0.4-1.6-0.1-1.2-2.8-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-DD-MEZZ-RE-VC-VC","95762-951930-956281-95687-95290-951415-952013-954574-951237-951408"
"3834","2012-03-31","2013-04-01",NA,NA,"NA-1.7-0.9-3.1-0.2-0.7-0.1-1.5-0.7-2",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-Infrastructure-RE-VC-BO-NatRes-FOF-RE-VC-FOF","9523248-9521357-9513934-958292-9509941-957191-956800-956956-954344-951950"
"3835","1997-09-30","1998-10-01",1.09204054330293,0.958197416996239,"0.3-0.9-1-1-0.2-0.7-0.1-3.2-5.1-1.5",8.77588772699477,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-BO-DD-VC-VC-VC-BO","95095-954574-951472-9396-951072-956897-95445-951773-9513613-951468"
"3836","2014-09-30","2015-10-01",1.02443113199934,1.23652991134685,"0.4-2.2-0.8-1.7-0.2-2.9-0-1.7-1.1-23.1",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-RE-FOF-FOF-VC-BO","9536146-9540432-9522077-9524114-9513869-9510878-959285-9511524-955252-951050"
"3837","1998-12-31","2000-01-01",1.46857968317066,1.37276645020218,"0.4-0.6-1-0.8-0.2-1.5-0.1-0.7-0.2-1.7",8.46448912792567,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-SEC-NatRes-BO-BO-BO","95228-951923-95466-95080-95729-951003-95600-95629-951978-94998"
"3838","2001-09-30","2002-10-01",0.881422655050364,0.811464432280612,"0.8-1.5-0.7-0.8-0.5-0.8-0.1-1-6.8-17.6",9.21212449376968,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-MEZZ-RE-RE-VC-BO","951617-951830-956281-951376-951974-950940-954574-951920-95007-951837"
"3839","1997-03-31","1998-04-01",1.20104944027321,1.31995949928539,"0.8-1.1-1.3-2.1-0.1-0.7-0.2-0.9-1.3-6.8",7.87610068198966,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-NatRes-VC-BO-FOF-BO-VC-BO-VC","9383-951443-951472-95080-95102-951999-95657-952024-951837-9513613"
"3840","1997-09-30","1998-10-01",1.18224132685067,1.15430969580623,"0.4-0.9-1.7-0.7-0-0.5-0.1-3.4-2.1-0.5",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-MEZZ-VC-BO-RE-VC-BO-VC-VC","95221-95133-951315-950975-950863-951920-957293-951468-951634-952024"
"3841","2009-06-30","2010-07-01",1.10230411002178,1.12025456707916,"0.7-2.2-0.8-4.1-0.2-0-0.2-2.2-10.7-54.7",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-raus-VC-BO-RE-FOF-FOF-VC-BO","9510137-9511369-956034-953335-955056-954020-951130-954558-951640-951708"
"3842","2010-06-30","2011-07-01",1.16514534454469,1.18481171891304,"0.4-2.6-0.6-2-0.4-0.6-0.1-1.5-1.1-2.1",8.04818906250359,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-FOF-Infrastructure-FOF-VC-BO","9510571-9510218-9513832-957901-956121-953695-956739-954450-95835-95692"
"3843","2002-12-31","2004-01-01",0.973859940716682,1.05559672600058,"1.6-1.4-1.6-6.5-0.2-0.9-0.1-1.8-1.7-167.3",13.4038687170573,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-SEC-VC-BO-MEZZ-NatRes-MEZZ-VC-VC","951449-95240-951036-951114-95305-95732-956128-952032-950975-951596"
"3844","2001-06-30","2002-07-01",NA,NA,"0.3-1.7-0.7-2.1-0.3-0.8-NA-4-0.5-242",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-DD-VC-BO-MEZZ-RE-NatRes-VC-BO","95463-951036-951992-951128-95221-950940-951903-95600-9396-95767"
"3845","1997-09-30","1998-10-01",1.15856980911342,1.19559518478075,"0.6-0.7-1.1-2.4-0.5-0.7-1.5-1.9-2.1-0.5",5.37050512893151,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-BO-MEZZ-VC-BO-VC-BO","951659-951243-951443-951336-951769-95330-951272-955609-951634-95693"
"3846","2014-09-30","2015-10-01",1.26658421957076,1.10909404516587,"0.5-2.9-0.7-1.2-0.4-0.6-0.3-1-2.9-0.9",6.0980148309014,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-SEC-VC-BO-NatRes-RE-FOF-VC-VC","9520522-9541895-9529935-9514581-9516315-9513344-9509864-959777-956421-95060"
"3847","1997-03-31","1998-04-01",1.14083721176852,1.21236126443568,"2.3-2.1-0.9-1.6-0.3-0.7-0.6-9.1-1.2-0.6",7.12310557868145,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-FOF-VC-BO-BO-BO","951448-951315-951443-951238-797-951999-951634-955144-95148-95629"
"3848","2010-09-30","2011-10-01",1.16055957076747,1.09984695836498,"0.3-9.6-0.4-1.4-0.2-0.8-0.2-1.9-0.8-2.1",9.76745302969349,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-DD-VC-BO-MEZZ-SEC-NatRes-VC-BO","9512634-9519772-9510068-954388-955325-954482-95366-954148-952788-95692"
"3849","2013-12-31","2015-01-01",1.01565152443617,1.10999649357067,"0.5-1.1-1-1.5-0.3-0.7-0.2-3.1-0.6-148",11.0034481381924,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-MEZZ-SEC-RE-VC-VC","9536577-9531804-9512589-9514851-9513006-9512635-957470-955935-955216-951598"
"3850","2010-06-30","2011-07-01",1.20240571098103,1.14881360446784,"0.9-12.7-1.5-1.8-0.7-2.4-0.3-2.1-2.5-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-FOF-VC-BO-RE-MEZZ-FOF-VC-VC","9515525-9513069-958679-956214-955350-953478-95069-95580-95054-94982"
"3851","2005-12-31","2007-01-01",1.68398992784128,1.53478287168814,"0.6-2.5-3-1.6-0.2-1.4-0.2-3.2-1.4-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-BO-NatRes-MEZZ-FOF-VC-BO","955056-956635-954148-951331-9385-951473-95240-95579-95170-951982"
"3852","2000-06-30","2001-07-01",0.976026390015591,0.688451853936273,"0.2-12.1-0.8-1.2-0.3-1-0.4-0.7-0.1-4.6",10.8136883497729,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-MEZZ-MEZZ-NatRes-VC-VC","95402-95166-950940-95687-95356-951443-951442-95600-95501-951895"
"3853","2000-09-30","2001-10-01",0.724528852732423,0.627037116385336,"0.5-3.9-0.6-0.9-0.4-1.5-0.3-0.9-0.2-2",7.60398412607949,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-SEC-SEC-NatRes-VC-VC","950912-951950-955133-951518-95718-951003-951003-95600-951507-957293"
"3854","2004-12-31","2006-01-01",1.4896345882715,1.81536579475759,"0.4-1.3-3.1-4.5-0.7-0.9-15-165-4.3-4.2",14.9838651871972,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-FOF-VC-BO-NatRes-DD-DD-VC-BO","953492-952251-954450-951825-951833-95134-951415-951415-951969-95150"
"3855","1997-09-30","1998-10-01",1.20202419282208,1.04899189218788,"0.2-1.9-3-1.7-0.2-0.7-0.3-124.5-1.2-0.5",12.7503924522942,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-MEZZ-BO-VC-VC-VC","951011-951315-952013-951972-951072-95330-95148-9513614-951773-952024"
"3856","2000-06-30","2001-07-01",1.7448346434199,1.39781792284381,"2-1.1-0.8-1.8-0.2-0.6-0.1-3.1-0.6-1.9",8.30631782720422,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-BO-NatRes-RE-SEC-VC-VC","95692-956900-95134-950899-95073-95133-951920-951003-952146-957293"
"3857","2011-12-31","2012-12-31",0.966684158034755,1.03711143115048,"0.4-0.9-2.6-2.5-0.3-1.7-0.1-7-0.9-0.9",9.08727075318669,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-FOF-VC-BO-NatRes-FOF-DD-VC-VC","9511987-9512683-9517753-957058-957655-959297-956489-952126-951015-951428"
"3858","1998-03-31","1999-04-01",NA,NA,"NA-1-1.2-1.3-0.1-0.9-0.2-1-1.8-35.7",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-FOF-FOF-VC-BO-VC","952087-951901-95466-95080-95821-951999-951999-957293-951985-951254"
"3859","1998-06-30","1999-07-01",1.08877426831277,0.990532185098789,"0.4-0.8-0.7-1.5-0.4-0.9-0.2-4-2-0.6",7.12293066064717,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-NatRes-VC-BO-DD-MEZZ-BO-VC-BO","951838-951472-951472-951560-951658-956897-95330-95657-951895-95693"
"3860","2008-06-30","2009-07-01",0.927963581726339,1.0219349382323,"0.4-10-0.9-3.9-0.2-49.7-18-2-0-2.9",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-NatRes-DD-FOF-VC-BO","9514473-9511996-957208-957710-951019-95599-951246-95580-95761-951838"
"3861","1998-06-30","1999-07-01",1.10516243043944,1.23481929373769,"0.7-0.8-1.3-2.3-0.3-2.5-0.1-5.8-2.8-2.2",9.67387520694747,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-DD-VC-BO-MEZZ-RE-VC-VC-VC","95163-952061-951247-951579-951260-951442-951920-951634-951578-951100"
"3862","2009-06-30","2010-07-01",1.09292249269242,1.13510968051952,"2.5-2.1-2-3.4-0.2-0.8-0-4.3-0.6-4.5",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-raus-FOF-VC-BO-FOF-RE-SEC-VC-VC","9511495-9509953-9510072-955190-955374-954106-953319-953011-951599-951257"
"3863","2011-03-31","2012-03-31",1.37701155801984,1.37415574122702,"0.8-2.8-2.5-5.3-0.3-0.7-0-1.6-1.5-1.8",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-SEC-RE-RE-VC-BO","9518677-9518985-9510004-9510449-957407-957149-957691-9510944-950921-95747"
"3864","2009-12-31","2011-01-01",1.19096088267517,1.16031679025751,"0.4-1.1-5.8-2.8-0.2-0.7-0.5-1.5-0.7-2.5",8.13676906726584,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-FOF-DD-FOF-VC-VC","9510043-958484-9509857-958700-955669-953567-951248-95789-94984-951785"
"3865","2004-06-30","2005-07-01",0.744005271276733,0.846738267138203,"0.4-4.7-1.6-3.5-0.3-1.3-0.1-1202.2-0.7-8.3",17.5203809494651,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-FOF-DD-RE-VC-VC","950968-952252-956283-95504-951834-951950-951247-951903-951969-94994"
"3866","2000-06-30","2001-07-01",0.872418044753542,1.01416580578846,"0.2-2-1-0.1-91.9-0.5-0.3-1.7-0.5-28.6",15.6001733496835,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-BO-NatRes-MEZZ-DD-VC-VC","95325-951245-951705-951084-951057-951472-95330-956897-94994-951254"
"3867","2002-09-30","2003-10-01",NA,NA,"0.5-NA-2.4-5.1-0.3-NA-0.3-0.9-0.6-7",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-Infrastructure-RE-NatRes-VC-VC","951615-95789-952091-951645-95494-94967-951901-951472-95169-951787"
"3868","2014-12-31","2016-01-01",1.0443495231446,1.03852221210307,"0.3-13.7-0.8-1.2-0.2-0.4-0.1-6.5-0.4-1.3",12.1056046558137,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-FOF-FOF-RE-VC-VC","9540825-9520094-9536042-9520272-9513559-9515991-9512030-955930-958554-95067"
"3869","2009-03-31","2010-04-01",0.900022735021368,0.902517759266063,"22-2.2-1.6-2.2-0.4-0.5-0.1-1.9-1-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-FOF-VC-BO-RE-Infrastructure-FOF-VC-BO","9510471-957981-955875-956926-955100-9510944-956739-950844-951351-951661"
"3870","2010-12-31","2012-01-01",1.08250746270229,1.13245815468373,"0.2-1.1-0.9-2.9-0.5-0.6-0.1-1.4-1.2-1.3",7.16253530009132,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-raus-VC-BO-SEC-FOF-FOF-VC-VC","9510571-9511206-9510329-956970-955612-954700-953936-953332-951358-951856"
"3871","2004-03-31","2005-04-01",1.40677321117804,1.37837788960189,"2.9-2.9-1.9-7.5-0.4-1.4-0.1-2.9-5.6-4.2",12.5640883022118,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-NatRes-VC-BO-MEZZ-RE-RE-VC-VC","953445-95422-952798-9420-95746-951623-956281-956269-951983-95010"
"3872","2011-03-31","2012-03-31",1.004269158559,1.03844841583516,"0.4-2.9-31.8-3-0.2-0.7-0.3-1.6-2.1-1.1",11.016416861799,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-BO-FOF-RE-RE-VC-VC","9520031-9515201-9514128-957178-957511-956828-956997-955080-952769-950901"
"3873","2014-03-31","2015-04-01",1.00852328468409,1.06473368700538,"0.8-2.1-1.1-2.3-0.2-2.3-0.3-2.2-0.9-2.5",7.34972864637441,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-FOF-VC-BO-Infrastructure-RE-RE-VC-VC","9520441-9527410-9513935-9520035-9513787-9510469-958478-9509857-955543-952417"
"3874","2002-12-31","2004-01-01",1.16368740343607,1.07436504557311,"0.2-11.6-2.4-7.8-1.8-3.1-0.1-4.4-9-17.4",17.547108675464,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-MEZZ-VC-BO-DD-RE-SEC-VC-BO","950859-95788-95166-951847-95135-951415-954574-951003-951237-951405"
"3875","1997-09-30","1998-10-01",1.21699675719989,1.18737334701211,"0.2-1.4-1.1-1-0.2-3.2-1.3-6.7-0.4-0.5",8.58771875439793,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-SEC-VC-BO-DD-VC-BO-BO-VC","951832-95466-951003-9396-9358-953786-9513613-951434-95693-951753"
"3876","2000-06-30","2001-07-01",1.09965523574701,0.897060319509137,"0.1-1-1.1-1.7-0.1-0.6-0.2-1-0.4-1.2",8.44998444172279,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-DD-VC-BO-NatRes-DD-RE-VC-BO","951402-951593-951992-95403-95821-95133-956897-951920-951575-95629"
"3877","2003-12-31","2004-12-31",1.04615838496739,0.999275004665688,"0.4-10-4.4-6-0.5-0.7-0.3-1.3-1.1-4.9",10.6929444132335,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-MEZZ-Infrastructure-DD-VC-VC","952407-9372-95788-952400-951850-951829-94951-951247-9355-951127"
"3878","2000-06-30","2001-07-01",0.861174692177632,0.886224483572755,"0.2-1-0.9-0.8-0.2-0.7-0.1-1.7-1.1-1.4",7.16905059626072,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-RE-VC-BO-MEZZ-RE-DD-VC-FOF","95402-95134-956900-95522-95151-951315-951920-956897-951237-95413"
"3879","2000-09-30","2001-10-01",0.760213754907564,0.714133288587636,"0.3-1-0.9-0.5-0.2-0.5-0.2-1.7-0.2-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-RE-VC-BO-RE-DD-DD-VC-VC","955605-956900-956900-951084-95073-954574-956897-956897-95501-951272"
"3880","2004-03-31","2005-04-01",0.996719135649747,1.06516024398243,"1.4-3-0.9-6-344.8-0.9-0.4-1.6-0.9-1.2",10.9545059981942,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-NatRes-RE-MEZZ-VC-VC","953492-95069-955127-952796-954627-95134-95466-951797-951647-951647"
"3881","1996-09-30","1997-10-01",1.08994438912597,1.10188779752678,"0.7-0.7-0.6-2.9-0.4-1.2-0.2-2.7-1.6-1.4",6.79666408861533,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-RE-VC-BO-BO-BO-BO-VC-BO","951974-951003-951920-95051-952014-951985-951468-951985-951272-95624"
"3882","2008-03-31","2009-04-01",0.637584762855021,0.869076496027368,"0.5-1.1-2.9-6.7-0.3-0.9-0.1-208.1-0.6-18.2",16.1174599879798,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-RE-VC-BO-SEC-FOF-DD-VC-RE","959791-958120-958166-953850-955533-95422-951301-951246-95247-951900"
"3883","2009-09-30","2010-10-01",NA,NA,"NA-1.3-1.8-6.8-0.2-6.1-0.1-6.6-1.4-10.2",NA,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-RE-VC-BO-NatRes-Infrastructure-RE-VC-VC","9512708-959280-958478-957726-953935-952016-956739-956293-951646-951496"
"3884","2011-09-30","2012-09-30",1.24183405556186,1.07726752841808,"0.7-10.6-0.8-1.8-0.4-1-0.4-8-0.9-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-Infrastructure-NatRes-VC-BO-RE-MEZZ-SEC-VC-VC","9518854-9518965-958644-959137-955448-958487-952974-95422-953191-950951"
"3885","1995-03-31","1996-03-31",1.12334122227631,1.10341713310347,"0.3-2.5-1-2.5-0.2-0.9-0.3-2.7-0.3-0.3",9.35652288215426,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-NatRes-DD-VC-BO-VC-VC-BO-BO-VC","95821-95600-956897-95007-955609-95537-951408-95767-95693-957293"
"3886","2008-03-31","2009-04-01",0.834566748901235,0.841357047436065,"0.3-2.2-1.6-3.1-0.6-0.6-0.1-1.4-2.1-8",10.0759233689835,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-FOF-FOF-FOF-VC-BO","957635-9519434-9511529-954932-951902-953203-95788-9372-951446-951072"
"3887","1998-12-31","2000-01-01",1.38600878704588,1.25668335734354,"0.6-1.4-0.7-2.3-0.2-0.4-0.2-0-22.5-1.3",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-RE-VC-BO-NatRes-FOF-VC-VC-FOF","950872-951244-951901-951172-95729-95600-951999-951408-951254-95413"
"3888","1998-03-31","1999-04-01",1.03661557277141,0.929334009018821,"0-1.1-1.5-1-0.1-0.6-0-1-28.6-0.5",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-MEZZ-VC-BO-DD-NatRes-VC-VC-VC","95842-951923-951315-951647-95729-956897-95600-957293-951254-951753"
"3889","2009-03-31","2010-04-01",0.882310029088289,0.991293862929543,"1.7-1-1.5-1.6-0.3-2.9-0.2-15.6-0.9-14",10.7759072016971,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-RE-VC-BO-Infrastructure-NatRes-MEZZ-VC-BO","9521816-958721-957839-955328-954067-952507-954148-95695-951427-95813"
"3890","2005-12-31","2007-01-01",1.04456641246169,0.893201584508804,"0.3-0.4-1.3-2.5-0.2-0.9-0.6-16-1.6-7.7",10.8083552647448,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-MEZZ-VC-BO-MEZZ-DD-DD-VC-VC","953618-953514-95069-95835-951489-95240-951245-951992-951169-951575"
"3891","2010-06-30","2011-07-01",0.599748594062504,1.00501880657371,"0.3-0.9-10.7-1.9-0.2-1.2-0.2-1.4-0.8-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-FOF-VC-BO-FOF-FOF-FOF-VC-DD","9512634-9513134-9513106-954932-955339-955826-953067-956489-95067-951247"
"3892","2008-09-30","2009-10-01",0.888142134577943,0.847970603923375,"0.4-2.4-0-1.9-0.3-0.7-0.2-15.7-0.5-5.8",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-FOF-FOF-VC-BO-FOF-SEC-MEZZ-VC-BO","9510069-958880-957257-953866-951809-953695-95366-95695-95483-95221"
"3893","1997-12-31","1999-01-01",1.10754518258856,0.86349254427129,"0.3-2.3-1.2-0.6-0.1-0.9-0.1-0.9-3.5-0.9",8.90404380927792,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-BO-MEZZ-VC-BO-VC-FOF","95095-951247-951315-951101-951072-95330-95445-95629-951895-95413"
"3894","1995-03-31","1996-03-31",1.41214529239072,1.43513621096376,"2.3-0.8-0.9-1.5-0.3-0.6-0.2-1.7-0.6-1.4",6.26904074999071,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-SEC-FOF-VC-VC-VC-MEZZ-VC-FOF-BO","95230-951003-951999-951194-951272-95445-951795-9513613-95413-951434"
"3895","1999-12-31","2000-12-31",1.12762976852968,1.16843734651168,"0.2-1.4-1.6-0.9-0.4-0.6-0.1-3.3-16.5-1.6",10.7182622212178,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-NatRes-VC-BO-NatRes-NatRes-MEZZ-BO-VC","951410-956281-952015-94982-951029-95133-95600-95330-951985-95390"
"3896","2002-06-30","2003-07-01",1.00290002803665,0.928268872160115,"0.8-5.7-2.3-4.8-0.3-0.5-0.1-2.1-0.9-26",12.6702342432923,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-MEZZ-MEZZ-VC-BO-DD-NatRes-MEZZ-VC-BO","95013-800-954193-951644-95140-951247-956128-951315-95393-951424"
"3897","1997-12-31","1999-01-01",1.15347094381936,1.13142853270478,"0.2-1.6-1-0.9-0.2-0.8-7.1-7.5-2.4-0",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-RE-SEC-VC-BO-FOF-VC-BO-VC-BO","951832-951901-951003-9396-950954-951999-951254-951837-951100-955144"
"3898","1997-06-30","1998-07-01",11.807533293448,1.72609793473362,"0.5-0.8-1.4-1.1-0-0.5-0.1-21-2.8-2.7",Inf,"1-2-0.5-1.5-1.2-1.5-1-1-1-1",2.37954613413017,"BO-DD-MEZZ-VC-BO-RE-BO-BO-MEZZ-BO","95095-951632-951315-95501-951816-951920-951978-951973-95310-951837"
