"","Date","Fund.ID","NAV","NAV.date","NCF","CD","CC","Age.week","NAV.date.diff","delta.CC","delta.CD","delta.NCF","delta.NAV","delta.NAV.NCF","Return.NAV","Return.EVB","TVPI","RVPI","CD2CC","NAV2Com","Fuel.Level"
"24",2015-12-31,"9543624",504360,"2015-03-31",-566000,0,566000,46,39,NA,NA,NA,NA,NA,NA,NA,0.8911,0.8911,0,0.0504,0.8911
"25",2009-12-31,"9518882",NA,NA,NA,NA,NA,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2010-12-31,"9518882",2259370,"2010-12-31",-2343145,0,2343145,20,0,4450699,76028,-4374671,4783850,409179,1.1811,1.061,0.9642,0.9642,0,0.2259,0.9908
"27",2011-12-31,"9518882",7043220,"2011-12-31",-6717816,76028,6793844,72,0,1856645,720720,-1135925,3385970,2250045,1.3195,1.2528,1.0479,1.0367,0.0112,0.7043,1.0273
"28",2012-12-31,"9518882",10429190,"2012-12-31",-7853741,796748,8650489,124,0,285605,2537821,2252216,-1452820,799396,1.0766,1.0746,1.2977,1.2056,0.0921,1.0429,1.195
"29",2013-12-31,"9518882",8976370,"2013-12-31",-5601525,3334569,8936094,176,0,150688,4335802,4185114,-2233660,1951454,1.2174,1.2138,1.3777,1.0045,0.3732,0.8976,1.0044
"30",2014-12-31,"9518882",6742710,"2014-12-31",-1416411,7670371,9086782,228,0,33556,77262,43706,304380,348086,1.0516,1.0514,1.5862,0.742,0.8441,0.6743,0.743
"31",2015-12-31,"9518882",7047090,"2015-03-31",-1372705,7747633,9120338,281,39,NA,NA,NA,NA,NA,NA,NA,1.6222,0.7727,0.8495,0.7047,0.7727
"32",2013-06-30,"9539996",NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2014-06-30,"9539996",NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2015-06-30,"9539996",965290,"2015-03-31",-1163000,0,1163000,32,13,NA,NA,NA,NA,NA,NA,NA,0.83,0.83,0,0.0965,0.83
"35",2005-06-30,"957472",NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2006-06-30,"957472",NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2007-06-30,"957472",4290870,"2007-05-31",-4230844,914313,5145157,43,4,4480762,1280828,-3199934,3398190,198256,1.0462,1.0226,1.0117,0.834,0.1777,0.4291,0.919
"38",2008-06-30,"957472",7689060,"2008-05-31",-7430778,2195141,9625919,96,4,917369,0,-917369,883500,-33869,0.9956,0.9961,1.0268,0.7988,0.228,0.7689,0.8163
"39",2009-06-30,"957472",8572560,"2009-05-31",-8348147,2195141,10543288,148,4,0,470226,470226,116670,586896,1.0685,1.0685,1.0213,0.8131,0.2082,0.8131,0.8131
"40",2010-06-30,"957472",8689230,"2010-05-31",-7877921,2665367,10543288,200,4,0,2977799,2977799,-1174620,1803179,1.2075,1.2075,1.077,0.8241,0.2528,0.8241,0.8241
"41",2011-06-30,"957472",7514610,"2011-05-31",-4900122,5643166,10543288,252,4,0,1879752,1879752,-2090040,-210288,0.972,0.972,1.248,0.7127,0.5352,0.7127,0.7127
"42",2012-06-30,"957472",5424570,"2012-05-31",-3020370,7522918,10543288,304,4,0,1053947,1053947,-399700,654247,1.1206,1.1206,1.228,0.5145,0.7135,0.5145,0.5145
"43",2013-06-30,"957472",5024870,"2013-05-31",-1966423,8576865,10543288,356,4,0,1966664,1966664,-881760,1084904,1.2159,1.2159,1.2901,0.4766,0.8135,0.4766,0.4766
"44",2014-06-30,"957472",4143110,"2014-05-31",241,10543529,10543288,409,4,0,3783736,3783736,-3391130,392606,1.0948,1.0948,1.393,0.393,1,0.393,0.393
"45",2015-06-30,"957472",751980,"2015-05-31",3783977,14327265,10543288,461,4,NA,NA,NA,NA,NA,NA,NA,1.4302,0.0713,1.3589,0.0713,0.0713
"46",1998-12-31,"952770",NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1999-12-31,"952770",1869060,"1999-12-31",-1977928,0,1977928,26,0,6413060,1098005,-5315055,9171630,3856575,3.0634,1.4657,0.945,0.945,0,0.1869,0.9872
"48",2000-12-31,"952770",11040690,"2000-12-31",-7292983,1098005,8390988,79,0,953,2208192,2207239,-3908180,-1700941,0.8459,0.846,1.4466,1.3158,0.1309,1.1041,1.3117
"49",2001-12-31,"952770",7132510,"2001-12-31",-5085744,3306197,8391941,131,0,108059,2352502,2244443,-3174130,-929687,0.8697,0.8716,1.2439,0.8499,0.394,0.7133,0.8518
"50",2002-12-31,"952770",3958380,"2002-12-31",-2841301,5658699,8500000,183,0,0,1363167,1363167,-2111670,-748503,0.8109,0.8109,1.1314,0.4657,0.6657,0.3958,0.4657
"51",2003-12-31,"952770",1846710,"2003-12-31",-1478134,7021866,8500000,235,0,0,506582,506582,-474360,32222,1.0174,1.0174,1.0434,0.2173,0.8261,0.1847,0.2173
"52",2004-12-31,"952770",1372350,"2004-12-31",-971552,7528448,8500000,287,0,0,248686,248686,-356300,-107614,0.9216,0.9216,1.0472,0.1615,0.8857,0.1372,0.1615
"53",2005-12-31,"952770",1016050,"2005-12-31",-722866,7777134,8500000,339,0,0,92106,92106,-18620,73486,1.0723,1.0723,1.0345,0.1195,0.915,0.1016,0.1195
"54",2006-12-31,"952770",997430,"2006-12-31",-630760,7869240,8500000,392,0,0,0,0,290760,290760,1.2915,1.2915,1.0431,0.1173,0.9258,0.0997,0.1173
"55",2007-12-31,"952770",1288190,"2007-12-31",-630760,7869240,8500000,444,0,0,0,0,153830,153830,1.1194,1.1194,1.0773,0.1516,0.9258,0.1288,0.1516
"56",2008-12-31,"952770",1442020,"2008-12-31",-630760,7869240,8500000,496,0,0,0,0,-380670,-380670,0.736,0.736,1.0954,0.1696,0.9258,0.1442,0.1696
"57",2009-12-31,"952770",1061350,"2009-12-31",-630760,7869240,8500000,548,0,0,773689,773689,-877180,-103491,0.9025,0.9025,1.0507,0.1249,0.9258,0.1061,0.1249
"58",2010-12-31,"952770",184170,"2010-12-31",142929,8642929,8500000,600,0,0,121125,121125,-170440,-49315,0.7322,0.7322,1.0385,0.0217,1.0168,0.0184,0.0217
"59",2011-12-31,"952770",13730,"2011-12-31",264054,8764054,8500000,652,0,0,43377,43377,-13730,29647,3.1593,3.1593,1.0327,0.0016,1.0311,0.0014,0.0016
"60",2012-12-31,"952770",0,"2012-12-31",307431,8807431,8500000,705,0,0,-1431,-1431,0,-1431,-Inf,-Inf,1.0362,0,1.0362,0,0
"61",2013-12-31,"952770",0,"2013-12-31",306000,8806000,8500000,757,0,0,0,0,0,0,NA,NA,1.036,0,1.036,0,0
"62",2014-12-31,"952770",0,"2014-12-31",306000,8806000,8500000,809,0,NA,NA,NA,NA,NA,NA,NA,1.036,0,1.036,0,0
"63",2006-12-31,"9510497",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2007-12-31,"9510497",9185540,"2007-12-31",-8953982,0,8953982,39,0,0,0,0,-2661680,-2661680,0.7102,0.7102,1.0259,1.0259,0,0.9186,1.0232
"65",2008-12-31,"9510497",6523860,"2008-12-31",-8953982,0,8953982,92,0,1046018,40226,-1005792,2322380,1316588,1.2018,1.1739,0.7286,0.7286,0,0.6524,0.757
"66",2009-12-31,"9510497",8846240,"2009-12-31",-9959774,40226,10000000,144,0,0,0,0,2260260,2260260,1.2555,1.2555,0.8886,0.8846,0.004,0.8846,0.8846
"67",2010-12-31,"9510497",11106500,"2010-12-31",-9959774,40226,10000000,196,0,0,0,0,1560990,1560990,1.1405,1.1405,1.1147,1.1106,0.004,1.1106,1.1106
"68",2011-12-31,"9510497",12667490,"2011-12-31",-9959774,40226,10000000,248,0,14787,1726938,1712151,-1128160,583991,1.0461,1.046,1.2708,1.2667,0.004,1.2667,1.2667
"69",2012-12-31,"9510497",11539330,"2012-12-31",-8247623,1767164,10014787,300,0,-14787,3635277,3650064,-1626190,2023874,1.1754,1.1756,1.3287,1.1522,0.1765,1.1522,1.1525
"70",2013-12-31,"9510497",9913140,"2013-12-31",-4597559,5402441,10000000,352,0,0,2997560,2997560,-2013140,984420,1.0993,1.0993,1.5316,0.9913,0.5402,0.9913,0.9913
"71",2014-12-31,"9510497",7900000,"2014-12-31",-1599999,8400001,10000000,405,0,0,3000000,3000000,-3000000,0,1,1,1.63,0.79,0.84,0.79,0.79
"72",2015-12-31,"9510497",4900000,"2015-06-30",1400001,11400001,10000000,457,26,NA,NA,NA,NA,NA,NA,NA,1.63,0.49,1.14,0.49,0.49
"73",2007-06-30,"9511264",NA,NA,NA,NA,NA,-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2008-06-30,"9511264",NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2009-06-30,"9511264",954280,"2009-06-30",-1171429,0,1171429,46,0,942857,40000,-902857,1717140,814283,1.8533,1.4292,0.8146,0.8146,0,0.0954,0.9798
"76",2010-06-30,"9511264",2671420,"2010-06-30",-2074286,40000,2114286,98,0,3171430,851429,-2320001,2957150,637149,1.2385,1.109,1.2824,1.2635,0.0189,0.2671,1.0519
"77",2011-06-30,"9511264",5628570,"2011-06-30",-4394287,891429,5285716,150,0,1777142,1282857,-494285,1471420,977135,1.1736,1.1319,1.2335,1.0649,0.1686,0.5629,1.032
"78",2012-06-30,"9511264",7099990,"2012-06-30",-4888572,2174286,7062858,202,0,1228570,1359999,131429,554290,685719,1.0966,1.0823,1.3131,1.0053,0.3078,0.71,1.0035
"79",2013-06-30,"9511264",7654280,"2013-06-30",-4757143,3534285,8291428,254,0,2044644,2169010,124366,570730,695096,1.0908,1.0717,1.3494,0.9232,0.4263,0.7654,0.9406
"80",2014-06-30,"9511264",8225010,"2014-06-30",-4632777,5703295,10336072,306,0,393197,2265318,1872121,-1808160,63961,1.0078,1.0074,1.3475,0.7958,0.5518,0.7958,0.8032
"81",2015-06-30,"9511264",6416850,"2015-03-31",-2760656,7968613,10729269,359,13,NA,NA,NA,NA,NA,NA,NA,1.3408,0.5981,0.7427,0.5981,0.5981
"82",1999-06-30,"951786",NA,NA,NA,NA,NA,-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2000-06-30,"951786",NA,NA,-1000000,0,1000000,1,NA,1000000,14700,-985300,NA,NA,NA,NA,NA,NA,0,NA,NA
"84",2001-06-30,"951786",1290810,"2000-12-31",-1985300,14700,2000000,53,26,1420000,5750,-1414250,1636090,221840,1.1719,1.0818,0.6528,0.6454,0.0074,0.1291,0.9333
"85",2002-06-30,"951786",2926900,"2002-03-31",-3399550,20450,3420000,105,13,680000,72480,-607520,294100,-313420,0.8929,0.9131,0.8618,0.8558,0.006,0.2927,0.9536
"86",2003-06-30,"951786",3221000,"2003-06-30",-4007070,92930,4100000,158,0,2700000,401220,-2298780,2805770,506990,1.1574,1.0856,0.8083,0.7856,0.0227,0.3221,0.9174
"87",2004-06-30,"951786",6026770,"2004-06-30",-6305850,494150,6800000,210,0,1400000,1452100,52100,1180500,1232600,1.2045,1.166,0.959,0.8863,0.0727,0.6027,0.9273
"88",2005-06-30,"951786",7207270,"2005-06-30",-6253750,1946250,8200000,262,0,1800000,1925761,125761,1747600,1873361,1.2599,1.208,1.1163,0.8789,0.2373,0.7207,0.9067
"89",2006-06-30,"951786",8954870,"2006-06-30",-6127989,3872011,10000000,314,0,0,3032042,3032042,4674220,7706262,1.8606,1.8606,1.2827,0.8955,0.3872,0.8955,0.9017
"90",2007-06-30,"951786",13629090,"2007-06-30",-3095947,6904053,10000000,366,0,0,743410,743410,-1971180,-1227770,0.9099,0.9099,2.0533,1.3629,0.6904,1.3629,1.3412
"91",2008-06-30,"951786",11657910,"2008-06-30",-2352537,7647463,10000000,419,0,613454,1323078,709624,-3771500,-3061876,0.7374,0.7505,1.9305,1.1658,0.7647,1.1658,1.1559
"92",2009-06-30,"951786",7886410,"2009-06-30",-1642913,8970541,10613454,471,0,21073,864674,843601,1152020,1995621,1.253,1.2524,1.5883,0.7431,0.8452,0.7431,0.7436
"93",2010-06-30,"951786",9038430,"2010-06-30",-799312,9835215,10634527,523,0,2809,2698292,2695483,1502830,4198313,1.4645,1.4644,1.7748,0.8499,0.9248,0.8499,0.85
"94",2011-06-30,"951786",10541260,"2011-06-30",1896171,12533507,10637336,575,0,0,1672650,1672650,-3849140,-2176490,0.7935,0.7935,2.1692,0.991,1.1783,0.991,0.991
"95",2012-06-30,"951786",6692120,"2012-06-30",3568821,14206157,10637336,627,0,0,1155560,1155560,-1588270,-432710,0.9353,0.9353,1.9646,0.6291,1.3355,0.6291,0.6291
"96",2013-06-30,"951786",5103850,"2013-06-30",4724381,15361717,10637336,679,0,-37336,538283,575619,236950,812569,1.1592,1.1604,1.9239,0.4798,1.4441,0.4798,0.4798
"97",2014-06-30,"951786",5340800,"2014-06-30",5300000,15900000,10600000,732,0,37336,1229257,1191921,-2505480,-1313559,0.7541,0.7558,2.0038,0.5038,1.5,0.5038,0.5056
"98",2015-06-30,"951786",2835320,"2015-03-31",6491921,17129257,10637336,784,13,NA,NA,NA,NA,NA,NA,NA,1.8768,0.2665,1.6103,0.2665,0.2665
"99",1995-12-31,"951676",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1996-12-31,"951676",3306570,"1996-12-31",-1721124,1900791,3621915,39,0,2523333,1399721,-1123612,9858490,8734878,3.6417,2.4983,1.4377,0.9129,0.5248,0.3307,0.955
"101",1997-12-31,"951676",13165060,"1997-12-31",-2844736,3300512,6145248,91,0,1318109,3529058,2210949,-4927700,-2716751,0.7936,0.8124,2.6794,2.1423,0.5371,1.3165,2.0028
"102",1998-12-31,"951676",8237360,"1998-12-31",-633787,6829570,7463357,144,0,207218,36626,-170592,796330,625738,1.076,1.0741,2.0188,1.1037,0.9151,0.8237,1.1106
"103",1999-12-31,"951676",9033690,"1999-12-31",-804379,6866196,7670575,196,0,47253,61753,14500,-213220,-198720,0.978,0.9781,2.0728,1.1777,0.8951,0.9034,1.1947
"104",2000-12-31,"951676",8820470,"2000-12-31",-789879,6927949,7717828,248,0,0,3601216,3601216,-4468480,-867264,0.9017,0.9017,2.0405,1.1429,0.8977,0.882,1.1575
"105",2001-12-31,"951676",4351990,"2001-12-31",2811337,10529165,7717828,300,0,-955298,362206,1317504,-2341510,-1024006,0.7647,0.6985,1.9282,0.5639,1.3643,0.4352,0.5192
"106",2002-12-31,"951676",2010480,"2002-12-31",4128841,10891371,6762530,352,0,8769,1797466,1788697,-1903510,-114813,0.9429,0.9431,1.9078,0.2973,1.6105,0.201,0.3211
"107",2003-12-31,"951676",106970,"2003-12-31",5917538,12688837,6771299,404,0,7972,167234,159262,-72050,87212,1.8153,1.7587,1.8897,0.0158,1.8739,0.0107,0.048
"108",2004-12-31,"951676",34920,"2004-12-31",6076800,12856071,6779271,457,0,0,0,0,9650,9650,1.2763,1.2763,1.9015,0.0052,1.8964,0.0035,0.0365
"109",2005-12-31,"951676",44570,"2005-12-31",6076800,12856071,6779271,509,0,0,0,0,0,0,1,1,1.903,0.0066,1.8964,0.0045,0.0379
"110",2006-12-31,"951676",44570,"2006-09-30",6076800,12856071,6779271,561,13,220729,443929,223200,-44570,178630,5.0079,1.6733,1.903,0.0066,1.8964,0.0045,0.0379
"111",2007-12-31,"951676",0,"2007-12-31",6300000,13300000,7000000,613,0,0,0,0,0,0,NA,NA,1.9,0,1.9,0,0
"112",2008-12-31,"951676",0,"2008-12-31",6300000,13300000,7000000,665,0,0,0,0,0,0,NA,NA,1.9,0,1.9,0,0
"113",2009-12-31,"951676",0,"2009-12-31",6300000,13300000,7000000,718,0,NA,NA,NA,NA,NA,NA,NA,1.9,0,1.9,0,0
"114",2005-06-30,"956407",NA,NA,NA,NA,NA,-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2006-06-30,"956407",1275410,"2006-06-30",-1515712,0,1515712,6,0,536044,0,-536044,406660,-129384,0.8986,0.9286,0.8415,0.8415,0,0.1275,0.9789
"116",2007-06-30,"956407",1682070,"2007-06-30",-2051756,0,2051756,59,0,1792976,0,-1792976,573010,-1219966,0.2747,0.6489,0.8198,0.8198,0,0.1682,0.9675
"117",2008-06-30,"956407",2255080,"2008-06-30",-3844732,0,3844732,111,0,850277,0,-850277,129390,-720887,0.6803,0.7679,0.5865,0.5865,0,0.2255,0.8602
"118",2009-06-30,"956407",2384470,"2009-06-30",-4695009,0,4695009,163,0,1663586,0,-1663586,1127540,-536046,0.7752,0.8676,0.5079,0.5079,0,0.2384,0.7968
"119",2010-06-30,"956407",3512010,"2010-06-30",-6358595,0,6358595,215,0,1792977,2236599,443622,1663590,2107212,1.6,1.3972,0.5523,0.5523,0,0.3512,0.7496
"120",2011-06-30,"956407",5175600,"2011-06-30",-5914973,2236599,8151572,267,0,1090573,0,-1090573,2088720,998147,1.1929,1.1593,0.9093,0.6349,0.2744,0.5176,0.7383
"121",2012-06-30,"956407",7264320,"2012-06-30",-7005546,2236599,9242145,320,0,942699,406654,-536045,-443620,-979665,0.8651,0.8806,1.028,0.786,0.242,0.7264,0.826
"122",2013-06-30,"956407",6820700,"2013-06-30",-7541591,2643253,10184844,372,0,1116157,701843,-414314,-1740910,-2155224,0.684,0.7285,0.9292,0.6697,0.2595,0.6697,0.7041
"123",2014-06-30,"956407",5079790,"2014-06-30",-7955905,3345096,11301001,424,0,69000,322866,253866,-1474370,-1220504,0.7597,0.763,0.7455,0.4495,0.296,0.4495,0.4528
"124",2015-06-30,"956407",3605420,"2015-06-30",-7702039,3667962,11370001,476,0,NA,NA,NA,NA,NA,NA,NA,0.6397,0.3171,0.3226,0.3171,0.3171
"125",1996-06-30,"95403",NA,NA,NA,NA,NA,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1997-06-30,"95403",1540750,"1997-05-31",-3499991,565,3500556,23,4,2100707,1085868,-1014839,3460150,2445311,2.5871,1.6715,0.4403,0.4401,2e-04,0.1541,0.804
"127",1998-06-30,"95403",5000900,"1998-05-31",-4514830,1086433,5601263,75,4,3300000,672640,-2627360,1683880,-943480,0.8113,0.8863,1.0868,0.8928,0.194,0.5001,0.94
"128",1999-06-30,"95403",6684780,"1999-05-31",-7142190,1759073,8901263,127,4,1100000,11802545,10702545,1783990,12486535,2.8679,2.604,0.9486,0.751,0.1976,0.6685,0.7784
"129",2000-06-30,"95403",8468770,"2000-05-31",3560355,13561618,10001263,179,4,0,0,0,1527160,1527160,1.1803,1.1803,2.2028,0.8468,1.356,0.8468,0.8468
"130",2001-06-30,"95403",9995930,"2001-05-31",3560355,13561618,10001263,231,4,0,0,0,-7893250,-7893250,0.2104,0.2104,2.3555,0.9995,1.356,0.9995,0.9995
"131",2002-06-30,"95403",2102680,"2002-05-31",3560355,13561618,10001263,284,4,0,0,0,-526900,-526900,0.7494,0.7494,1.5662,0.2102,1.356,0.2102,0.2101
"132",2003-06-30,"95403",1575780,"2003-05-31",3560355,13561618,10001263,336,4,0,0,0,-348580,-348580,0.7788,0.7788,1.5135,0.1576,1.356,0.1576,0.1575
"133",2004-06-30,"95403",1227200,"2004-05-31",3560355,13561618,10001263,388,4,0,0,0,-671060,-671060,0.4532,0.4532,1.4787,0.1227,1.356,0.1227,0.1226
"134",2005-06-30,"95403",556140,"2005-05-31",3560355,13561618,10001263,440,4,0,0,0,-187170,-187170,0.6634,0.6634,1.4116,0.0556,1.356,0.0556,0.0555
"135",2006-06-30,"95403",368970,"2006-02-28",3560355,13561618,10001263,492,17,0,0,0,-368970,-368970,0,0,1.3929,0.0369,1.356,0.0369,0.0368
"136",2007-06-30,"95403",0,"2007-05-31",3560355,13561618,10001263,544,4,-1262,-1619,-357,0,-357,-Inf,1.2829,1.356,0,1.356,0,-1e-04
"137",2008-06-30,"95403",0,"2008-06-30",3559998,13559999,10000001,597,0,NA,NA,NA,NA,NA,NA,NA,1.356,0,1.356,0,0
"138",2011-12-31,"9529672",NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2012-12-31,"9529672",544950,"2012-12-31",-594742,757,595499,39,0,1837808,0,-1837808,1948780,110972,1.2036,1.0466,0.9164,0.9151,0.0013,0.0545,0.9904
"140",2013-12-31,"9529672",2493730,"2013-12-31",-2432550,757,2433307,91,0,2305194,188375,-2116819,3791840,1675021,1.6717,1.349,1.0251,1.0248,3e-04,0.2494,1.0115
"141",2014-12-31,"9529672",6285570,"2014-12-31",-4549369,189132,4738501,144,0,500000,0,-500000,1036160,536160,1.0853,1.079,1.3664,1.3265,0.0399,0.6286,1.2953
"142",2015-12-31,"9529672",7321730,"2015-03-31",-5049369,189132,5238501,196,39,NA,NA,NA,NA,NA,NA,NA,1.4338,1.3977,0.0361,0.7322,1.3977
"143",2011-12-31,"9526060",NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2012-12-31,"9526060",659460,"2012-12-31",-600000,0,600000,46,0,857000,0,-857000,1086750,229750,1.3484,1.1515,1.0991,1.0991,0,0.0659,1.0201
"145",2013-12-31,"9526060",1746210,"2013-12-31",-1457000,0,1457000,98,0,1154000,0,-1154000,1515450,361450,1.207,1.1246,1.1985,1.1985,0,0.1746,1.0979
"146",2014-12-31,"9526060",3261660,"2014-12-31",-2611000,0,2611000,150,0,343000,0,-343000,928880,585880,1.1796,1.1625,1.2492,1.2492,0,0.3262,1.2203
"147",2015-12-31,"9526060",4190540,"2015-06-30",-2954000,0,2954000,202,26,NA,NA,NA,NA,NA,NA,NA,1.4186,1.4186,0,0.4191,1.4186
"148",2013-06-30,"9550298",NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2014-06-30,"9550298",NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2015-06-30,"9550298",695650,"2015-03-31",-808696,0,808696,32,13,NA,NA,NA,NA,NA,NA,NA,0.8602,0.8602,0,0.0696,0.8602
"151",2008-06-30,"9513934",NA,NA,NA,NA,NA,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2009-06-30,"9513934",39050,"2009-06-30",-207501,0,207501,19,0,1473258,0,-1473258,1326810,-146448,-2.7503,0.9032,0.1882,0.1882,0,0.0039,0.9816
"153",2010-06-30,"9513934",1365860,"2010-06-30",-1680759,0,1680759,72,0,2075011,0,-2075011,2921700,846689,1.6199,1.2461,0.8126,0.8126,0,0.1366,0.9656
"154",2011-06-30,"9513934",4287560,"2011-06-30",-3755770,0,3755770,124,0,4284899,1867078,-2417821,3292550,874729,1.204,1.102,1.1416,1.1416,0,0.4288,1.0581
"155",2012-06-30,"9513934",7580110,"2012-06-30",-6173591,1867078,8040669,176,0,705504,1249262,543758,40400,584158,1.0771,1.0705,1.1749,0.9427,0.2322,0.758,0.9497
"156",2013-06-30,"9513934",7620510,"2013-06-30",-5629833,3116340,8746173,228,0,404492,3251660,2847168,-124850,2722318,1.3572,1.3392,1.2276,0.8713,0.3563,0.7621,0.877
