"";"Date";"NAV";"NCF";"CD";"CC";"delta.NCF";"delta.NAV";"delta.NAV.NCF";"Return";"TVPI";"NAV2CC";"CD2CC";"NAV2minus.NCF"
"1";2008-12-31;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"2";2009-12-31;406800;-645066;0;645066;-645066;406800;-238266;-Inf;0,6306;0,6306;0;0,6306
"3";2010-12-31;1106090;-1343287;0;1343287;-698221;699290;1069;1,0026;0,8234;0,8234;0;0,8234
"4";2011-12-31;2407980;-2594957;0;2594957;-1251670;1301890;50220;1,0454;0,9279;0,9279;0;0,9279
"5";2012-12-31;3913400;-3998344;21369;4019713;-1403387;1505420;102033;1,0424;0,9789;0,9736;0,0053;0,9788
"6";2013-12-31;5263900;-4751857;438859;5190716;-753513;1350500;596987;1,1525;1,0986;1,0141;0,0845;1,1078
"7";2014-12-31;8586000;-6837001;1113000;7950001;-2085144;3322100;1236956;1,235;1,22;1,08;0,14;1,2558
"8";2015-12-31;8427000;-6598501;1351500;7950001;238500;-159000;79500;1,0093;1,23;1,06;0,17;1,2771
