Date,Open,High,Low,Close,Volume,Adjusted Close
2016-03-15,10.77,10.77,10.77,10.77,0.0,10.77
2016-03-14,10.77,10.77,10.77,10.77,0.0,10.77
2016-03-11,10.76,10.76,10.76,10.76,0.0,10.76
2016-03-10,10.77,10.77,10.77,10.77,0.0,10.77
2016-03-09,10.79,10.79,10.79,10.79,0.0,10.79
2016-03-08,10.81,10.81,10.81,10.81,0.0,10.81
2016-03-07,10.77,10.77,10.77,10.77,0.0,10.77
2016-03-04,10.78,10.78,10.78,10.78,0.0,10.78
2016-03-03,10.8,10.8,10.8,10.8,0.0,10.8
2016-03-02,10.78,10.78,10.78,10.78,0.0,10.78
2016-03-01,10.78,10.78,10.78,10.78,0.0,10.78
2016-02-29,10.82,10.82,10.82,10.82,0.0,10.82
2016-02-26,10.81,10.81,10.81,10.81,0.0,10.789001
2016-02-25,10.84,10.84,10.84,10.84,0.0,10.818942
2016-02-24,10.82,10.82,10.82,10.82,0.0,10.79898
2016-02-23,10.82,10.82,10.82,10.82,0.0,10.79898
2016-02-22,10.81,10.81,10.81,10.81,0.0,10.789001
2016-02-19,10.81,10.81,10.81,10.81,0.0,10.789001
2016-02-18,10.81,10.81,10.81,10.81,0.0,10.789001
2016-02-17,10.78,10.78,10.78,10.78,0.0,10.759058
2016-02-16,10.79,10.79,10.79,10.79,0.0,10.769039
2016-02-12,10.81,10.81,10.81,10.81,0.0,10.789001
2016-02-11,10.86,10.86,10.86,10.86,0.0,10.838903
2016-02-10,10.85,10.85,10.85,10.85,0.0,10.828923
2016-02-09,10.83,10.83,10.83,10.83,0.0,10.808961
2016-02-08,10.84,10.84,10.84,10.84,0.0,10.818942
2016-02-05,10.79,10.79,10.79,10.79,0.0,10.769039
2016-02-04,10.79,10.79,10.79,10.79,0.0,10.769039
2016-02-03,10.78,10.78,10.78,10.78,0.0,10.759058
2016-02-02,10.8,10.8,10.8,10.8,0.0,10.77902
2016-02-01,10.75,10.75,10.75,10.75,0.0,10.729117
2016-01-29,10.77,10.77,10.77,10.77,0.0,10.749078
2016-01-28,10.74,10.74,10.74,10.74,0.0,10.697179
2016-01-27,10.73,10.73,10.73,10.73,0.0,10.687218
2016-01-26,10.73,10.73,10.73,10.73,0.0,10.687218
2016-01-25,10.73,10.73,10.73,10.73,0.0,10.687218
2016-01-22,10.72,10.72,10.72,10.72,0.0,10.677259
2016-01-21,10.73,10.73,10.73,10.73,0.0,10.687218
2016-01-20,10.74,10.74,10.74,10.74,0.0,10.697179
2016-01-19,10.73,10.73,10.73,10.73,0.0,10.687218
2016-01-15,10.74,10.74,10.74,10.74,0.0,10.697179
2016-01-14,10.72,10.72,10.72,10.72,0.0,10.677259
2016-01-13,10.74,10.74,10.74,10.74,0.0,10.697179
2016-01-12,10.72,10.72,10.72,10.72,0.0,10.677259
2016-01-11,10.69,10.69,10.69,10.69,0.0,10.647378
2016-01-08,10.72,10.72,10.72,10.72,0.0,10.677259
2016-01-07,10.7,10.7,10.7,10.7,0.0,10.657338
2016-01-06,10.69,10.69,10.69,10.69,0.0,10.647378
2016-01-05,10.65,10.65,10.65,10.65,0.0,10.607537
2016-01-04,10.66,10.66,10.66,10.66,0.0,10.617498
2015-12-31,10.64,10.64,10.64,10.64,0.0,10.597578
2015-12-30,10.62,10.62,10.62,10.62,0.0,10.555745
2015-12-29,10.62,10.62,10.62,10.62,0.0,10.555745
2015-12-28,10.66,10.66,10.66,10.66,0.0,10.595503
2015-12-24,10.66,10.66,10.66,10.66,0.0,10.595503
2015-12-23,10.65,10.65,10.65,10.65,0.0,10.585563
2015-12-22,10.66,10.66,10.66,10.66,0.0,10.595503
2015-12-21,10.69,10.69,10.69,10.69,0.0,10.618363
2015-12-18,10.69,10.69,10.69,10.69,0.0,10.618363
2015-12-17,10.68,10.68,10.68,10.68,0.0,10.608431
2015-12-16,10.65,10.65,10.65,10.65,0.0,10.578632
2015-12-15,10.66,10.66,10.66,10.66,0.0,10.588565
2015-12-14,10.69,10.69,10.69,10.69,0.0,10.618363
2015-12-11,10.74,10.74,10.74,10.74,0.0,10.668029
2015-12-10,10.7,10.7,10.7,10.7,0.0,10.628297
2015-12-09,10.71,10.71,10.71,10.71,0.0,10.63823
2015-12-08,10.71,10.71,10.71,10.71,0.0,10.63823
2015-12-07,10.71,10.71,10.71,10.71,0.0,10.63823
2015-12-04,10.69,10.69,10.69,10.69,0.0,10.618363
2015-12-03,10.67,10.67,10.67,10.67,0.0,10.598498
2015-12-02,10.74,10.74,10.74,10.74,0.0,10.668029
2015-12-01,10.75,10.75,10.75,10.75,0.0,10.677962
2015-11-30,10.71,10.71,10.71,10.71,0.0,10.63823
2015-11-27,10.71,10.71,10.71,10.71,0.0,10.617371
2015-11-25,10.7,10.7,10.7,10.7,0.0,10.607457
2015-11-24,10.7,10.7,10.7,10.7,0.0,10.607457
2015-11-23,10.7,10.7,10.7,10.7,0.0,10.607457
2015-11-20,10.7,10.7,10.7,10.7,0.0,10.607457
2015-11-19,10.71,10.71,10.71,10.71,0.0,10.617371
2015-11-18,10.69,10.69,10.69,10.69,0.0,10.597543
2015-11-17,10.69,10.69,10.69,10.69,0.0,10.597543
2015-11-16,10.69,10.69,10.69,10.69,0.0,10.597543
2015-11-13,10.69,10.69,10.69,10.69,0.0,10.597543
